Implementation smell,Namespace,Class,File,Method,Description
Long Statement,DomainNamesFilter.Core.Extensions,DomainExtensions,C:\repos\dmitry-v-titov_DomainNamesFilter\Sources\DomainNamesFilter.Core\Extensions\DomainExtensions.cs,IsSubDomain,The length of the statement  "	return currentDomain.Name.Length == sourceDomain.Name.Length ? currentDomain.Name.Equals (sourceDomain.Name) : currentDomain.Name.EndsWith (sourceDomain.Name.IndexOf ('.') == 0 ? sourceDomain.Name : string.Format (".{0}"' sourceDomain.Name)); " is 242.
Long Statement,DomainNamesFilter.Core.MatchAlgorithms,ParallelStringBasedComparisonDomainsMatchAlgorithm,C:\repos\dmitry-v-titov_DomainNamesFilter\Sources\DomainNamesFilter.Core\MatchAlgorithms\ParallelStringBasedComparisonDomainsMatchAlgorithm.cs,Match,The length of the statement  "	return sourceDomains.AsParallel ().Where (sourceDomain => !blackListDomains.Contains (sourceDomain' comparer)).ToList (); " is 121.
