Architecture smell,Project,Namespace,Cause
God Component,deveeldb-nunit,Deveel.Data.Sql.Compile,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 51
God Component,deveeldb-nunit,Deveel.Data,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 80
Feature Concentration,deveeldb-nunit,Deveel.Data.Client,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DbCommandBuilderTests]' [DbCommandTest]' [DbConnectionTests]' [DbDataAdapterTests]' [DbDataReaderTests]' [DbTransactionTests]' [NonQueryTests]. LCC (Lack of Component Cohesion) = 1
Feature Concentration,deveeldb-nunit,Deveel.Data.Sql.Expressions,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SqlAssignExpressionTests]' [SqlConditionalExpressionTests]' [SqlFunctionCallExpressionTests]' [SqlBetweenEspressionTests]' [SqlBinaryExpressionTests]' [SqlCastExpressionTests]' [SqlDateExpressionTests]' [SqlExpressionParseException]' [SqlQueryExpressionTests]' [SqlUnaryExpressionTests]. LCC (Lack of Component Cohesion) = 1
Feature Concentration,deveeldb-nunit,Deveel.Data.Sql.Objects,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SqlIntervalTests]' [SqlNullTests]' [SqlUserObjectTests]' [SqlBooleanTest]' [SqlDateTimeTests]' [SqlLongStringTests]' [SqlNumberTests]' [SqlStringTests]. LCC (Lack of Component Cohesion) = 1
Feature Concentration,deveeldb-nunit,Deveel.Data.Sql.Statements,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AlterTableStringFormatTests]' [AlterTriggerStringFormatTests]' [CallStringFormatTests]' [CreateFunctionStringFormatTests]' [CreateProcedureStringFormatTests]' [CreateSchemaStringFormatTests]' [CreateTableStringFormatTests]' [CreateTriggerStringFormatTests]' [CreateViewStringFormatTests]' [CursorStringFormatTests]' [DeclareVariableStringFormatTests]' [DeleteStringFormatTests]' [DropStringFormatTests]' [GrantStringFormatTests]' [InsertStringFormatTests]' [LockTableStringFormatTests]' [LoopStringFormatTests]' [PlSqlBlockStringFormatTests]' [SelectStringFormatTests]' [TransactionEndStringFormatTests]. LCC (Lack of Component Cohesion) = 1
