Implementation smell,Namespace,Class,File,Method,Description
Magic Number,SuperWebSocket.Samples.SubProtocol,Program,C:\repos\xedoc_NetJoy3d\web4net\Samples\SubProtocol\Program.cs,Main,The following statement contains a magic number: if (!appServer.Setup (2012))//Setup with listening port   {  	Console.WriteLine ("Failed to setup!");  	Console.ReadKey ();  	return;  }  
