Implementation smell,Namespace,Class,File,Method,Description
Magic Number,SuperWebSocket.Samples.BasicConsole,Program,C:\repos\xedoc_NetJoy3d\web4net\Samples\BasicConsole\Program.cs,Main,The following statement contains a magic number: if (!appServer.Setup (2012))//Setup with listening port   {  	Console.WriteLine ("Failed to setup!");  	Console.ReadKey ();  	return;  }  
