Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
MainClass,0,1,0,0,1,19,1,0,0,0,1,0
DictUtils,0,1,0,0,1,14,1,0,0,0,0,0
Converter,3,16,0,0,2,607,302,0,0,0.65,2,1
UIObject,0,0,29,0,0,119,0,0,0,0,0,1
UITypes,0,0,0,0,0,9,0,0,0,0,0,1
