Implementation smell,Namespace,Class,File,Method,Description
Long Statement,OfficeDevPnP.MSGraphAPIGroups,Startup,C:\research\architectureSmells\repos\OfficeDev_PnP\Samples\MicrosoftGraph.Office365.GroupsExplorer\Startup.cs,ConfigureAuth,The length of the statement  "						// If there is a code in the OpenID Connect response' redeem it for an access token and refresh token' and store those away. " is 124.
Long Statement,OfficeDevPnP.MSGraphAPIGroups,Startup,C:\research\architectureSmells\repos\OfficeDev_PnP\Samples\MicrosoftGraph.Office365.GroupsExplorer\Startup.cs,ConfigureAuth,The length of the statement  "							AuthenticationContext authContext = new AuthenticationContext(SettingsHelper.Authority' new ADALTokenCache(signInUserId)); " is 122.
Long Statement,OfficeDevPnP.MSGraphAPIGroups.Controllers,AccountController,C:\research\architectureSmells\repos\OfficeDev_PnP\Samples\MicrosoftGraph.Office365.GroupsExplorer\Controllers\AccountController.cs,SignIn,The length of the statement  "				HttpContext.GetOwinContext().Authentication.Challenge(new AuthenticationProperties { RedirectUri = "/" }' OpenIdConnectAuthenticationDefaults.AuthenticationType); " is 162.
Long Statement,OfficeDevPnP.MSGraphAPIGroups.Controllers,GroupsController,C:\research\architectureSmells\repos\OfficeDev_PnP\Samples\MicrosoftGraph.Office365.GroupsExplorer\Controllers\GroupsController.cs,Posts,The length of the statement  "			string apiUrl = String.Format("{0}/v1.0/myorganization/groups/{1}/threads/{2}/posts"' SettingsHelper.MSGraphResource' id' itemId); " is 130.
Long Statement,OfficeDevPnP.MSGraphAPIGroups.Controllers,GroupsController,C:\research\architectureSmells\repos\OfficeDev_PnP\Samples\MicrosoftGraph.Office365.GroupsExplorer\Controllers\GroupsController.cs,Files,The length of the statement  "			string apiUrl = String.Format("{0}/v1.0/myorganization/groups/{1}/drive/root/children"' SettingsHelper.MSGraphResource' id); " is 124.
Long Statement,OfficeDevPnP.MSGraphAPIGroups.Controllers,MeController,C:\research\architectureSmells\repos\OfficeDev_PnP\Samples\MicrosoftGraph.Office365.GroupsExplorer\Controllers\MeController.cs,MyGroups,The length of the statement  "			string APIURL = String.Format("{0}/v1.0/me/memberOf/$/microsoft.graph.group?$filter=groupTypes/any(a:a%20eq%20'unified')"' " is 122.
Long Statement,OfficeDevPnP.MSGraphAPIGroups.Utils,TokenHelper,C:\research\architectureSmells\repos\OfficeDev_PnP\Samples\MicrosoftGraph.Office365.GroupsExplorer\Utils\TokenHelper.cs,GetAccessToken,The length of the statement  "			var userObjectId = ClaimsPrincipal.Current.FindFirst("http://schemas.microsoft.com/identity/claims/objectidentifier").Value; " is 124.
