Implementation smell,Namespace,Class,File,Method,Description
Long Statement,PNP.Deployer.Common,DeployerUtility,C:\research\architectureSmells\repos\OfficeDev_PnP\Samples\Provisioning.PnPDeployer.Console\PNP.Deployer.Common\Classes\Helpers\DeployerUtility.cs,IsPropertyInvalid,The length of the statement  "            return isRequired && (propertyValue == null || property.PropertyType == typeof(String) && String.IsNullOrEmpty(propertyValue.ToString())); " is 138.
Long Statement,PNP.Deployer.Common,DeployerUtility,C:\research\architectureSmells\repos\OfficeDev_PnP\Samples\Provisioning.PnPDeployer.Console\PNP.Deployer.Common\Classes\Helpers\DeployerUtility.cs,ValidateRequiredAttributes,The length of the statement  "                        throw new Exception(string.Format("Property '{0}' from object type '{1}' is marked as required and is missing from the extensibility provider's schema."' property.Name' deserializedObject.GetType().Name)); " is 205.
