Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Core.KnockoutJSForm,Program,C:\repos\OfficeDev_PnP\Samples\Core.KnockoutJSForm\Core.KnockoutJSForm\Program.cs,ProvisionLists,The length of the statement  "            eventsList.CreateField(@"<Field Type=""Boolean"" DisplayName=""Registration Allowed"" ID=""{d395011d-07c9-40a5-99c2-cb4d4f209d13}"" Name=""OfficeDevPnPRegistrationAllowed""><Default>1</Default></Field>"' false); " is 211.
Long Statement,Core.KnockoutJSForm,Program,C:\repos\OfficeDev_PnP\Samples\Core.KnockoutJSForm\Core.KnockoutJSForm\Program.cs,ProvisionLists,The length of the statement  "            List regList = ctx.Web.CreateList(ListTemplateType.GenericList' "Event Registration"' false' false' "Lists/Event Registration"' false); " is 135.
Long Statement,Core.KnockoutJSForm,Program,C:\repos\OfficeDev_PnP\Samples\Core.KnockoutJSForm\Core.KnockoutJSForm\Program.cs,ProvisionLists,The length of the statement  "            Field field = regList.CreateField(@"<Field Type=""Lookup"" DisplayName=""Event"" ID=""{39e09239-3da4-455f-9f03-add53034de0a}"" Name=""OfficeDevPnPEventLookup"" />"' false); " is 172.
Magic Number,Core.KnockoutJSForm,Program,C:\repos\OfficeDev_PnP\Samples\Core.KnockoutJSForm\Core.KnockoutJSForm\Program.cs,ProvisionWebPart,The following statement contains a magic number: OfficeDevPnP.Core.Entities.WebPartEntity webPart = new OfficeDevPnP.Core.Entities.WebPartEntity()              {                  WebPartZone = "Main"'                  WebPartIndex = 20'                  WebPartTitle = "Event Registration Information"'                  WebPartXml = webPartXml              };
