Implementation smell,Namespace,Class,File,Method,Description
Complex Conditional,LargestConnectedArea,LargestConnectedArea,C:\repos\dtraykov_telerik\C# Data Structures and Algorithms\Recursion\LargestConnectedArea\LargestConnectedArea.cs,FindArea,The conditional expression  "row < 0 || col < 0 || row >= labyrinth.GetLength (0) || col >= labyrinth.GetLength (1)"  is complex.
