Implementation smell,Namespace,Class,File,Method,Description
Magic Number,FriendsOfPesho,FriendsOfPesho,C:\repos\dtraykov_telerik\C# Data Structures and Algorithms\GraphsAndGraphAlgorithms\FriendsOfPesho\FriendsOfPesho.cs,ReadEdges,The following statement contains a magic number: for (int i = 0; i < m; i++) {  	string[] edgeArguments = ReadConsoleLine ();  	int from = int.Parse (edgeArguments [0]);  	int to = int.Parse (edgeArguments [1]);  	int distance = int.Parse (edgeArguments [2]);  	graph.AddEdge (from' to' distance);  }  
