Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Vector,2,6,2,0,2,63,11,1,0,0.92,0,0
Vector3D,3,6,3,0,6,75,7,0,1,1,0,10
ITransformable,0,3,0,0,0,6,3,1,0,0,1,0
ILengthMeasurable,0,1,0,0,0,4,1,1,0,0,0,0
IAreaMeasurable,0,1,0,0,0,4,1,3,0,0,0,1
IFlat,0,1,0,0,0,4,1,2,0,0,0,1
IVolumeMeasurable,0,1,0,0,0,4,1,1,0,0,0,1
Figure,1,6,0,0,6,43,11,5,1,0.83,1,1
Vertex,0,2,1,0,2,18,2,0,2,0,1,1
LineSegment,1,3,2,0,3,32,3,0,2,1,1,1
Cylinder,1,4,3,0,4,44,4,0,2,0.75,1,1
Circle,1,4,2,0,4,40,4,0,2,0.5,1,1
Triangle,0,4,3,0,4,46,4,0,2,0,1,1
FigureController,2,4,1,0,3,126,33,0,0,0.5,10,1
Program,0,2,0,0,0,19,4,0,0,0,1,0
