Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Abstraction,FiguresExample,C:\repos\dtraykov_telerik\C# High Quality Code\HighQualityClasses\Abstraction\FiguresExample.cs,Main,The length of the statement  "	Console.WriteLine ("I am a circle. My perimeter is {0:f2}. My surface is {1:f2}."' circle.CalculatePerimeter ()' circle.CalculateSurface ()); " is 141.
Long Statement,Abstraction,FiguresExample,C:\repos\dtraykov_telerik\C# High Quality Code\HighQualityClasses\Abstraction\FiguresExample.cs,Main,The length of the statement  "	Console.WriteLine ("I am a rectangle. My perimeter is {0:f2}. My surface is {1:f2}."' rect.CalculatePerimeter ()' rect.CalculateSurface ()); " is 140.
