Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,Mono.Cecil,Mono.Cecil,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mono.Cecil' Mono.Cecil.Cil,Mono.Cecil.Mixin' Mono.Cecil.ModuleReader' Mono.Cecil.Cil.CodeReader' Mono.Cecil.Cil.PortablePdbReaderProvider
Cyclic Dependency,Mono.Cecil,Mono.Cecil,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mono.Cecil' Mono.Cecil.PE' Mono.Cecil.Cil,Mono.Cecil.Mixin' Mono.Cecil.ModuleReader' Mono.Cecil.PE.Image' Mono.Cecil.Cil.CodeReader' Mono.Cecil.Cil.PortablePdbReaderProvider
Cyclic Dependency,Mono.Cecil,Mono.Cecil,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mono.Cecil' Mono.Cecil.Cil' Mono.Cecil.PE' Mono.Cecil.Cil,Mono.Cecil.Mixin' Mono.Cecil.ModuleReader' Mono.Cecil.Cil.CodeReader' Mono.Cecil.Cil.PortablePdbReaderProvider' Mono.Cecil.PE.Image
Cyclic Dependency,Mono.Cecil,Mono.Cecil,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mono.Cecil' Mono.Cecil.PE' Mono.Cecil.Cil' Mono.Cecil.PE' Mono.Cecil.Cil,Mono.Cecil.Mixin' Mono.Cecil.ModuleReader' Mono.Cecil.PE.Image' Mono.Cecil.Cil.CodeReader' Mono.Cecil.Cil.PortablePdbReaderProvider
Cyclic Dependency,Mono.Cecil,Mono.Cecil.Cil,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mono.Cecil.Cil' Mono.Cecil' Mono.Cecil.Metadata' Mono.Cecil,Mono.Cecil.Cil.CodeReader' Mono.Cecil.Cil.PortablePdbReaderProvider' Mono.Cecil.Mixin' Mono.Cecil.ModuleReader' Mono.Cecil.Metadata.TableHeapBuffer' Mono.Cecil.Metadata.BlobHeapBuffer
Cyclic Dependency,Mono.Cecil,Mono.Cecil.Cil,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mono.Cecil.Cil' Mono.Cecil.PE' Mono.Cecil' Mono.Cecil.Metadata' Mono.Cecil,Mono.Cecil.Cil.CodeReader' Mono.Cecil.Cil.PortablePdbReaderProvider' Mono.Cecil.PE.Image' Mono.Cecil.Mixin' Mono.Cecil.ModuleReader' Mono.Cecil.Metadata.TableHeapBuffer' Mono.Cecil.Metadata.BlobHeapBuffer
Cyclic Dependency,Mono.Cecil,Mono.Cecil.Metadata,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mono.Cecil.Metadata' Mono.Cecil,Mono.Cecil.Metadata.TableHeapBuffer' Mono.Cecil.Metadata.BlobHeapBuffer' Mono.Cecil.Mixin' Mono.Cecil.ModuleReader
Cyclic Dependency,Mono.Cecil,Mono.Cecil.Metadata,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mono.Cecil.Metadata' Mono.Cecil.Cil' Mono.Cecil,Mono.Cecil.Metadata.TableHeapBuffer' Mono.Cecil.Metadata.BlobHeapBuffer' Mono.Cecil.Cil.CodeReader' Mono.Cecil.Cil.PortablePdbReaderProvider' Mono.Cecil.Mixin' Mono.Cecil.ModuleReader
Cyclic Dependency,Mono.Cecil,Mono.Cecil.PE,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mono.Cecil.PE' Mono.Cecil,Mono.Cecil.PE.Image' Mono.Cecil.Mixin' Mono.Cecil.ModuleReader
Unstable Dependency,Mono.Cecil,Mono.Cecil,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Mono.Cecil.PE,Mono.Cecil.Image' Mono.Cecil.DataDirectory' Mono.Cecil.BinaryStreamReader' Mono.Cecil.ByteBuffer' Mono.Cecil.ImageWriter' Mono.Cecil.TextMap' Mono.Cecil.TextSegment' Mono.Cecil.ImageReader' Mono.Cecil.Section
