Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
QuickScroll,4,7,0,1,0,76,12,0,0,0,5,7
QCategory,0,5,6,0,2,138,10,0,0,0,2,2
QSettings,27,2,0,4,2,81,4,0,0,0.96,1,7
ToolbarManager,0,0,2,0,0,32,0,0,1,0,0,1
IToolbarManager,0,1,0,0,0,17,1,1,0,0,0,0
IButton,0,1,10,0,0,179,1,1,0,0,0,3
IDrawable,0,2,0,0,0,22,2,1,0,0,0,1
ClickEvent,2,0,0,2,0,17,0,0,0,0,1,1
MouseMoveEvent,1,0,0,1,0,10,0,2,0,0,1,0
MouseEnterEvent,0,0,0,0,0,6,0,0,1,0,0,1
MouseLeaveEvent,0,0,0,0,0,6,0,0,1,0,0,1
IVisibility,0,0,1,0,0,14,0,1,0,0,0,1
GameScenesVisibility,2,1,1,0,1,28,1,0,1,0,1,1
PopupMenuDrawable,7,6,0,0,6,71,6,0,1,0.6,2,0
Button,7,7,10,0,1,149,10,0,1,0.76,6,1
ToolbarTypes,4,6,0,0,0,35,6,0,0,0.83,1,4
ButtonTypes,15,1,0,0,0,36,1,0,0,0,1,1
QGUI,2,9,1,0,1,207,24,0,0,0,5,5
QShortCuts,0,3,0,0,0,81,22,0,1,0,3,2
QKey,2,8,0,0,0,260,104,1,0,0,3,0
QBlizzyToolbar,3,4,2,1,0,53,7,0,0,0.62,5,2
QStockToolbar,3,13,9,0,0,188,32,0,0,0.81,3,1
QScroll,0,5,8,0,4,187,23,0,0,0,3,1
