Architecture smell,Project,Namespace,Cause
God Component,Linq.Demo.2008,Linq.Demo.DataModel,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 32
Feature Concentration,Linq.Demo.2008,Linq.Demo.DataModel,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [NorthwindDB]' [Product' ActiveProduct' DiscontinuedProduct]' [AlphabeticalListOfProduct]' [Category]' [CategorySalesFor1997]' [CurrentProductList]' [CustomerAndSuppliersByCity]' [CustomerCustomerDemo]' [CustomerDemographic]' [Customer]' [Employee]' [EmployeeTerritory]' [Invoice]' [OrderDetail]' [OrderDetailsExtended]' [OrderSubtotal]' [Order]' [OrdersQry]' [ProductSalesFor1997]' [ProductsAboveAveragePrice]' [ProductsByCategory]' [QuarterlyOrder]' [Region]' [SalesByCategory]' [SalesTotalsByAmount]' [Shipper]' [SummaryOfSalesByQuarter]' [SummaryOfSalesByYear]' [Supplier]' [Territory]. LCC (Lack of Component Cohesion) = 0.94
