Implementation smell,Namespace,Class,File,Method,Description
Missing Default,BLToolkit.Data.DataProvider,SqlCeDataProvider,F:\newReposMay17\igor-tkachev_bltoolkit\DataProviders\SqlCe\..\..\Source\Data\DataProvider\SqlCeDataProvider.cs,Convert,The following switch statement is missing a default case: switch (convertType) {  case ConvertType.ExceptionToErrorNumber:  	if (value is SqlCeException)  		return ((SqlCeException)value).NativeError;  	break;  }  
