Implementation smell,Namespace,Class,File,Method,Description
Missing Default,BLToolkit.Data.DataProvider,InformixDataProvider,D:\research\architectureSmells\repos\igor-tkachev_bltoolkit\Source\Data\DataProvider\InformixDataProvider.cs,Convert,The following switch statement is missing a default case: switch (convertType)  			{  				case ConvertType.ExceptionToErrorNumber:  					if (value is IfxException)  					{  						var ex = (IfxException)value;    						foreach (IfxError error in ex.Errors)  							return error.NativeError;    						return 0;  					}    					break;  			}
