Implementation smell,Namespace,Class,File,Method,Description
Missing Default,BLToolkit.Data.DataProvider,DB2DataProvider,D:\research\architectureSmells\repos\igor-tkachev_bltoolkit\Source\Data\DataProvider\DB2DataProvider.cs,Convert,The following switch statement is missing a default case: switch (convertType)  			{  				case ConvertType.ExceptionToErrorNumber:  					if (value is DB2Exception)  					{  						var ex = (DB2Exception)value;    						foreach (DB2Error error in ex.Errors)  							return error.RowNumber;    						return 0;  					}    					break;  				   			}
