Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ConventionAttribute,0,0,1,0,0,7,0,0,0,0,0,1
EnumStringAttribute,0,0,0,0,0,3,0,0,0,0,0,1
PriorityAttribute,0,1,1,0,1,11,1,0,0,0,0,2
LocalizableAttribute,0,0,2,0,0,17,0,0,0,0,0,0
CircularLinkedList,2,4,0,0,3,24,5,0,0,0.5,0,0
ConcurrentSet,1,21,4,0,19,224,28,0,0,0.71,0,0
AppConfiguration,1,3,0,0,2,35,6,0,0,0,0,9
CommonConfiguration,0,1,4,0,1,26,1,0,1,0,1,1
CommonConfigurationKeys,4,0,0,4,0,7,0,0,0,0,0,2
NinjectConfiguration,0,1,1,0,1,11,1,0,0,0,0,1
AesCryptography,3,4,1,0,3,117,20,0,1,0.5,0,0
Sha1Cryptography,0,2,1,0,2,16,2,0,1,0,0,1
PatternOptions,0,0,0,0,0,8,0,0,0,0,0,2
PowerArhitectureException,0,3,0,0,3,12,3,0,0,0,0,2
ExpressionInfo,0,2,2,0,2,27,2,0,0,0,1,1
SubExpressionInfo,0,0,4,0,0,19,0,0,0,0,0,1
DateTimeFormatInfoExtensions,0,1,0,0,1,7,1,0,0,0,0,0
DictionaryExtensions,0,4,0,0,3,79,16,0,0,0,0,0
CollectionExtensions,0,2,0,0,2,13,4,0,0,0,0,0
IListExtensions,0,2,0,0,2,18,3,0,0,0,0,0
Int64Extensions,0,1,0,0,1,12,1,0,0,0,0,0
NinjectExtensions,0,12,0,0,10,59,14,0,0,0,0,0
PatternOptionExtensions,0,1,0,0,1,13,3,0,0,0,1,0
MemoryStreamExtensions,0,2,0,0,2,13,2,0,0,0,0,0
StreamExtensions,0,1,0,0,1,22,4,0,0,0,0,0
NameValueCollectionExtensions,1,2,0,0,1,12,2,0,0,0,0,0
ExpressionHelper,0,3,0,0,2,88,14,0,0,0,1,1
TranslatorFormatter,0,1,0,0,1,17,1,0,0,0,0,1
I18N,1,10,0,0,9,110,13,0,0,0,3,7
MultipleContractResolver,3,6,0,0,5,36,8,0,1,0.44,1,1
ContractResolvers,2,0,0,2,0,5,0,0,0,0,0,2
L10N,0,2,1,0,1,16,2,0,0,0,3,0
IListener,0,1,0,0,0,15,1,6,0,0,0,4
IListenerAsync,0,1,0,0,0,15,1,3,0,0,0,4
IEventSubscriptionManager,0,4,0,0,0,38,4,1,0,0,2,3
IEventPublisher,0,4,0,0,0,13,4,1,0,0,0,0
IEventAggregator,0,0,0,0,0,3,0,1,1,0,0,14
EventAggregator,2,13,0,0,11,575,19,0,2,0.58,2,1
BaseEvent,0,1,1,0,1,11,1,12,0,0,0,0
EventAggregatorExtensions,0,2,0,0,2,27,6,0,0,0,3,0
DelegateListenerAsync,2,4,0,0,3,25,5,0,1,0.5,1,3
DelegateListener,2,4,0,0,3,25,5,0,1,0.5,1,3
UnhandledExceptionEvent,0,1,0,0,1,6,1,0,1,0,0,2
AssemblyExtensions,0,2,0,0,1,11,2,0,0,0,0,0
MemberInfoExtensions,0,1,0,0,1,18,6,0,0,0,0,0
ObjectExtensions,1,16,0,0,12,233,34,0,0,0.81,1,0
ExpressionExtensions,0,3,0,0,1,40,7,0,0,0,0,0
IEnumerableExtensions,0,2,0,0,2,15,3,0,0,0,0,0
StringExtensions,0,5,0,0,5,117,72,0,0,0,0,0
TypeExtensions,2,18,0,0,13,211,49,0,0,0.83,0,0
EventAggregatorProvider,0,2,1,0,2,29,4,0,0,0,8,1
UnhandledExceptionPublisher,1,2,0,0,1,13,2,0,0,0,2,2
NinjectRegistration,1,3,0,0,1,51,3,0,0,0,15,0
PasswordHasher,1,3,0,0,3,16,3,0,0,0,1,0
ICommonConfiguration,0,0,4,0,0,15,0,1,0,0,0,1
IMultipleContractResolver,0,3,0,0,0,6,3,1,0,0,0,1
ICryptography,0,2,1,0,0,8,2,2,0,0,0,2
ITask,0,0,0,0,0,3,0,0,0,0,0,1
StringWriterWithEncoding,1,1,1,0,1,13,1,0,0,0,0,0
