Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
AssemblyMetadataAttribute,0,1,2,0,1,17,1,0,0,0,0,0
StreamExtensions,0,5,0,0,2,62,9,0,0,0,0,0
AckHandler,3,7,0,0,5,81,16,0,1,0.62,0,1
ArraySegmentTextReader,3,2,0,0,2,20,2,0,0,0,0,1
BinaryTextWriter,0,4,0,0,4,19,4,0,1,0,2,3
ConnectionManager,2,6,0,0,5,73,7,0,1,0.58,18,2
DefaultProtectedData,1,2,0,0,2,18,2,0,1,0,0,1
DiffPair,2,0,1,2,0,10,0,0,0,0,0,0
DiffSet,3,6,0,0,6,47,10,0,0,0.28,0,1
IBinaryWriter,0,1,0,0,0,7,1,1,0,0,0,1
InterlockedHelper,0,1,0,0,1,8,1,0,0,0,0,1
IProtectedData,0,2,0,0,0,5,2,4,0,0,0,8
ListHelper,1,0,0,1,0,4,0,0,0,0,0,3
PrefixHelper,7,11,0,0,11,66,14,0,0,0.86,1,12
Purposes,2,0,0,2,0,5,0,0,0,0,0,3
BufferTextWriter,6,7,2,0,6,134,7,1,0,0.88,2,0
SipHashBasedStringEqualityComparer,3,7,0,0,3,180,11,0,0,0.71,0,2
IAckHandler,0,2,0,0,0,5,2,1,0,0,0,4
DisposableAction,3,4,0,1,3,27,5,0,0,0.5,0,2
IPerformanceCounter,0,6,2,0,0,16,6,2,0,0,0,6
IPerformanceCounterManager,0,2,33,0,0,218,2,1,0,0,0,21
NoOpPerformanceCounter,0,6,2,0,6,37,6,0,1,0,0,1
PerformanceCounterAttribute,0,0,3,0,0,16,0,0,0,0,0,1
PerformanceCounterManager,6,10,33,1,5,411,23,0,1,0.82,6,1
Disposer,2,3,0,0,2,41,8,0,0,0.33,0,2
PerformanceCounterWrapper,1,7,2,0,7,50,8,0,1,0,0,1
CancellationTokenExtensions,0,3,0,0,1,59,3,0,0,0,1,0
SafeCancellationTokenSource,2,4,1,0,3,84,18,0,0,0.38,0,1
TaskQueue,5,6,2,0,6,90,6,0,0,0.63,1,4
IConnectionManager,0,3,0,0,0,26,3,1,0,0,0,2
IServerIdManager,0,0,1,0,0,12,0,1,0,0,0,3
ServerIdManager,0,1,1,0,1,17,1,0,1,0,0,1
IServerCommandHandler,0,1,1,0,0,19,1,1,0,0,1,3
IStringMinifier,0,3,0,0,0,32,3,1,0,0,0,3
StringMinifier,4,7,0,0,4,70,14,0,1,0.71,0,1
PersistentConnectionContext,0,1,2,0,1,16,1,0,1,0,2,1
SafeSet,1,8,1,0,8,43,8,0,0,0,0,0
ServerCommand,0,1,3,0,0,31,1,0,0,0,0,4
ServerCommandType,0,0,0,0,0,4,0,0,0,0,0,2
ServerCommandHandler,7,8,5,0,4,98,11,0,1,0.73,7,1
Connection,12,12,6,0,3,219,36,0,1,0.78,16,4
ExceptionsExtensions,0,1,0,0,0,16,3,0,0,0,0,0
ConfigurationExtensions,3,3,0,3,3,46,5,0,0,0.67,1,1
DefaultConfigurationManager,6,1,4,0,1,58,1,0,1,1,0,1
IConfigurationManager,0,0,4,0,0,35,0,1,0,0,0,6
ConnectionConfiguration,1,0,2,0,0,23,0,1,0,0,1,11
HubConfiguration,0,1,2,0,1,23,1,0,1,0,0,9
ConnectionMessage,0,2,3,0,2,45,2,0,0,0,0,7
GlobalHost,2,0,4,0,0,43,0,0,0,0,1,0
Cookie,0,2,4,0,2,29,2,0,0,0,0,3
IRequest,0,0,7,0,0,48,0,1,0,0,0,17
AuthorizeAttribute,5,4,3,0,2,125,13,0,1,0.8,4,1
HubPipelineExtensions,0,1,0,0,1,18,2,0,0,0,3,0
IHubContext,0,0,2,0,0,18,0,1,0,0,0,1
IConnectionGroupManager,0,1,0,0,0,14,1,1,1,0,0,1
ConnectionExtensions,0,2,0,0,2,38,5,0,0,0,4,0
DefaultDependencyResolver,3,10,0,0,6,156,24,0,1,0.73,47,3
IPersistentConnectionContext,0,0,2,0,0,18,0,1,0,0,0,1
DependencyResolverExtensions,0,4,0,0,4,37,10,0,0,0,1,0
IGroupManager,0,2,0,0,0,20,2,1,0,0,0,0
Hub,0,6,3,0,4,65,6,4,1,0,3,1
IDependencyResolver,0,4,0,0,0,7,4,1,0,0,0,29
GroupManager,2,5,0,0,4,83,11,0,2,0.4,6,4
Resources,2,1,37,0,0,325,1,0,0,0,0,21
PersistentConnection,6,22,13,0,3,369,41,4,0,0.91,22,3
TaskAsyncHelper,3,58,3,0,47,837,135,0,0,0,1,14
IConnection,0,1,1,0,0,18,1,1,0,0,1,7
ConnectionIdProxy,0,1,0,0,1,6,1,0,1,0,1,1
DynamicDictionary,1,16,4,0,15,110,18,0,0,0.31,0,0
EmptyJavaScriptProxyGenerator,0,1,0,0,1,7,1,0,1,0,1,1
GroupProxy,0,1,0,0,1,6,1,0,1,0,1,1
NullMethodDescriptor,3,1,3,0,1,27,1,0,1,0,1,2
HubMethodDispatcher,1,4,1,0,2,58,6,0,0,0.5,1,1
HubConnectionContext,3,6,3,0,6,96,8,0,1,0.44,11,2
IHubConnectionContext,0,3,1,0,0,12,3,1,0,0,0,0
NullClientProxy,0,2,0,0,2,11,2,0,0,0,1,1
AuthorizeModule,5,4,0,0,4,85,4,0,1,0.5,9,2
HubOutgoingInvokerContext,0,1,4,0,1,26,1,0,1,0,2,2
ClientHubInvocation,0,0,5,0,0,49,0,0,0,0,0,9
HubContext,0,1,2,0,1,49,1,0,1,0,4,1
HubPipelineModule,0,19,0,0,7,261,19,1,1,0,6,0
IAuthorizeHubConnection,0,1,0,0,0,13,1,1,0,0,2,1
IAuthorizeHubMethodInvocation,0,1,0,0,0,13,1,1,0,0,1,1
IHubOutgoingInvokerContext,0,0,4,0,0,33,0,1,0,0,0,5
IHubPipelineInvoker,0,7,0,0,0,62,7,1,0,0,5,4
HubInvokerContext,0,1,4,0,1,26,1,0,1,0,3,1
HubRequest,0,0,5,0,0,26,0,0,0,0,0,2
HubRequestParser,1,2,0,0,1,60,4,0,1,0,6,1
HubResponse,0,0,5,0,0,47,0,0,0,0,0,1
IClientProxy,0,1,0,0,0,13,1,2,0,0,0,0
IHubRequestParser,0,1,0,0,0,12,1,1,0,0,0,2
Descriptor,0,0,2,0,0,17,0,2,0,0,0,1
NotAuthorizedException,0,4,0,0,3,16,4,0,0,0,0,1
StateChangeTracker,2,3,0,0,3,45,3,0,0,0.33,0,4
HubPipeline,2,9,1,0,9,78,10,0,1,0.78,7,1
IHubIncomingInvokerContext,0,0,4,0,0,31,0,1,0,0,0,8
IHubPipeline,0,1,0,0,0,24,1,1,0,0,1,2
IHubPipelineModule,0,7,0,0,0,72,7,1,0,0,4,2
StatefulSignalProxy,1,4,0,0,3,30,4,0,1,0,2,1
HubTypeExtensions,0,2,0,0,0,18,4,0,0,0,3,0
HubManagerExtensions,0,3,0,0,3,37,10,0,0,0,4,0
DefaultParameterResolver,0,2,0,0,2,35,6,0,1,0,3,1
IParameterResolver,0,1,0,0,0,13,1,1,0,0,2,2
DefaultAssemblyLocator,0,1,0,0,1,7,1,2,1,0,0,1
MethodExtensions,0,1,0,0,1,14,3,0,0,0,2,0
ParameterDescriptor,0,0,2,0,0,20,0,0,0,0,0,3
IAssemblyLocator,0,1,0,0,0,5,1,1,0,0,0,4
ReflectedMethodDescriptorProvider,2,8,0,0,3,101,12,0,1,0.75,7,1
HubDescriptor,0,1,1,0,1,17,1,0,1,0,0,18
IMethodDescriptorProvider,0,2,0,0,0,22,2,1,0,0,3,2
DefaultHubManager,3,7,0,0,7,61,13,0,1,0.57,7,1
IHubManager,0,6,0,0,0,43,6,1,0,0,3,5
MethodDescriptor,0,0,5,0,0,43,0,1,1,0,0,11
HubMethodNameAttribute,0,1,1,0,1,15,2,0,0,0,0,1
DefaultHubActivator,1,2,0,0,2,19,4,0,1,0,3,1
HubNameAttribute,0,1,1,0,1,15,2,0,0,0,0,1
IHub,0,3,3,0,0,36,3,1,0,0,0,11
ReflectionHelper,2,4,0,0,2,45,9,0,0,0,2,2
IHubActivator,0,1,0,0,0,4,1,1,0,0,1,2
DefaultJavaScriptProxyGenerator,7,14,0,0,4,158,30,0,1,0.88,9,1
ReflectedHubDescriptorProvider,2,6,0,0,3,52,8,0,1,0.58,4,1
ClientProxy,3,3,0,0,3,27,3,0,1,0.33,2,1
HubCallerContext,0,1,6,0,1,54,1,0,0,0,1,1
HubDispatcher,12,24,2,0,3,359,48,0,1,0.88,30,2
IHubDescriptorProvider,0,2,0,0,0,19,2,1,0,0,1,2
SignalProxy,2,5,3,0,3,51,5,3,1,0.6,1,0
NullJavaScriptMinifier,1,1,0,1,1,9,1,0,1,0,0,1
IJavaScriptMinifier,0,1,0,0,0,4,1,1,0,0,0,1
IJavaScriptProxyGenerator,0,1,0,0,0,4,1,2,0,0,0,2
HostConstants,5,0,0,5,0,17,0,0,0,0,0,3
HostContext,0,1,3,0,1,21,1,0,0,0,2,13
HostContextExtensions,0,6,0,0,6,36,8,0,0,0,3,0
IWebSocketRequest,0,1,0,0,0,8,1,1,1,0,1,2
IResponse,0,3,2,0,0,35,3,2,0,0,0,4
HostDependencyResolverExtensions,0,3,0,0,1,31,6,0,0,0,2,0
IWebSocket,0,3,3,0,0,44,3,1,0,0,0,7
ResponseExtensions,0,1,0,0,1,21,2,0,0,0,1,0
PersistentConnectionFactory,1,2,0,0,2,34,5,0,0,0,3,2
RequestExtensions,0,1,0,0,1,14,2,0,0,0,1,0
SipHashBasedDictionaryConverter,0,6,1,0,3,79,32,0,0,0,2,1
IJsonValue,0,2,0,0,0,18,2,1,0,0,0,9
IJsonWritable,0,1,0,0,0,11,1,1,0,0,0,1
JRawValue,1,3,0,0,3,27,5,0,1,0.33,0,1
JsonSerializerExtensions,0,3,0,0,3,55,12,0,0,0,2,0
IJsonSerializer,0,2,0,0,0,19,2,1,0,0,0,9
JsonNetSerializer,1,4,0,0,4,51,6,0,1,0.25,1,2
JsonUtility,1,7,2,0,2,137,16,0,0,0,0,5
CommandType,0,0,0,0,0,7,0,0,0,0,0,3
Cursor,2,12,2,0,8,192,44,0,0,0.92,1,2
ISubscription,0,3,1,0,0,9,3,1,0,0,0,3
ScaleoutMappingStore,2,3,1,0,3,83,4,0,0,0.17,5,3
LocalEventKeyInfo,1,1,3,0,1,24,1,0,0,0,1,4
MessageBroker,7,13,3,0,4,219,28,0,0,0.73,2,1
ScaleoutMapping,0,2,3,0,2,30,4,0,0,0,2,3
ScaleoutMessage,0,4,2,0,4,58,11,0,0,0,1,9
ScaleoutMessageBus,4,12,2,0,1,166,20,3,1,0.9,14,0
IMessageBus,0,2,0,0,0,19,2,1,0,0,3,10
ISubscriber,0,0,4,0,0,19,0,3,0,0,0,3
MessageBus,21,19,5,0,5,422,64,1,1,0.89,19,2
MessageBusExtensions,0,4,0,0,3,55,15,0,0,0,3,0
MessageResult,2,2,3,1,2,39,2,0,0,0,1,8
MessageStore,7,9,0,0,5,160,22,0,0,0.56,2,3
MessageStoreResult,3,1,3,0,1,32,1,0,0,0,0,5
ScaleoutConfiguration,2,0,1,1,0,25,0,3,0,0,0,2
ScaleoutStore,9,10,4,0,4,309,35,0,0,0.66,3,1
ScaleoutStreamManager,3,7,1,0,6,65,8,0,0,0.62,6,1
ScaleoutSubscription,2,7,0,0,2,182,23,0,1,0.43,8,1
DefaultSubscription,3,12,0,0,5,145,21,0,1,0.56,8,1
ScaleoutStream,9,13,1,0,5,214,22,0,0,0.74,5,1
Subscription,5,18,5,0,9,250,36,2,1,0.87,5,1
Topic,3,4,5,0,4,82,7,0,0,0.75,4,4
TopicLookup,2,7,1,0,6,63,11,0,0,0.14,2,2
TopicState,4,0,0,4,0,7,0,0,0,0,0,2
Volatile,0,1,0,0,1,7,1,0,0,0,0,2
Command,0,1,4,0,1,23,1,0,0,0,0,3
Message,2,6,11,0,6,144,11,0,0,0,0,21
ITraceManager,0,0,1,0,0,9,0,1,0,0,0,15
