Method,LOC,CC,PC
NuClover:NuClover,56,3,0
NuClover:drawTargetZoneOnImage,13,2,1
NuClover:gatherAllData,7,1,0
NuClover:gatherInfoData,30,6,0
NuClover:gatherTargetData,33,8,0
NuClover:convertAllDataToLong,63,4,0
NuClover:errScanning,79,30,1
NuClover:setLabelDefault,24,16,1
NuClover:getTargetRect,16,5,0
NuClover:btnLoadImage_Click,7,2,2
NuClover:onTargetParamChanged,3,1,2
NuClover:generateBarcodeImage,83,7,2
NuClover:checkBox1_CheckedChanged,12,2,2
NuClover:saveQRCode_Click,8,3,2
NuClover:dataBytes2Long,11,5,1
NuClover:int2DataBytes,3,1,1
NuClover:splitString4char,23,5,2
NuCloverDecoder:NuCloverDecoder,3,1,0
NuCloverDecoder:NuCloverDecoder_Load,79,4,2
NuCloverDecoder:getArrRange,7,2,3
NuCloverDecoder:getHexArray,10,2,2
NuCloverDecoder:hex2byteArr,7,2,1
NuCloverDecoder:getFieldText,8,2,2
Program:Main,5,1,0
Resources:Resources,2,1,0
