Implementation smell,Namespace,Class,File,Method,Description
Missing Default,JavaScriptEngineSwitcher.Jint,JintJsEngine,D:\research\architectureSmells\repos1\Taritsyn_JavaScriptEngineSwitcher\src\JavaScriptEngineSwitcher.Jint\JintJsEngine.cs,MapToHostType,The following switch statement is missing a default case: switch (value.Type)  			{  				case OriginalTypes.Undefined:  					return Undefined.Value;    				case OriginalTypes.Object:  					var objInstance = value.As<OriginalObjectInstance>();  					if (objInstance != null && !_primitiveClassNames.Contains(objInstance.Class))  					{  						return objInstance;  					}  					else  					{  						break;  					}  			}
