Implementation smell,Namespace,Class,File,Method,Description
Magic Number,JavaScriptEngineSwitcher.Sample.AspNetCore1.Mvc1,Startup,C:\repos\Taritsyn_JavaScriptEngineSwitcher\samples\JavaScriptEngineSwitcher.Sample.AspNetCore1.Mvc1\Startup.cs,ConfigureServices,The following statement contains a magic number: services.AddMvc(options =>  			{  				options.CacheProfiles.Add("CacheCompressedContent5Minutes"'  					new CacheProfile  					{  						NoStore = HostingEnvironment.IsDevelopment()'  						Duration = 300'  						Location = ResponseCacheLocation.Client'  						VaryByHeader = "Accept-Encoding"  					}  				);  			});
