Method,LOC,CC,PC
FilterConfig:RegisterGlobalFilters,3,1,1
JsEngineSwitcherConfig:Configure,16,1,1
RouteConfig:RegisterRoutes,8,1,1
MvcApplication:Application_Start,6,1,0
HomeController:HomeController,1,1,0
HomeController:HomeController,4,1,2
HomeController:Index,4,1,0
HomeController:Demo,4,1,0
HomeController:Demo,10,2,1
HomeController:Contact,4,1,0
CommonExtensions:Constants,3,1,1
CommonExtensions:EncodedReplace,3,1,4
CommonExtensions:CreateSubIndexName,8,2,3
LabelExtensions:CustomLabel,4,1,6
LabelExtensions:CustomLabel,18,3,6
LabelExtensions:CustomLabelFor,3,1,2
LabelExtensions:CustomLabelFor,4,1,3
LabelExtensions:CustomLabelFor,3,1,3
LabelExtensions:CustomLabelFor,3,1,3
LabelExtensions:CustomLabelFor,4,1,4
LabelExtensions:CustomLabelFor,3,1,4
LabelExtensions:CustomLabelFor,3,1,4
LabelExtensions:CustomLabelFor,4,1,5
LabelExtensions:CustomLabelFor,18,4,5
