Implementation smell,Namespace,Class,File,Method,Description
Long Statement,TestRunner,Program,D:\research\architectureSmells\repos\xunit_samples\TestRunner\Program.cs,OnExecutionComplete,The length of the statement  "                Console.WriteLine($"Finished: {info.TotalTests} tests in {Math.Round(info.ExecutionTime' 3)}s ({info.TestsFailed} failed' {info.TestsSkipped} skipped)"); " is 153.
Magic Number,TestRunner,Program,D:\research\architectureSmells\repos\xunit_samples\TestRunner\Program.cs,Main,The following statement contains a magic number: return 2;
Magic Number,TestRunner,Program,D:\research\architectureSmells\repos\xunit_samples\TestRunner\Program.cs,Main,The following statement contains a magic number: args.Length == 0 || args.Length > 2
Magic Number,TestRunner,Program,D:\research\architectureSmells\repos\xunit_samples\TestRunner\Program.cs,Main,The following statement contains a magic number: var typeName = args.Length == 2 ? args[1] : null;
Magic Number,TestRunner,Program,D:\research\architectureSmells\repos\xunit_samples\TestRunner\Program.cs,OnExecutionComplete,The following statement contains a magic number: Console.WriteLine($"Finished: {info.TotalTests} tests in {Math.Round(info.ExecutionTime' 3)}s ({info.TestsFailed} failed' {info.TestsSkipped} skipped)");
