Implementation smell,Namespace,Class,File,Method,Description
Magic Number,AlexaMail,Program,C:\repos\AlexaProjects_Alexa\AlexaMail\AlexaMail\Program.cs,Main,The following statement contains a magic number: try {  	string ErrorScreenFolder = args [0];  	string smtpHost = args [1];  	int smtpPort = Int32.Parse (args [2]);  	string mailFrom = args [3];  	string[] mailTo = args [4].Split (';');  	string subject = args [5];  	string mailMessage = args [6];  	string user = args [7];  	string password = args [8];  	//init the smtp client  	SmtpClient client = new SmtpClient (smtpHost' smtpPort);  	//create the message object  	MailMessage message = new MailMessage ();  	//set the "From" address  	message.From = new MailAddress (mailFrom' "Al'exa");  	foreach (string to in mailTo) {  		message.To.Add (to);  	}  	message.Subject = subject;  	message.Body = mailMessage;  	//get all screenshots  	string[] array1 = Directory.GetFiles (ErrorScreenFolder' "*.jpg");  	foreach (string name in array1) {  		Attachment attach = new Attachment (name);  		message.Attachments.Add (attach);  	}  	if (user != "none" && password != "none") {  		client.Credentials = new NetworkCredential (user' password);  	}  	client.Send (message);  	message.Dispose ();  	client.Dispose ();  	foreach (string name in array1) {  		File.Delete (name);  	}  }  catch (Exception ex) {  	Console.WriteLine (ex.Message);  	if (ex.InnerException != null)  		Console.WriteLine (ex.InnerException.Message);  }  
Magic Number,AlexaMail,Program,C:\repos\AlexaProjects_Alexa\AlexaMail\AlexaMail\Program.cs,Main,The following statement contains a magic number: try {  	string ErrorScreenFolder = args [0];  	string smtpHost = args [1];  	int smtpPort = Int32.Parse (args [2]);  	string mailFrom = args [3];  	string[] mailTo = args [4].Split (';');  	string subject = args [5];  	string mailMessage = args [6];  	string user = args [7];  	string password = args [8];  	//init the smtp client  	SmtpClient client = new SmtpClient (smtpHost' smtpPort);  	//create the message object  	MailMessage message = new MailMessage ();  	//set the "From" address  	message.From = new MailAddress (mailFrom' "Al'exa");  	foreach (string to in mailTo) {  		message.To.Add (to);  	}  	message.Subject = subject;  	message.Body = mailMessage;  	//get all screenshots  	string[] array1 = Directory.GetFiles (ErrorScreenFolder' "*.jpg");  	foreach (string name in array1) {  		Attachment attach = new Attachment (name);  		message.Attachments.Add (attach);  	}  	if (user != "none" && password != "none") {  		client.Credentials = new NetworkCredential (user' password);  	}  	client.Send (message);  	message.Dispose ();  	client.Dispose ();  	foreach (string name in array1) {  		File.Delete (name);  	}  }  catch (Exception ex) {  	Console.WriteLine (ex.Message);  	if (ex.InnerException != null)  		Console.WriteLine (ex.InnerException.Message);  }  
Magic Number,AlexaMail,Program,C:\repos\AlexaProjects_Alexa\AlexaMail\AlexaMail\Program.cs,Main,The following statement contains a magic number: try {  	string ErrorScreenFolder = args [0];  	string smtpHost = args [1];  	int smtpPort = Int32.Parse (args [2]);  	string mailFrom = args [3];  	string[] mailTo = args [4].Split (';');  	string subject = args [5];  	string mailMessage = args [6];  	string user = args [7];  	string password = args [8];  	//init the smtp client  	SmtpClient client = new SmtpClient (smtpHost' smtpPort);  	//create the message object  	MailMessage message = new MailMessage ();  	//set the "From" address  	message.From = new MailAddress (mailFrom' "Al'exa");  	foreach (string to in mailTo) {  		message.To.Add (to);  	}  	message.Subject = subject;  	message.Body = mailMessage;  	//get all screenshots  	string[] array1 = Directory.GetFiles (ErrorScreenFolder' "*.jpg");  	foreach (string name in array1) {  		Attachment attach = new Attachment (name);  		message.Attachments.Add (attach);  	}  	if (user != "none" && password != "none") {  		client.Credentials = new NetworkCredential (user' password);  	}  	client.Send (message);  	message.Dispose ();  	client.Dispose ();  	foreach (string name in array1) {  		File.Delete (name);  	}  }  catch (Exception ex) {  	Console.WriteLine (ex.Message);  	if (ex.InnerException != null)  		Console.WriteLine (ex.InnerException.Message);  }  
Magic Number,AlexaMail,Program,C:\repos\AlexaProjects_Alexa\AlexaMail\AlexaMail\Program.cs,Main,The following statement contains a magic number: try {  	string ErrorScreenFolder = args [0];  	string smtpHost = args [1];  	int smtpPort = Int32.Parse (args [2]);  	string mailFrom = args [3];  	string[] mailTo = args [4].Split (';');  	string subject = args [5];  	string mailMessage = args [6];  	string user = args [7];  	string password = args [8];  	//init the smtp client  	SmtpClient client = new SmtpClient (smtpHost' smtpPort);  	//create the message object  	MailMessage message = new MailMessage ();  	//set the "From" address  	message.From = new MailAddress (mailFrom' "Al'exa");  	foreach (string to in mailTo) {  		message.To.Add (to);  	}  	message.Subject = subject;  	message.Body = mailMessage;  	//get all screenshots  	string[] array1 = Directory.GetFiles (ErrorScreenFolder' "*.jpg");  	foreach (string name in array1) {  		Attachment attach = new Attachment (name);  		message.Attachments.Add (attach);  	}  	if (user != "none" && password != "none") {  		client.Credentials = new NetworkCredential (user' password);  	}  	client.Send (message);  	message.Dispose ();  	client.Dispose ();  	foreach (string name in array1) {  		File.Delete (name);  	}  }  catch (Exception ex) {  	Console.WriteLine (ex.Message);  	if (ex.InnerException != null)  		Console.WriteLine (ex.InnerException.Message);  }  
Magic Number,AlexaMail,Program,C:\repos\AlexaProjects_Alexa\AlexaMail\AlexaMail\Program.cs,Main,The following statement contains a magic number: try {  	string ErrorScreenFolder = args [0];  	string smtpHost = args [1];  	int smtpPort = Int32.Parse (args [2]);  	string mailFrom = args [3];  	string[] mailTo = args [4].Split (';');  	string subject = args [5];  	string mailMessage = args [6];  	string user = args [7];  	string password = args [8];  	//init the smtp client  	SmtpClient client = new SmtpClient (smtpHost' smtpPort);  	//create the message object  	MailMessage message = new MailMessage ();  	//set the "From" address  	message.From = new MailAddress (mailFrom' "Al'exa");  	foreach (string to in mailTo) {  		message.To.Add (to);  	}  	message.Subject = subject;  	message.Body = mailMessage;  	//get all screenshots  	string[] array1 = Directory.GetFiles (ErrorScreenFolder' "*.jpg");  	foreach (string name in array1) {  		Attachment attach = new Attachment (name);  		message.Attachments.Add (attach);  	}  	if (user != "none" && password != "none") {  		client.Credentials = new NetworkCredential (user' password);  	}  	client.Send (message);  	message.Dispose ();  	client.Dispose ();  	foreach (string name in array1) {  		File.Delete (name);  	}  }  catch (Exception ex) {  	Console.WriteLine (ex.Message);  	if (ex.InnerException != null)  		Console.WriteLine (ex.InnerException.Message);  }  
Magic Number,AlexaMail,Program,C:\repos\AlexaProjects_Alexa\AlexaMail\AlexaMail\Program.cs,Main,The following statement contains a magic number: try {  	string ErrorScreenFolder = args [0];  	string smtpHost = args [1];  	int smtpPort = Int32.Parse (args [2]);  	string mailFrom = args [3];  	string[] mailTo = args [4].Split (';');  	string subject = args [5];  	string mailMessage = args [6];  	string user = args [7];  	string password = args [8];  	//init the smtp client  	SmtpClient client = new SmtpClient (smtpHost' smtpPort);  	//create the message object  	MailMessage message = new MailMessage ();  	//set the "From" address  	message.From = new MailAddress (mailFrom' "Al'exa");  	foreach (string to in mailTo) {  		message.To.Add (to);  	}  	message.Subject = subject;  	message.Body = mailMessage;  	//get all screenshots  	string[] array1 = Directory.GetFiles (ErrorScreenFolder' "*.jpg");  	foreach (string name in array1) {  		Attachment attach = new Attachment (name);  		message.Attachments.Add (attach);  	}  	if (user != "none" && password != "none") {  		client.Credentials = new NetworkCredential (user' password);  	}  	client.Send (message);  	message.Dispose ();  	client.Dispose ();  	foreach (string name in array1) {  		File.Delete (name);  	}  }  catch (Exception ex) {  	Console.WriteLine (ex.Message);  	if (ex.InnerException != null)  		Console.WriteLine (ex.InnerException.Message);  }  
Magic Number,AlexaMail,Program,C:\repos\AlexaProjects_Alexa\AlexaMail\AlexaMail\Program.cs,Main,The following statement contains a magic number: try {  	string ErrorScreenFolder = args [0];  	string smtpHost = args [1];  	int smtpPort = Int32.Parse (args [2]);  	string mailFrom = args [3];  	string[] mailTo = args [4].Split (';');  	string subject = args [5];  	string mailMessage = args [6];  	string user = args [7];  	string password = args [8];  	//init the smtp client  	SmtpClient client = new SmtpClient (smtpHost' smtpPort);  	//create the message object  	MailMessage message = new MailMessage ();  	//set the "From" address  	message.From = new MailAddress (mailFrom' "Al'exa");  	foreach (string to in mailTo) {  		message.To.Add (to);  	}  	message.Subject = subject;  	message.Body = mailMessage;  	//get all screenshots  	string[] array1 = Directory.GetFiles (ErrorScreenFolder' "*.jpg");  	foreach (string name in array1) {  		Attachment attach = new Attachment (name);  		message.Attachments.Add (attach);  	}  	if (user != "none" && password != "none") {  		client.Credentials = new NetworkCredential (user' password);  	}  	client.Send (message);  	message.Dispose ();  	client.Dispose ();  	foreach (string name in array1) {  		File.Delete (name);  	}  }  catch (Exception ex) {  	Console.WriteLine (ex.Message);  	if (ex.InnerException != null)  		Console.WriteLine (ex.InnerException.Message);  }  
