Architecture smell,Project,Namespace,Cause
Unstable Dependency,System.Reactive.Linq,System.Reactive.Subjects,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.Reactive.Concurrency
Feature Concentration,System.Reactive.Linq,System.Reactive.Linq,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ColdObservableEach]' [WrappedSubject]' [SchedulerBoundObservable]' [SchedulerBoundSubject]' [EventObservable]' [EventObservable2]' [EventPatternObservableGeneric]' [EventPatternObservableNonGeneric]' [EventPatternObservable]' [GroupedSubject' Observable' TimeOrCountObservable]' [HotObservable]' [NeverObservable]' [SimpleDisposableObservable]' [LocalQueryMethodImplementationTypeAttribute]. LCC (Lack of Component Cohesion) = 0.88
