Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Quartz.FeaturePack.Services,FeedService,D:\research\architectureSmells\repos\jvilalta_QuartzNetFeaturePack\Quartz.FeaturePack.Services\FeedService.cs,GetRunningJobs,The length of the statement  "                item.Title = new TextSyndicationContent(string.Format("{0} - {1}"' job.JobDetail.Key.Group' job.JobDetail.Key.Name)' TextSyndicationContentKind.Plaintext); " is 155.
Long Statement,Quartz.FeaturePack.Services,FeedService,D:\research\architectureSmells\repos\jvilalta_QuartzNetFeaturePack\Quartz.FeaturePack.Services\FeedService.cs,GetRunningJobs,The length of the statement  "                item.Summary = new TextSyndicationContent(string.Format("Job {0} for group {1} has been running for {2} minutes."' job.JobDetail.Key.Name' job.JobDetail.Key.Group' job.JobRunTime.TotalMinutes)' TextSyndicationContentKind.Plaintext); " is 232.
Long Statement,Quartz.FeaturePack.Services,FeedService,D:\research\architectureSmells\repos\jvilalta_QuartzNetFeaturePack\Quartz.FeaturePack.Services\FeedService.cs,GetJobs,The length of the statement  "                    item.Title = new TextSyndicationContent(string.Format("{0} - {1}"' job.Key.Group' job.Key.Name)' TextSyndicationContentKind.Plaintext); " is 135.
Long Statement,Quartz.FeaturePack.Services,FeedService,D:\research\architectureSmells\repos\jvilalta_QuartzNetFeaturePack\Quartz.FeaturePack.Services\FeedService.cs,GetJobs,The length of the statement  "                    item.Summary = new TextSyndicationContent(string.Format("Job {0} for group {1}."' job.Key.Name' job.Key.Group)' TextSyndicationContentKind.Plaintext); " is 150.
Long Statement,Quartz.FeaturePack.Services,FeedService,D:\research\architectureSmells\repos\jvilalta_QuartzNetFeaturePack\Quartz.FeaturePack.Services\FeedService.cs,GetJobHistory,The length of the statement  "                item.Title = new TextSyndicationContent(string.Format("{0} - {1}"' jobData.JobGroup' jobData.JobName)' TextSyndicationContentKind.Plaintext); " is 141.
Long Statement,Quartz.FeaturePack.Services,FeedService,D:\research\architectureSmells\repos\jvilalta_QuartzNetFeaturePack\Quartz.FeaturePack.Services\FeedService.cs,GetJobHistory,The length of the statement  "                item.Summary = new TextSyndicationContent(string.Format("Job {0} for group {1} finished at {2}."' jobData.JobName' jobData.JobGroup' jobData.JobEndTime.ToString())' TextSyndicationContentKind.Plaintext); " is 203.
Long Statement,Quartz.FeaturePack.Services,FeedService,D:\research\architectureSmells\repos\jvilalta_QuartzNetFeaturePack\Quartz.FeaturePack.Services\FeedService.cs,GetJobHistory,The length of the statement  "                item.Content = new TextSyndicationContent(string.Format("The job ran for {0} seconds."' (jobData.JobEndTime - jobData.JobStartTime).TotalSeconds)' TextSyndicationContentKind.Plaintext); " is 185.
