Method,LOC,CC,PC
Command:Command,6,1,3
Command:IsEnlisted,4,1,1
Command:Commit,5,3,0
Command:Undo,5,3,0
Command:Redo,4,3,0
Command:NotifyOnChanges,5,4,1
Command:Dispose,12,4,0
Command:Merge,10,3,1
CommandDoneEventArgs:CommandDoneEventArgs,3,1,1
MemberChangedEventArgs:MemberChangedEventArgs,6,1,4
IUndoRedoMember:OnCommit,1,1,1
IUndoRedoMember:OnUndo,1,1,1
IUndoRedoMember:OnRedo,1,1,1
IChangedNotification:OnChanged,1,1,2
Log:Log,4,1,1
Log:Add,5,1,1
Log:ToString,15,4,0
UndoRedoArea:UndoRedoArea,4,1,1
UndoRedoArea:PushCommand,4,1,1
UndoRedoArea:PopCommand,8,2,0
UndoRedoArea:ClearCommands,6,2,0
UndoRedoArea:IsAnyParentCommand,3,1,0
UndoRedoArea:Undo,10,2,0
UndoRedoArea:Redo,10,2,0
UndoRedoArea:Start,5,1,1
UndoRedoArea:Start,15,2,2
UndoRedoArea:StartInvisible,4,1,1
UndoRedoArea:Start,6,1,2
UndoRedoArea:Commit,30,5,0
UndoRedoArea:Cancel,6,1,0
UndoRedoArea:ClearHistory,6,1,0
UndoRedoArea:AssertNoCommand,8,3,0
UndoRedoArea:AssertCommand,4,2,0
UndoRedoArea:AssertCurrentCommand,4,2,0
UndoRedoArea:TruncateHistory,8,3,0
UndoRedoArea:OnCommandDone,5,2,2
UndoRedoArea:GetLog,3,1,0
UndoRedoArea:WriteLog,4,1,1
UndoRedoArea:ClearLog,3,1,0
UndoRedoMemberExtender:SetOwner,3,1,2
UndoRedoMemberExtender:GetOwner,3,1,1
UndoRedoMemberExtender:SetName,3,1,2
UndoRedoMemberExtender:GetName,3,1,1
UndoRedoMemberExtender:SubscribeChanges,11,2,2
UndoRedoMemberExtender:UnsubscribeChanges,6,2,2
UndoRedoMemberExtender:OnChanged,5,2,4
UndoRedoManager:UndoRedoManager,3,1,0
UndoRedoManager:InitDefaultArea,7,1,2
UndoRedoManager:Reset,4,1,0
UndoRedoManager:Undo,3,1,0
UndoRedoManager:Redo,3,1,0
UndoRedoManager:Start,3,1,1
UndoRedoManager:Start,3,1,2
UndoRedoManager:StartInvisible,3,1,1
UndoRedoManager:Commit,3,1,0
UndoRedoManager:Cancel,3,1,0
