Implementation smell,Namespace,Class,File,Method,Description
Magic Number,ArrayMergeSort,ArrayMergeSort,C:\repos\pdrosos_TelerikAcademy\C# Fundamentals - Part II\01. Arrays\Homework\Arrays\MergeSort\ArrayMergeSort.cs,MergeSortInternal,The following statement contains a magic number: if (left < right) {  	int middle = (left + right) / 2;  	MergeSortInternal (array' left' middle);  	MergeSortInternal (array' middle + 1' right);  	// Merge  	int[] leftArray = new int[middle - left + 1];  	int[] rightArray = new int[right - middle];  	Array.Copy (array' left' leftArray' 0' middle - left + 1);  	Array.Copy (array' middle + 1' rightArray' 0' right - middle);  	int i = 0;  	int j = 0;  	for (int k = left; k < right + 1; k++) {  		if (i == leftArray.Length) {  			array [k] = rightArray [j];  			j++;  		}  		else if (j == rightArray.Length) {  			array [k] = leftArray [i];  			i++;  		}  		else if (leftArray [i] <= rightArray [j]) {  			array [k] = leftArray [i];  			i++;  		}  		else {  			array [k] = rightArray [j];  			j++;  		}  	}  }  
