Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ReplaceForbiddenWords,ReplaceForbiddenWords,C:\repos\pdrosos_TelerikAcademy\C# Fundamentals - Part II\08. Strings and Text Processing\Homework\StringsAndTextProcessing\ReplaceForbiddenWords\ReplaceForbiddenWords.cs,Main,The length of the statement  "	string text = "Microsoft announced its next generation PHP compiler today. It is based on .NET Framework 4.0 and is implemented as a dynamic language in CLR."; " is 159.
Long Statement,ReplaceForbiddenWords,ReplaceForbiddenWords,C:\repos\pdrosos_TelerikAcademy\C# Fundamentals - Part II\08. Strings and Text Processing\Homework\StringsAndTextProcessing\ReplaceForbiddenWords\ReplaceForbiddenWords.cs,Main,The length of the statement  "	string processedText = Regex.Replace (text' @"\b" + forbiddenWords.Replace ("' "' "|") + @"\b"' match => new String ('*'' match.Length)); " is 137.
