Design smell,Namespace,Class,File,Cause
Unutilized Abstraction,CellVisit,Maze,C:\repos\pdrosos_TelerikAcademy\High-Quality Code\6. Using Control Structures, Conditional Statements and Loops\Homework\CellVisit\Maze.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
