Implementation smell,Namespace,Class,File,Method,Description
Complex Conditional,CountLettersInString,CountLettersInString,C:\repos\pdrosos_TelerikAcademy\C# Fundamentals - Part II\08. Strings and Text Processing\Homework\StringsAndTextProcessing\CountLettersInString\CountLettersInString.cs,Main,The conditional expression  "(symbol >= 'a' && symbol <= 'z') || (symbol >= 'A' && symbol <= 'Z')"  is complex.
