Implementation smell,Namespace,Class,File,Method,Description
Magic Number,PrimeNumbersSieveOfEratosthenes,PrimeNumbersSieveOfEratosthenes,C:\repos\pdrosos_TelerikAcademy\C# Fundamentals - Part II\01. Arrays\Homework\Arrays\PrimeNumbersSieveOfEratosthenes\PrimeNumbersSieveOfEratosthenes.cs,GetPrimeNumbersSieveOfEratosthenes,The following statement contains a magic number: for (int i = 2; i < maxNumber; i++) {  	if (primeNumbers [i]) {  		primeNumbersList.Add (i);  	}  }  
