Implementation smell,Namespace,Class,File,Method,Description
Complex Conditional,BugNET.Providers.HtmlEditorProviders,HtmlEditorManager,D:\research\architectureSmells\repos\dubeaud_bugnet\src\Library\Providers\HtmlEditorProviders\HtmlEditorProvider\HtmlEditorManager.cs,Initialize,The conditional expression  "qc != null && (qc.DefaultProvider == null || qc.Providers == null || qc.Providers.Count < 1)"  is complex.
