Project,Namespace,Ca types,Ce types
BugNET.BLL,BugNET.BLL,BugNET.Administration.Host.LogViewer' BugNET.Administration.Projects.UserControls.ProjectCategories' BugNET.Administration.Projects.UserControls.Mailboxes' BugNET.UserControls.CategoryTreeView' BugNET.Webservices.BugNetServices' IssueGenerator.Helpers.RandomProjectData' BugNET.Tests.Helpers.RandomProjectData' BugNET.Administration.Projects.UserControls.ProjectDefaultValues' BugNET.Feed' BugNET.Issues.CreateIssue' BugNET.Issues.IssueDetail' BugNET.UserControls.DisplayIssues' BugNET.UserControls.PickQueryField' BugNET.Administration.Host.UserControls.UserCustomFieldsSettings' BugNET.UserControls.DisplayUserCustomFields' BugNET.Administration.Users.AddUser' BugNET.Administration.Users.UserControls.Membership' BugNET.Administration.Projects.UserControls.ProjectCustomFields' BugNET.UserControls.DisplayCustomFields' BugNET.BLL.Notifications.NotificationManager' BugNET.BLL.Notifications.SmtpMailDeliveryService' BugNET.MailboxReader.MailboxReader' BugNET.Account.ForgotPassword' BugNET.Account.Login' BugNET.Account.Register' BugNET.Account.RegisterExternalLogin' BugNET.Administration.Host.UserControls.AttachmentSettings' BugNET.Administration.Host.UserControls.AuthenticationSettings' BugNET.Administration.Host.UserControls.BasicSettings' BugNET.Administration.Host.UserControls.LanguageSettings' BugNET.Administration.Host.UserControls.LoggingSettings' BugNET.Administration.Host.UserControls.MailSettings' BugNET.Administration.Host.UserControls.NotificationSettings' BugNET.Administration.Host.UserControls.POP3Settings' BugNET.Administration.Host.UserControls.SubversionSettings' BugNET.Administration.Projects.UserControls.ProjectSubversion' BugNET.AuthConfig' BugNET._Default' BugNET.Initialization' BugNET.SiteMaster' BugNET.Issues.UserControls.Attachments' BugNET.Issues.UserControls.IssueTabs' BugNET.Issues.UserControls.Comments' BugNET.UserInterfaceLayer.DownloadAttachment' BugNET.UserInterfaceLayer.GridViewExportUtil' BugNET.UserInterfaceLayer.BasePage' BugNET.Projects.ReleaseNotes' BugNET.HttpModules.AuthenticationModule' BugNET.HttpModules.LocalizationModule' BugNET.HttpModules.MailboxReaderModule' BugNET.MailboxReader.Tests.Helpers' BugNET.Issues.SearchResults' BugNET.Issues.UserControls.History' BugNET.Issues.UserControls.ParentIssues' BugNET.Issues.UserControls.RelatedIssues' BugNET.Issues.UserControls.SubIssues' BugNET.Issues.UserControls.TimeTracking' BugNET.Issues.IssueList' BugNET.Issues.MyIssues' BugNET.Projects.ChangeLog' BugNET.Projects.ProjectCalendar' BugNET.Projects.ProjectSummary' BugNET.Projects.Roadmap' BugNET.Queries.QueryDetail' BugNET.Queries.QueryList' IssueGenerator.GenerateIssues' BugNET.Tests.ComplexIssueTest' BugNET.Tests.IssueTests' BugNET.Tests.Helpers.RandomIssueCreator' BugNET.Issues.UserControls.Notifications' BugNET.Issues.UserControls.Revisions' BugNET.Administration.Projects.UserControls.ProjectIssueTypes' BugNET.Administration.Projects.CloneProject' BugNET.Administration.Projects.EditProject' BugNET.Administration.Projects.UserControls.ProjectDescription' BugNET.Administration.Projects.UserControls.ProjectPriorities' BugNET.Administration.Projects.UserControls.ProjectResolutions' BugNET.Administration.Projects.UserControls.ProjectRoles' BugNET.Administration.Projects.UserControls.ProjectMilestones' BugNET.Administration.Projects.UserControls.ProjectStatus' BugNET.Administration.Users.UserControls.DeleteUser' BugNET.Administration.Users.UserControls.Password' BugNET.Administration.Users.UserControls.Profile' BugNET.Account.UserProfile' BugNET.Administration.Projects.AddProject' BugNET.Administration.Projects.ProjectList' BugNET.Administration.Projects.UserControls.ProjectMembers' BugNET.Administration.Users.UserControls.Roles' BugNET.UserInterfaceLayer.WebControls.SuckerFishMenuHelper' BugNET.SvnBrowse.SubversionBrowser' BugNET.Tests.ProjectTests' BugNET.Administration.Projects.UserControls.ProjectNotifications' BugNET.Install.Install' BugNET.Account.PasswordReset' BugNET.Administration.Host.Settings' BugNET.Administration.Users.BaseUserControlUserAdmin' BugNET.Administration.Users.EditUser' BugNET.Administration.Users.UserList,BugNET.Entities.ApplicationLog' BugNET.Entities.Project' BugNET.DAL.DataProvider' BugNET.DAL.DataProviderManager' BugNET.Entities.Category' BugNET.Common.Globals' BugNET.Entities.UserCustomFieldSelection' BugNET.Entities.UserCustomField' BugNET.Entities.CustomField' BugNET.Entities.IssueHistory' BugNET.Entities.CustomFieldSelection' BugNET.Common.HostSettingNames' BugNET.Entities.HostSetting' BugNET.Entities.IssueAttachment' BugNET.Entities.Issue' BugNET.Common.IssueAttachmentStorageTypes' BugNET.Common.ResourceStrings' BugNET.Common.GlobalResources' BugNET.Entities.IssueComment' BugNET.Common.Utilities' BugNET.Entities.IssueNotification' BugNET.Entities.IssueCount' BugNET.Entities.DefaultValue' BugNET.Common.IssueVisibility' BugNET.BLL.Notifications.IMailDeliveryService' BugNET.Common.EmailFormatType' BugNET.BLL.Notifications.CultureNotificationContent' BugNET.BLL.Notifications.CultureContent' BugNET.Entities.IssueRevision' BugNET.Entities.IssueType' BugNET.Entities.IssueVote' BugNET.Entities.IssueWorkReport' BugNET.Entities.Milestone' BugNET.Entities.Priority' BugNET.Entities.ProjectMailbox' BugNET.Entities.ProjectImage' BugNET.Entities.ProjectNotification' BugNET.Entities.Query' BugNET.Entities.Resolution' BugNET.Entities.Role' BugNET.Entities.RolePermission' BugNET.Entities.Status' BugNET.Common.UpgradeStatus' BugNET.Providers.MembershipProviders.CustomMembershipUser' BugNET.Entities.NotificationUser
BugNET.BLL,BugNET.BLL.Notifications,BugNET.BLL.IssueNotificationManager' BugNET.BLL.UserManager' BugNET.MailboxReader.MailboxReader,BugNET.Common.EmailFormatType' BugNET.BLL.HostSettingManager' BugNET.Common.XmlXslTransform' BugNET.Common.HostSettingNames
