Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
LoadingFailedException,0,6,0,0,6,67,6,0,0,0,0,6
ObjectBase,1,5,1,0,2,80,6,14,0,1,0,0
ContextSettings,5,4,0,5,4,68,4,0,0,1,0,0
EventType,0,0,0,0,0,44,0,0,0,0,0,1
KeyEvent,5,0,0,5,0,19,0,0,0,0,0,0
TextEvent,1,0,0,1,0,11,0,0,0,0,0,0
MouseMoveEvent,2,0,0,2,0,13,0,0,0,0,0,0
MouseButtonEvent,3,0,0,3,0,15,0,0,0,0,0,0
MouseWheelEvent,3,0,0,3,0,15,0,0,0,0,0,0
JoystickMoveEvent,3,0,0,3,0,15,0,0,0,0,0,0
JoystickButtonEvent,2,0,0,2,0,13,0,0,0,0,0,0
JoystickConnectEvent,1,0,0,1,0,11,0,0,0,0,0,0
SizeEvent,2,0,0,2,0,13,0,0,0,0,0,0
Event,10,0,0,10,0,39,0,0,0,0,0,0
KeyEventArgs,5,2,0,5,2,42,2,0,0,1,0,0
TextEventArgs,1,2,0,1,2,30,2,0,0,1,0,0
MouseMoveEventArgs,2,2,0,2,2,33,2,0,0,1,0,0
MouseButtonEventArgs,3,2,0,3,2,36,2,0,0,1,0,0
MouseWheelEventArgs,3,2,0,3,2,36,2,0,0,1,0,0
JoystickMoveEventArgs,3,2,0,3,2,36,2,0,0,1,0,0
JoystickButtonEventArgs,2,2,0,2,2,33,2,0,0,1,0,0
JoystickConnectEventArgs,1,2,0,1,2,30,2,0,0,1,0,0
SizeEventArgs,2,2,0,2,2,33,2,0,0,1,0,0
Joystick,3,12,0,3,6,127,12,0,0,0,0,0
Keyboard,0,2,0,0,1,237,2,0,0,0,0,1
Mouse,0,8,0,0,5,103,9,0,0,0,0,2
InputStream,4,0,0,4,0,22,0,0,0,0,0,0
StreamAdaptor,3,7,1,0,2,117,7,0,0,1,0,0
Vector2f,2,2,0,2,2,101,2,0,0,1,0,0
Vector2i,2,2,0,2,2,101,2,0,0,1,0,0
Vector2u,2,2,0,2,2,91,2,0,0,1,0,0
VideoMode,3,7,2,3,4,96,7,0,0,1,0,1
Styles,0,0,0,0,0,21,0,0,0,0,0,1
Window,0,56,4,0,23,540,130,0,1,0,1,1
