Implementation smell,Namespace,Class,File,Method,Description
Magic Number,JetBrains.ReSharper.Koans.Editing,ParameterInfo,C:\repos\JetBrains_resharper-workshop\02-Editing\03-ParameterInfo.cs,Foo,The following statement contains a magic number: Add(1' 2' 3' 4);
Magic Number,JetBrains.ReSharper.Koans.Editing,ParameterInfo,C:\repos\JetBrains_resharper-workshop\02-Editing\03-ParameterInfo.cs,Foo,The following statement contains a magic number: Add(1' 2' 3' 4);
Magic Number,JetBrains.ReSharper.Koans.Editing,ParameterInfo,C:\repos\JetBrains_resharper-workshop\02-Editing\03-ParameterInfo.cs,Foo,The following statement contains a magic number: Add(1' 2' 3' 4);
Magic Number,JetBrains.ReSharper.Koans.Editing,ParameterInfo,C:\repos\JetBrains_resharper-workshop\02-Editing\03-ParameterInfo.cs,Foo,The following statement contains a magic number: Assert.AreEqual(12' 12);
Magic Number,JetBrains.ReSharper.Koans.Editing,ParameterInfo,C:\repos\JetBrains_resharper-workshop\02-Editing\03-ParameterInfo.cs,Foo,The following statement contains a magic number: Assert.AreEqual(12' 12);
Magic Number,JetBrains.ReSharper.Koans.Editing,ParameterInfo,C:\repos\JetBrains_resharper-workshop\02-Editing\03-ParameterInfo.cs,Foo,The following statement contains a magic number: Assert.AreEqual(12' 12);
Magic Number,JetBrains.ReSharper.Koans.Editing,ParameterInfo,C:\repos\JetBrains_resharper-workshop\02-Editing\03-ParameterInfo.cs,Foo,The following statement contains a magic number: Assert.AreEqual(12' 12);
Magic Number,JetBrains.ReSharper.Koans.Editing,SelectingCode,C:\repos\JetBrains_resharper-workshop\02-Editing\04-Selecting_code.cs,ExtendAndShrinkSelection,The following statement contains a magic number: var importantValue = 32;
Magic Number,JetBrains.ReSharper.Koans.Editing,SelectingCode,C:\repos\JetBrains_resharper-workshop\02-Editing\04-Selecting_code.cs,ExtendAndShrinkSelection,The following statement contains a magic number: if (importantValue > 42)              {                  try                  {                      // 3. Place the caret on WriteLine and repeatedly Extend and Shrink selection                      Console.WriteLine("Hello");                  }                  catch (Exception e)                  {                      Console.WriteLine(e);                  }              }
Magic Number,JetBrains.ReSharper.Koans.Editing,SelectingCode,C:\repos\JetBrains_resharper-workshop\02-Editing\04-Selecting_code.cs,ExtendAndShrinkSelectionWithCamelHumps,The following statement contains a magic number: var importantValue = 32;
Magic Number,JetBrains.ReSharper.Koans.Editing,SelectingCode,C:\repos\JetBrains_resharper-workshop\02-Editing\04-Selecting_code.cs,ExtendAndShrinkSelectionWithCamelHumps,The following statement contains a magic number: if (importantValue > 42)              {                  try                  {                      Console.WriteLine("Hello");                  }                  catch (Exception e)                  {                      Console.WriteLine(e);                  }              }
Magic Number,JetBrains.ReSharper.Koans.Editing,SelectingCode,C:\repos\JetBrains_resharper-workshop\02-Editing\04-Selecting_code.cs,SelectBlock,The following statement contains a magic number: var importantValue = 32;
Magic Number,JetBrains.ReSharper.Koans.Editing,SelectingCode,C:\repos\JetBrains_resharper-workshop\02-Editing\04-Selecting_code.cs,SelectBlock,The following statement contains a magic number: if (importantValue > 42)              {                  try                  {                      Console.WriteLine("Hello");                  }                  catch (Exception e)                  {                      Console.WriteLine(e);                  }              }
Magic Number,JetBrains.ReSharper.Koans.Editing,UndefinedSymbols,C:\repos\JetBrains_resharper-workshop\02-Editing\08-Undefined_code.cs,ChangeAllLocal,The following statement contains a magic number: const int result = 23;
Magic Number,JetBrains.ReSharper.Koans.Editing,UndefinedSymbols,C:\repos\JetBrains_resharper-workshop\02-Editing\08-Undefined_code.cs,ChangeAll,The following statement contains a magic number: const int localValue = 100;
Magic Number,JetBrains.ReSharper.Koans.Editing,RearrangingCode,C:\repos\JetBrains_resharper-workshop\02-Editing\05-Rearranging_code.cs,RearrangeExpressionOrder,The following statement contains a magic number: var value = 42;
Magic Number,JetBrains.ReSharper.Koans.Editing,RearrangingCode,C:\repos\JetBrains_resharper-workshop\02-Editing\05-Rearranging_code.cs,RearrangeExpressionOrder,The following statement contains a magic number: var newValue = 34;
Missing Default,JetBrains.ReSharper.Koans.Editing,GenerateSwitchLabels,C:\repos\JetBrains_resharper-workshop\02-Editing\07-Generating_code.cs,Method,The following switch statement is missing a default case: switch (day)              {                }
