Implementation smell,Namespace,Class,File,Method,Description
Long Identifier,WampSharp.Owin,OwinWebSocketWrapper,C:\repos\Code-Sharp_WampSharp\src\net45\Extensions\WampSharp.Owin\Owin\OwinWebSocketWrapper.cs,,The length of the parameter WebSocketClientCloseDescription is 31.
Missing Default,WampSharp.Owin,OwinWebSocketWrapper,C:\repos\Code-Sharp_WampSharp\src\net45\Extensions\WampSharp.Owin\Owin\OwinWebSocketWrapper.cs,GetMessageType,The following switch statement is missing a default case: switch (messageType)              {                  case WebSocketMessageTypes.Binary:                      return WebSocketMessageType.Binary;                  case WebSocketMessageTypes.Text:                      return WebSocketMessageType.Text;                  case WebSocketMessageTypes.Close:                      return WebSocketMessageType.Close;              }
Missing Default,WampSharp.Owin,OwinWebSocketWrapper,C:\repos\Code-Sharp_WampSharp\src\net45\Extensions\WampSharp.Owin\Owin\OwinWebSocketWrapper.cs,ConvertMessageTypeToInt,The following switch statement is missing a default case: switch (messageType)              {                  case WebSocketMessageType.Binary:                      return WebSocketMessageTypes.Binary;                  case WebSocketMessageType.Text:                      return WebSocketMessageTypes.Text;                  case WebSocketMessageType.Close:                      return WebSocketMessageTypes.Close;              }
