Namespace,Type,Method,LOC,CC,PC
WampSharp.V2.Fluent,MessageWebSocketActivator,MessageWebSocketActivator,3,1,1
WampSharp.V2.Fluent,MessageWebSocketActivator,Activate,7,1,1
WampSharp.V2.Fluent,MessageWebSocketActivator,GetConnectionFactory,13,3,1
WampSharp.V2.Fluent,MessageWebSocketActivator,CreateTextConnection,3,1,1
WampSharp.V2.Fluent,MessageWebSocketActivator,CreateBinaryConnection,3,1,1
WampSharp.V2.Fluent,MessageWebSocketChannelFactoryExtensions,WebSocketTransport,5,1,2
WampSharp.Windows,MessageWebSocketConnection<TMessage>,MessageWebSocketConnection,5,1,3
WampSharp.Windows,MessageWebSocketConnection<TMessage>,CreateWebSocket,8,1,0
WampSharp.Windows,MessageWebSocketConnection<TMessage>,OnMessageReceived,0,1,2
WampSharp.Windows,MessageWebSocketConnection<TMessage>,OnClosed,5,1,2
WampSharp.Windows,MessageWebSocketConnection<TMessage>,SendAsync,0,1,1
WampSharp.Windows,MessageWebSocketConnection<TMessage>,Connect,14,1,0
WampSharp.Windows,MessageWebSocketConnection<TMessage>,Dispose,3,1,0
WampSharp.Windows,MessageWebSocketTextConnection<TMessage>,MessageWebSocketTextConnection,3,1,2
WampSharp.Windows,MessageWebSocketTextConnection<TMessage>,OnMessageReceived,18,1,2
WampSharp.Windows,MessageWebSocketTextConnection<TMessage>,SendAsync,20,1,1
WampSharp.Windows,MessageWebSocketBinaryConnection<TMessage>,MessageWebSocketBinaryConnection,3,1,2
WampSharp.Windows,MessageWebSocketBinaryConnection<TMessage>,OnMessageReceived,19,1,2
WampSharp.Windows,MessageWebSocketBinaryConnection<TMessage>,SendAsync,18,1,1
