Architecture smell,Project,Namespace,Cause
Cyclic Dependency,BorderlessGaming_Steam,BorderlessGaming,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: BorderlessGaming' BorderlessGaming.Forms
Cyclic Dependency,BorderlessGaming_Steam,BorderlessGaming,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: BorderlessGaming' BorderlessGaming.Forms' BorderlessGaming.WindowsAPI
Cyclic Dependency,BorderlessGaming_Steam,BorderlessGaming.WindowsAPI,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: BorderlessGaming.WindowsAPI' BorderlessGaming.Forms
Unstable Dependency,BorderlessGaming_Steam,BorderlessGaming.Common,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): BorderlessGaming.WindowsAPI
Unstable Dependency,BorderlessGaming_Steam,BorderlessGaming.Forms,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): BorderlessGaming
Unstable Dependency,BorderlessGaming_Steam,BorderlessGaming.Steam,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): BorderlessGaming
Unstable Dependency,BorderlessGaming_Steam,BorderlessGaming.Utilities,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): BorderlessGaming.Forms
Unstable Dependency,BorderlessGaming_Steam,BorderlessGaming.WindowsAPI,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): BorderlessGaming' BorderlessGaming.Forms
Ambiguous Interface,BorderlessGaming_Steam,BorderlessGaming.WindowsAPI,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: Windows
Feature Concentration,BorderlessGaming_Steam,BorderlessGaming.Utilities,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AppEnvironment]' [ExceptionHandler]' [AutoStart]' [Tools]' [UAC' TOKEN_INFORMATION_CLASS' TOKEN_ELEVATION' SafeTokenHandle' NativeMethods]' [SECURITY_IMPERSONATION_LEVEL]' [SID_AND_ATTRIBUTES]. LCC (Lack of Component Cohesion) = 0.64
Scattered Functionality,BorderlessGaming_Steam,BorderlessGaming,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: BorderlessGaming.WindowsAPI' BorderlessGaming.Common
Scattered Functionality,BorderlessGaming_Steam,BorderlessGaming.Forms,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: BorderlessGaming.Common' BorderlessGaming
