Project,Cyclic Dependency,Unstable Dependency,Ambiguous Interface,God Component,Feature Concentration,Scattered Functionality,Dense Structure,Imperative Abstraction,Unnecessary Abstraction,Multifaceted Abstraction,Unutilized Abstraction,Duplicate Abstraction,Deficient Encapsulation,Unexloited Encapsulation,Broken Modularization,Insufficient Modularization,Hub-like Modularization,Cyclically-dependent Modularization,Wide Hierarchy,Deep Hierarchy,Multipath Hierarchy,Cyclic Hierarchy,Rebellious Hierarchy,Unfactored Hierarchy,Missing Hierarchy,Broken Hierarchy,Long Method,Complex Method,Long Parameter List,Long Identifier,Long Statement,Complex Conditional,Virtual Method Call from Constructor,Empty Catch Block,Magic Number,Duplicate Code,Missing Default,LOC
Azure_azure-sdk-for-media-services,0,3,0,2,5,0,0,5,44,2,30,27,3,0,12,9,0,25,2,0,0,0,2,17,2,12,1,28,41,11,426,3,24,9,81,0,3,27487
Azure_azure-sdk-for-media-services-extensions,0,0,0,0,2,0,0,0,0,0,11,2,0,0,3,1,0,7,0,0,0,0,0,0,0,0,0,0,22,11,67,0,0,1,0,0,0,2601
Azure_azure-sdk-for-net,0,0,0,0,1,0,0,3,0,0,8,107,0,0,0,12,0,0,1,0,0,0,0,2,0,0,47,51,105,1,215,0,0,46,98,0,1,12293
Azure_azure-storage-net,52,41,0,9,50,44,0,18,71,0,233,387,11,0,72,146,0,30,3,0,0,5,37,191,1,9,20,312,1684,35,5015,57,0,26,378,0,26,206621
Azure_azure-webjobs-sdk-samples,0,0,0,0,1,0,0,0,11,0,11,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,7,0,0,0,19,0,0,1233
Azure_AzureQuickStartsProjects,0,0,0,0,0,0,0,7,20,0,7,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,2,2,13,125,2,0,0,48,0,0,4528
Azure_rtable,0,1,0,1,3,0,0,1,3,0,17,14,7,1,4,12,0,11,0,0,0,1,1,1,0,0,3,40,37,13,232,13,0,11,36,0,4,12808
azure-contrib_AzureDirectory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,5,1,0,4,0,1,2,26,0,2,867
azure-contrib_WindowsAzureDiskResizer,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,1,0,13,0,0,0,227,0,0,1502
Azure-Readiness_DevCamp,0,0,0,0,4,0,0,0,4,0,15,4,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,34,0,0,0,10,0,0,1636
AzureAD_azure-activedirectory-library-for-dotnet,0,1,0,0,4,0,0,3,7,0,30,26,3,0,0,0,0,1,0,0,0,0,2,0,0,0,2,3,2,5,54,1,0,1,125,0,2,5404
AzureADSamples_ConsoleApp-GraphAPI-DotNet,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,19,0,0,0,13,0,0,1206
AzureADSamples_NativeClient-Headless-DotNet,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,280
azurecoder_fluent-management,5,15,0,1,14,2,1,6,29,0,26,3,13,0,20,1,0,16,4,0,4,10,15,17,0,6,0,24,17,7,257,1,2,1,108,0,6,21232
BahamutoD_BDArmory,0,0,0,1,0,0,0,1,2,0,18,6,80,0,2,24,0,125,0,0,0,0,1,1,0,0,16,118,21,0,502,71,0,8,2981,1,7,20628
Banandana_LineSharp,1,1,0,3,4,0,0,0,8,0,159,686,102,0,1,9,0,1,0,0,0,0,1,0,0,0,26,140,0,0,4,1,0,0,2109,0,0,150260
banderous_Uniject,0,0,0,0,4,0,0,0,12,0,58,0,0,0,4,0,0,10,0,0,0,0,2,0,0,0,0,0,6,0,4,0,0,0,0,0,0,3476
bardock_DotNet.Utils,1,1,0,1,5,0,0,0,4,1,78,0,2,0,1,7,0,0,0,0,0,0,1,0,0,1,1,3,14,1,64,0,0,0,19,0,0,6547
Barnacules_Codegasm,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,9,0,0,0,128,0,2,773
barometz_flintlock,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,30,0,0,1,272,0,2,1396
bbaia_connect-owin,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,3,0,1,748
bbarnhill_barcodelib,0,1,1,0,2,0,0,0,2,0,1,2,0,0,0,2,0,0,2,0,0,0,0,2,0,22,7,24,5,0,22,2,0,0,461,1,1,6688
bbraithwaite_RepoWrapper,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,208
bbyars_RestMvc,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,4,0,0,0,6,0,0,3,0,9,0,0,0,7,0,0,1407
bcgit_bc-csharp,70,126,0,65,175,190,0,90,205,5,718,992,5,1455,200,430,20,1450,95,0,0,35,337,877,80,335,360,2020,1991,5,2780,290,715,135,106953,60,210,946824
bchavez_SharpFlame,41,19,0,1,17,8,1,16,51,1,65,39,184,0,28,32,2,27,1,0,0,5,4,2,6,10,64,169,16,2,554,25,4,2,5666,4,12,48734
benaston_NState,0,0,0,0,1,0,0,0,1,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,1,3,0,0,0,2,0,0,521
benfoster_Fabrik.Common,0,1,3,1,7,0,0,0,57,0,125,1,1,0,7,0,0,0,1,0,0,0,2,0,0,15,0,2,12,0,29,1,0,0,51,0,0,7375
BenFradet_RiotSharp,0,5,0,0,7,1,0,0,15,0,49,11,2,0,5,8,0,0,0,0,0,0,1,0,0,1,2,24,24,0,87,2,0,0,11,0,1,13716
BenjaminGale_ModalContentPresenter,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,470
benlaan_sqlformat,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
benmccallum_AspNetBundling,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,1,0,0,0,0,0,219
BenPhegan_NuGet.Extensions,0,1,0,0,5,0,0,10,17,0,19,3,2,0,5,0,0,0,0,0,0,0,1,0,0,1,0,6,11,5,117,1,0,2,23,0,0,5788
benrhughes_todotxt.net,0,0,0,0,1,0,0,0,1,0,12,0,2,0,0,4,0,9,0,0,0,0,0,0,0,0,0,12,3,0,31,0,0,2,42,0,4,4698
bentonstark_starksoft-aspen,0,1,0,1,3,0,0,3,2,0,27,11,1,0,0,10,0,0,1,0,0,0,0,12,0,0,2,30,13,0,145,6,0,10,239,0,15,14898
BentThomsen_SmartCampusAAU,0,1,0,0,0,1,0,0,0,0,2,3,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,28,0,0,1589
bernos_MediatR.Extensions,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,290
bietiekay_hacs,49,56,4,20,45,17,0,45,166,0,190,348,177,10,47,248,8,436,13,0,0,70,35,115,24,354,58,730,456,57,2109,161,0,30,5228,21,139,302801
Bilal-S_iis2tomcat,0,3,0,0,0,0,0,1,6,0,4,4,2,2,9,3,0,0,0,0,0,0,1,3,0,7,6,10,4,0,94,4,0,16,209,0,1,5436
BilalHasanKhan_FunctionsTracker,0,0,0,0,2,0,0,0,13,0,29,0,0,0,11,0,0,6,0,0,0,0,2,0,0,1,0,0,0,0,4,0,0,7,0,0,0,1694
BioTronic_TweakScale,0,0,0,1,1,0,0,0,16,0,42,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,3,0,28,2,0,1,24,0,0,3292
birkett_CloudFlare-DDNS-Updater,0,0,0,0,0,0,0,1,4,0,3,6,2,0,2,0,0,5,0,0,0,0,0,0,0,0,2,3,1,0,16,0,0,1,145,0,0,2314
BitMiracle_libtiff.net,0,0,0,0,0,0,0,4,2,0,9,17,13,0,2,21,0,34,0,0,0,0,4,0,0,0,31,72,61,0,87,27,0,6,4252,12,10,28646
bittercoder_DevDefined.OAuth,0,3,0,0,2,1,0,1,6,0,8,14,0,0,2,5,0,2,0,0,0,0,2,0,0,1,0,4,2,0,68,1,0,1,27,0,0,4550
bkeiren_EasyImgur,1,1,0,0,0,0,0,1,4,0,0,5,0,0,2,3,0,3,1,0,0,0,0,0,0,0,4,13,3,0,93,2,0,4,545,0,0,4070
blacker-cz_MangaScraper,0,0,0,0,1,0,0,1,6,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,9,0,0,1,44,0,0,1525
Blecki_DCPUB,6,11,0,3,5,2,0,4,89,2,50,11,193,2,6,21,3,100,5,0,0,7,2,8,0,13,8,101,24,0,185,11,6,6,1549,0,38,37889
BlueMountainCapital_riemann-csharp,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,1,9,0,0,921
BlueMountainCapital_riemann-health-windows,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,520
BobPalmer_SrvPack,0,0,0,0,0,0,0,0,1,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,11,0,0,471
BobPalmer_WarpDrive,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,75,0,1,530
Bobris_BTDB,0,5,0,5,3,17,1,4,34,0,43,55,4,4,3,34,0,57,3,0,6,0,29,28,3,4,10,88,59,4,331,3,0,4,2126,3,3,31217
Bobris_Nowin,0,0,0,1,0,0,0,0,4,0,7,2,1,0,2,4,0,7,0,0,0,0,2,0,0,0,4,23,9,0,39,6,0,3,539,0,6,5395
bpfliegel_Portfish,0,0,0,5,0,0,0,5,70,0,4,40,0,0,70,35,5,280,0,0,0,0,0,0,0,0,65,179,95,0,1060,234,0,0,7235,4,0,63914
braathen_qv-edx-trigger,0,0,0,1,2,0,0,1,10,0,41,65,3,0,2,3,0,0,0,0,0,0,0,0,0,0,2,1,6,1,16,0,0,0,53,0,0,12194
brandondahler_Data.HashFunction,0,0,0,1,2,0,0,0,5,0,14,12,0,0,0,1,0,0,2,0,0,0,0,5,0,0,1,17,22,0,8,0,0,0,4802,0,23,9144
breeze_breeze.sharp.samples,0,0,2,0,7,0,0,2,60,0,52,7,4,0,46,0,0,50,0,0,0,0,1,0,2,17,0,4,11,6,87,0,0,0,53,0,0,9622
brentedwards_Charmed,0,0,0,0,5,0,0,0,6,0,40,3,0,0,4,0,0,0,0,0,0,0,0,0,0,6,2,4,21,2,29,3,0,0,13,0,0,5113
BrightcoveOS_.NET-MAPI-Wrapper,0,3,0,0,2,0,0,0,2,0,20,16,0,0,0,3,0,0,2,0,0,0,0,8,1,0,0,15,65,0,20,0,0,0,35,0,14,7730
BrightstarDB_BrightstarDB,0,2,3,0,5,0,0,2,19,0,29,3,23,1,10,4,0,10,0,0,0,0,5,0,0,0,1,20,17,3,81,1,0,3,146,0,4,10997
brockallen_BrockAllen.OAuth2,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,5,0,0,1,2,0,1,799
brooklynDev_NGon,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66
brucedog_u2flib,1,1,0,0,2,0,0,0,7,0,16,0,0,0,7,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,18,0,0,0,17,0,0,1873
brunomlopes_dbdeploy.net,0,1,0,0,1,1,0,3,6,0,17,1,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0,1,5,1,39,1,1,3,9,0,1,3484
BruTile_BruTile,0,3,1,2,4,0,0,4,43,0,36,22,2,0,32,0,0,0,2,0,0,0,9,8,0,6,2,31,21,0,126,0,0,0,397,0,0,22123
BryceSchroeder_Kopernicus,0,1,0,2,3,0,0,27,28,0,120,119,49,0,26,4,0,3,2,0,0,0,0,25,0,48,5,29,4,0,157,2,0,0,244,0,0,27070
bsommardahl_BlingBag,0,0,0,0,1,0,0,0,3,0,9,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,529
Bukimedia_PrestaSharp,0,1,0,4,0,0,0,3,58,0,44,39,0,0,2,1,0,0,4,0,0,0,0,0,0,0,2,2,1,0,59,3,0,0,12,0,0,8290
Bunkerbewohner_ColladaXna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,107
burkeholland_InstaSharp,0,1,0,0,2,0,0,0,33,0,20,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,3,0,0,0,1,0,0,1417
ButchersBoy_Dragablz,4,4,0,4,10,4,0,6,51,0,129,4,16,0,0,8,1,38,0,0,0,0,0,0,0,7,0,18,18,38,208,8,0,0,150,0,4,15448
ButchersBoy_MaterialDesignInXamlToolkit,0,0,0,1,8,0,0,14,12,0,142,1,13,0,1,3,0,19,0,0,0,0,0,0,0,3,0,12,9,34,117,10,0,0,272,0,4,13460
buunguyen_bike,3,3,0,1,1,0,0,1,6,0,10,4,38,0,0,11,0,1,3,0,0,2,1,16,48,6,2,17,17,0,25,6,0,0,42,0,0,6322
buunguyen_combres,0,0,0,1,1,0,0,5,3,0,14,17,0,0,0,0,0,12,0,0,0,0,1,4,0,0,0,4,0,0,44,0,0,0,28,0,1,4508
bvcms_bvcms,9,7,2,4,9,1,0,20,45,94,367,1019,76,0,41,80,0,136,3,0,0,13,2,15,12,38,35,108,217,0,956,7,0,16,3345,0,68,124326
bwight_CloudInit.NET,0,0,1,0,2,0,0,0,1,0,10,4,2,0,0,0,0,0,0,0,0,0,2,0,1,1,2,2,4,0,7,0,0,0,6,0,0,1581
ByteBlast_Shortcut,0,0,0,0,1,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,753
ByteBlast_Validator,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,28,0,1,1114
BYVoid_distribox,0,0,0,0,2,0,0,2,4,0,1,1,3,0,3,0,0,39,0,0,0,0,0,0,0,0,1,5,0,0,18,1,0,0,126,0,4,4387
cadencii_cadencii,1,6,0,5,10,0,0,8,95,1,134,293,197,0,153,96,2,140,1,0,0,0,13,8,0,3,273,382,241,1,778,84,0,108,39588,31,8,190396
caelum_restfulie-net,3,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,7,0,17,0,0,0,12,0,0,1126
cail_hobd,0,0,0,1,0,0,0,0,4,0,12,1,21,0,2,3,0,22,0,0,0,0,0,1,0,3,5,19,3,0,19,3,1,16,630,0,7,8020
Caliburn-Micro_Caliburn.Micro,0,4,4,7,9,0,0,10,80,4,171,4,187,0,9,0,0,64,1,0,3,0,6,0,1,68,5,34,35,9,198,3,0,0,15,0,20,46788
camitz_CloudWatchAppender,0,8,0,0,2,0,0,12,23,2,72,0,8,0,6,0,0,0,1,0,0,0,6,5,0,0,4,21,6,0,77,0,0,8,218,0,7,9352
canton7_Stylet,0,3,0,1,8,1,0,3,41,0,44,1,2,0,0,0,0,2,1,0,2,0,3,3,0,12,0,5,7,0,118,3,0,0,26,0,0,9880
CaptainCodeman_elmah-mongodb,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,308
CartBlanche_MonoGame-Samples,11,17,0,4,7,6,0,30,37,7,59,47,172,4,19,23,0,111,2,0,0,3,10,64,0,33,28,261,143,0,655,104,1,9,4174,2,76,100017
casascius_Bitcoin-Address-Utility,1,2,0,0,1,0,0,6,1,0,4,20,14,1,1,4,0,5,0,0,0,1,1,0,2,1,16,33,13,0,158,14,0,5,2782,0,5,10769
caseywatson_Mantle,0,2,1,0,4,0,0,0,17,0,77,3,0,0,1,2,0,54,2,0,0,0,8,3,0,6,1,8,6,0,102,1,1,0,40,0,0,7893
CasparCG_Tools,0,1,0,1,2,0,0,1,13,0,28,4,29,1,12,3,0,10,0,0,0,2,1,2,1,0,6,29,12,0,127,0,0,6,1129,0,5,12441
castleproject_Castle.ActiveRecord-READONLY,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,138
castleproject_Castle.Transactions,1,2,1,0,7,0,0,1,3,1,22,32,2,1,1,1,0,7,0,0,0,3,5,1,0,3,0,4,14,1,42,2,0,2,47,0,3,5388
castleproject_castlezmq,0,3,1,0,2,0,0,1,3,0,13,2,5,0,1,1,0,3,0,0,0,0,0,0,0,1,1,10,19,0,22,0,0,4,29,0,1,3893
castleproject_Core,1,6,0,3,7,2,0,11,27,0,52,68,0,0,2,21,0,30,3,0,2,1,20,19,0,8,0,24,46,7,193,4,1,0,49,0,3,21211
castleproject_Windsor,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,121
castleprojectcontrib_Castle.Windsor.Lifestyles,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,5,0,0,0,0,0,0,355
castleprojectcontrib_QuartzNetIntegration,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1276
Catel_Catel,10,45,8,24,53,11,0,53,179,3,780,131,4,0,15,77,0,21,6,0,0,12,41,12,3,22,8,191,291,189,1423,35,32,60,327,0,51,231176
Catel_Catel.Examples,0,3,0,0,8,0,0,2,35,0,162,25,1,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,41,0,1,6,221,0,0,16002
CatenaLogic_GitLink,0,0,0,0,2,0,0,1,3,0,11,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,13,1,0,0,20,0,0,1216
ccnet_CruiseControl.NET,8,28,2,14,34,12,0,68,90,2,77,43,65,0,31,44,0,109,13,0,1,10,68,61,4,70,24,110,53,12,1257,14,0,35,2136,0,23,139459
cdhowie_Eluant,1,1,0,0,1,0,0,0,4,0,15,5,0,0,0,4,1,57,0,0,0,0,3,0,1,0,2,6,2,0,18,0,1,4,76,0,1,3444
cefsharp_CefSharp.MinimalExample,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,31,0,0,612
cemdervis_SharpConfig,0,0,0,1,0,0,0,1,1,0,1,0,2,0,1,2,0,14,1,0,0,0,1,0,0,0,0,7,0,0,3,0,0,0,14,0,1,2608
cental_PatternSim,0,0,0,0,3,0,0,3,1,0,10,21,3,0,2,6,0,4,0,0,0,3,2,0,0,2,4,29,22,0,46,7,1,2,104,0,1,10561
CenturyLinkCloud_ElasticLINQ,0,8,0,0,4,2,0,0,18,3,18,2,10,14,4,6,0,14,0,0,0,4,8,0,2,6,0,12,10,0,227,2,0,0,122,0,22,12742
ChadBurggraf_blue-collar,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,504
ChadBurggraf_zencoder-cs,0,0,0,1,0,0,0,0,19,0,11,6,0,0,4,1,0,17,2,0,0,2,1,3,0,9,0,5,6,0,6,1,0,8,0,0,0,5131
ChadMoran_BattleDotNet,0,0,0,1,1,1,0,1,28,0,18,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,0,0,0,4,0,0,2678
chaliy_inline_scheduler,0,1,0,0,0,0,0,1,5,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,9,0,0,1,34,0,1,1092
charnet3d_DesktopLiveStreamer,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,7,8,1,1,44,1,0,0,325,1,0,2762
charri_Font-Awesome-WPF,0,0,0,2,5,0,0,2,64,2,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,8,0,0,28,0,0,13203
Cheesebaron_Cheesebaron.MvvmCross.Bindings,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70
Cheesebaron_Cheesebaron.MvxPlugins,0,0,1,0,2,0,0,0,8,0,21,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,3,0,0,1096
Cheesebaron_Xam.Forms.Mvx,0,0,0,0,1,0,0,0,9,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,766
chendong152_Weixin_api_.net,1,2,1,0,4,0,0,0,34,0,11,2,9,0,15,0,0,1,0,0,0,5,0,0,0,24,1,1,10,0,4,0,0,0,25,0,1,4426
chocolatey_chocolatey.org,0,1,0,2,3,0,0,3,51,0,124,28,2,0,13,8,0,5,1,0,0,0,2,3,0,7,1,8,30,0,200,1,0,0,94,0,3,18651
chocolatey_ChocolateyGUI,1,6,0,0,6,0,0,4,14,0,32,1,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,7,15,3,77,0,0,0,60,0,3,6562
chraft_c-raft,46,21,0,4,15,12,1,4,20,1,28,26,30,13,9,30,3,9,7,0,0,1,17,39,5,101,6,88,36,0,229,27,0,5,2529,0,25,32588
chrisforbes_OpenRA,20,11,0,9,19,5,1,8,164,0,156,7,206,2,12,14,4,280,17,0,9,0,33,3,4,104,16,126,74,1,597,28,3,20,3577,0,22,56113
ChrisFulstow_log4net.SignalR,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,78
ChrisJansson_ObjLoader,0,1,0,0,3,2,0,0,15,0,17,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,0,0,0,22,0,0,2068
ChrisMcKee_cryptsharp,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,11,0,6,0,0,0,529,0,0,2040
ChrisMissal_chromelogger,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
ChrisMissal_Quiche,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,356
ChrisMissal_TempusReader,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299
chrisnicola_Mixpanel.NET,0,1,0,0,1,0,0,0,12,0,16,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,559
chrisparnin_automark,0,1,1,0,1,0,0,0,7,0,4,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,3,22,4,0,40,5,0,0,163,0,7,3377
ChristianRuiz_MvvmCross-ControlsNavigation,0,0,0,0,1,0,0,0,8,0,17,2,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,2,0,3,0,0,0,1085
chsword_Excel2Object,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,4,0,0,376
chucknorris_powerup,1,2,0,0,1,0,0,0,2,0,3,0,0,0,1,2,0,8,0,0,0,0,2,0,0,2,0,11,2,0,14,2,0,0,94,0,1,1967
chucknorris_roundhouse,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,0,0,0,0,0,1,191
chucknorris_sidepop,1,4,0,0,2,0,0,1,6,0,11,0,2,0,4,1,0,6,1,0,0,0,0,0,0,0,0,3,5,0,43,1,0,0,24,0,2,4698
chucknorris_uppercut,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,221
chummer5a_chummer5a,0,0,1,0,1,0,0,1,6,0,9,13,2,0,0,2,0,0,0,0,0,0,0,0,0,0,23,32,4,0,253,2,0,14,389,0,1,6859
Cimbalino_Cimbalino-Toolkit,0,0,0,3,13,0,0,3,68,0,330,16,0,0,17,19,0,2,2,0,0,0,19,10,0,24,0,61,14,4,84,0,2,6,169,9,2,37999
Cimpress-MCP_TimberWinR,3,4,0,0,1,1,0,2,5,0,12,8,0,0,3,0,0,2,1,0,1,0,11,13,0,3,2,18,3,0,59,0,0,7,100,0,3,5891
cinteros_FetchXMLBuilder,0,1,0,1,5,0,0,14,14,1,35,4,29,2,9,4,0,0,0,0,0,0,0,15,3,1,15,24,2,0,123,6,0,1,1142,0,11,9451
cityindex_LogSearchShipper,0,1,0,0,3,0,0,0,3,0,12,1,7,0,4,0,0,3,0,0,0,0,0,0,0,2,0,1,2,0,30,2,0,1,27,0,0,2823
cityindex-attic_CIAPI.CS,0,1,0,1,1,0,0,0,94,0,80,0,4,0,30,1,0,1,0,0,0,1,0,0,0,1,0,15,2,0,36,5,0,5,128,0,4,7709
CityofSantaMonica_SODA.NET,0,1,0,0,1,0,0,1,0,0,15,1,0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,6,1,0,25,1,0,0,4,0,3,2976
cjmurph_PmsService,1,1,0,0,0,0,0,2,1,2,6,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,6,15,0,0,1969
clariuslabs_clide,0,0,0,2,2,0,0,1,18,0,44,0,0,0,0,1,0,2,0,0,0,0,17,0,0,0,0,2,23,0,66,1,0,0,2,0,0,4455
cliftonm_HOPE,9,9,1,2,11,0,0,9,56,3,88,50,13,2,15,48,1,93,3,0,0,3,14,15,4,20,19,128,74,1,414,14,0,16,1270,0,101,56193
clojure_clojure-clr,5,4,0,3,4,0,0,5,11,1,408,88,11,12,0,57,3,115,6,0,14,4,30,31,19,2,14,117,249,0,596,26,0,11,926,0,11,54386
ClothesHorse_Destrier,1,2,0,2,7,1,0,2,3,2,69,1,11,2,5,26,0,77,0,0,0,0,5,0,6,4,5,48,27,1,103,6,0,4,179,0,8,16233
ClothesHorse_microscope,0,0,0,0,3,0,0,0,4,0,4,3,8,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,0,0,18,0,0,0,181,0,4,2145
ClothesHorse_NSQnet,0,0,0,0,1,0,0,0,1,0,5,0,1,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,1,40,0,0,2008
cloudinary_CloudinaryDotNet,1,3,0,1,3,1,0,3,27,0,4,0,10,2,11,11,0,1,2,0,0,0,6,9,0,4,0,9,7,0,42,6,0,1,71,0,0,10409
