Project,Unnecessary Abstraction,Imperative Abstraction,Multifaceted Abstraction,Unutilized Abstraction,Duplicate Abstraction,Deficient Encapsulation,Unexloited Encapsulation,Broken Modularization,Insufficient Modularization,Hub-like Modularization,Cyclically-dependent Modularization,Wide Hierarchy,Deep Hierarchy,Multipath Hierarchy,Cyclic Hierarchy,Rebellious Hierarchy,Unfactored Hierarchy,Missing Hierarchy,Broken Hierarchy
gabstv_Farseer-Unity3D,54,22,20,62,68,202,2,18,50,0,170,2,0,0,6,4,22,0,6
gadrianrobert_icontroldirect-ecommerce,386,12,36,226,213,3,0,352,39,0,9,10,0,0,0,15,10,0,115
Gadroc_EosSharp,1,0,2,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0
gagichce_QR-Code-Generator,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gamedevsam_PerforcePlugin,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
GameThrive_GameThrive-WindowsPhone-SDK,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
gandrusz_zipUnit,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ganesansays_HRMS,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
garaio_Garaio.CompositeC1Packages.WebsitePreviewProtection,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
garymcleanhall_AdaptiveCode,30,1,0,40,0,5,0,3,0,0,0,1,0,0,0,10,0,0,2
gatepoet_EventStore.Workshop.Chat,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
gauravbe_MVCStore,6,0,0,8,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
gekowa_Cache,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
gemisis_ACM-Weekly-Raffle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
generateui_ComAddinEvent,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
generateui_CountryInfo-LanguageInfo-CurrencyInfo,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GeoLearning_HR-WebServices-Examples-C-Sharp,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geometer_FBReaderCS,79,13,12,101,110,46,5,19,1,0,48,3,1,1,0,13,19,2,30
geoplex_openxmlutils,3,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
gep13_CS-Tabbed-Web-Browser,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gep13_VBForums-Enhanced-Tabbed-Web-Browser,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
gerich-home_kopilua,3,0,0,10,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0
Geta_oEmbed,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Geta_vippy,5,0,0,2,0,0,0,4,0,0,5,0,0,0,0,1,0,0,0
gfmatthews_imgurfordotnet-windows,14,0,1,16,1,2,0,10,0,0,0,0,0,0,0,0,0,0,0
ggodas_BasicNhibernate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giacomelli_BackupSharp,1,2,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0
giacomelli_BotWorld,16,1,1,8,2,0,0,2,2,0,3,0,0,0,0,2,0,0,4
GibraltarSoftware_Gibraltar.Agent.Web,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gildorwang_RetryHelper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilnaa_SilverSurfer,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
giuseppeporcelli_OAuthConsole,4,0,1,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
GKBelmonte_SoundPlayer,7,1,0,11,1,4,0,0,2,0,6,0,0,0,0,3,0,0,0
gkrsu_maparound.core,41,24,17,54,92,17,42,4,38,0,103,1,0,0,0,15,2,1,2
Glavin001_HalKart,6,2,6,2,4,6,0,6,8,0,4,0,0,0,0,0,0,0,0
gllera_git-wrapper,5,0,2,4,1,5,0,2,0,0,1,0,0,0,0,0,0,0,0
gmchen_TheQuizzer,1,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
gmt-europe_GdiPresentation,9,10,10,15,7,6,0,0,4,0,31,1,0,0,0,0,0,0,8
GNOME_pdfmod,33,51,74,175,290,154,36,36,75,9,984,9,0,0,21,30,72,0,132
gnosiszy_xtringer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goblinfactory_nosql-migrations,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
goblinhero_Xena.Club,3,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
godarklight_DMPServerListReporter,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
godarklight_DMPServerListReportingReceiver,1,0,1,0,1,8,0,1,0,0,5,0,0,0,0,0,0,0,0
goldytech_PdfConverter,4,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
GoneUp_Temu,63,16,1,51,6,156,19,31,19,3,309,5,0,13,15,45,14,1,13
gonghaima_SportsStore,3,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
gonzoRay_Callisto,13,0,0,13,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0
googleads_googleads-adxbuyer-examples,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0
Gordon-Beeming_TFS-Dynamic-Process-Template,2,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Goz3rr_IRCLib,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gracy33_AdopteUneDev,2,0,2,4,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0
graemechristie_NinjaSettings,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gragarwa_orchard,120,18,12,140,13,0,1,19,22,0,10,5,0,0,2,18,8,3,15
Grandpa-G_AdminConsole,0,0,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
Gray85_PrettyKifu,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greeeeeen6_VC-Unity,18,2,4,18,0,76,0,20,8,0,20,0,0,0,0,0,0,0,0
GreenfieldVentures_Dwarf.WebApi,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
greggman_hft-unity3d,5,2,4,12,3,17,0,2,1,0,23,0,0,0,0,2,0,0,2
gregnehus_StructureMap.AutoMocking.NSubstitute,3,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Gremlin2_bookscanner,6,1,3,19,29,1,0,8,7,0,7,1,0,0,1,16,7,1,0
Gremlin2_Fb2Fix,3,8,26,5,49,22,0,5,25,0,14,1,0,0,1,21,7,0,1
griffina_SnmpSharpNet,0,0,1,6,12,10,5,0,10,0,48,1,0,0,0,0,8,0,4
Grinderofl_Tracker,4,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
GrindFest_GrindFest,27,0,1,10,2,85,0,4,2,0,78,2,0,0,0,4,0,0,12
gripp_psychic-octo-nemesis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grj1046_GrjCnblogsForWP8,3,0,3,17,2,0,0,8,3,0,0,0,0,0,0,0,0,1,0
grumpycatsaysno_FormEntiresPDFExport,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GruntTheDivine_BlazarVM,7,0,3,3,0,3,14,0,0,0,2,3,0,0,0,2,8,2,1
GruntTheDivine_quasar-sharp,4,1,3,3,1,7,24,1,1,0,15,2,0,0,0,2,3,4,1
Grymok_test,1,1,1,4,0,6,0,1,0,0,23,0,0,0,0,1,0,0,0
gsscoder_exprengine,1,3,3,4,14,1,0,2,0,0,24,0,0,0,4,2,0,0,5
GuildfordBC_address-api-client,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GuildfordBC_linq,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guilherme799_MailBoxService,3,0,0,6,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
guillaume86_VirtualPath,0,5,1,5,0,4,1,0,4,0,16,0,0,0,0,3,0,1,5
Gurux_Gurux.Service,14,8,4,4,32,14,0,2,12,0,48,0,0,0,0,0,6,8,0
GusBricker_cPanelSharp,0,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
guy-murphy_conclave-public,5,8,10,40,33,9,0,3,26,0,7,4,0,0,0,9,3,0,14
gvalderrama_NotificacionesRSS,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gvcayetano_GuildWars2Events,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gyphie_hydrawallpaper,0,0,1,7,2,0,0,1,2,0,3,0,0,0,0,0,0,0,0
gyphie_photocaptioner,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0
gyuwon_weak-subscription,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h1pp0_Cure-Please,0,0,1,0,5,2,0,0,2,0,0,0,0,0,0,1,0,0,0
h2h_CandyCMS,7,0,1,19,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Haacked_TextWrapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hadasg_RIP2Image,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0
half-ogre_TileWorld,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
handruin_spdif-ka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hanishi_weldr2,10,1,3,16,2,5,0,0,0,0,0,0,0,0,0,1,1,0,5
hanleyChu_prj,29,1,1,5,12,9,0,2,3,0,7,3,0,0,0,4,0,0,16
hansdude_ds3_net_sdk,5,1,3,6,10,0,0,1,1,0,0,2,0,0,0,1,2,0,5
Hansi7_AVsorter,1,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
hanwest00_MYTestWeb,24,0,1,70,0,2,0,9,2,0,0,4,0,6,1,3,2,3,21
HaoTan_APlusSecurityNZ,3,0,0,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0
HarnessProject_Harness,67,1,0,133,26,0,1,4,3,0,2,1,0,0,0,3,5,0,1
harryhazza77_easynetq,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hartez_XmppBot-Commands,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harubex_KlackTracks,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hashashin_input_fix,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
havidad_ERecipeCalculator,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
haydarsahin34_TechnicainHelper,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
hazzik_Sharpen.Runtime,23,0,2,71,8,5,0,0,16,0,13,0,0,0,1,3,2,0,14
HCTsai_PSVM,0,3,0,4,7,2,0,0,3,0,1,0,0,0,0,1,0,0,0
hdkn235_PasswordTool,3,0,0,5,3,7,0,2,3,0,0,0,0,0,0,1,0,0,0
HeadspringLabs_Tarantino,10,4,2,57,0,9,0,1,5,0,0,0,0,0,3,2,0,0,9
heaversm_unity-osc-receiver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hecki97_2DPlatformer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HedgehogDevelopment_BuildExtensions,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HelloSCHM_git_control,14,0,3,8,1,18,0,8,6,0,0,0,0,0,0,0,0,0,0
hellxcz_SocialShopper,30,1,2,25,3,14,8,1,6,0,17,0,0,0,0,0,1,0,8
Hemaolle_spacewar,2,0,3,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4
henrybond158_Holiday-App,62,114,148,167,454,150,89,73,113,16,1532,25,0,10,45,40,189,10,153
hermanliang_BCTest,4,13,8,5,26,4,0,0,6,0,1,2,0,0,15,0,18,0,14
hermanussen_Sitecore-FixtureDataProvider,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0
hgoycoolea_insitu.platform,11,0,0,53,8,0,0,11,2,0,0,0,0,0,0,0,0,0,0
hgtonight_1GAM-Mono-Yawn,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
hhahh2011_CH.Tools,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
hidayat365_Biruni.NET,2,1,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hidayat365_Inventory.NET,3,11,3,59,237,3,0,4,19,1,0,3,0,0,0,0,82,0,0
highfield_azure-veneziano,10,1,0,8,2,4,0,1,0,0,10,0,0,0,0,1,4,0,3
HigorCesar_agenda-restfulie,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hihijack_cubeworld,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hihijack_lostcity,6,0,0,16,0,14,0,2,2,0,0,0,0,0,0,0,0,0,0
hikalkan_scs,11,3,0,14,7,0,0,0,1,0,9,0,0,0,1,2,6,0,0
Hill30_NDjango,9,0,4,39,20,3,0,1,4,0,20,1,0,0,0,7,1,0,2
hinovana_libwp7n2012,11,5,3,5,2,16,0,5,3,0,6,0,0,0,0,2,36,0,0
HippoValidator_ACheckerAccessibilityValidationClient,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HippoValidator_GooglePageSpeedClient,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Hitcents_gamecenter-multiplayer-test,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Hitcents_samsung-chord-test,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hjgraca_azuretake,21,0,0,42,5,0,0,29,1,0,0,0,0,0,0,1,0,0,0
hkiaipc_yh,72,21,4,130,27,11,1,62,3,0,76,2,0,0,2,5,1,1,11
hmemcpy_ReSharper.ExJava,2,2,2,4,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0
holmstrom_Expert,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
holmstrom_Kilmer,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
holymoo_Litmus,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
homastudiocorp_SnagIt,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
homoluden_WPF2PDF,45,18,23,69,121,48,13,13,23,3,349,4,0,0,8,10,30,0,83
HoneyFox_NBody,6,2,1,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0
honghaier2020_td,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hostitherepc_Fork-1,17,13,31,105,170,41,0,12,24,0,33,2,0,0,2,3,4,0,11
hovek_WebShop,30,2,0,10,54,0,1,7,0,1,58,0,0,0,0,0,1,0,4
hpavlov_video.directshowvideocapture,1,0,1,1,0,3,0,1,0,0,6,0,0,0,0,0,0,0,0
hsreina_deezer-decrypt-with-csharp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HugoGomezArenas_TallerXamarinAndroidITS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hummingbird2012_flashUtils,0,1,1,3,6,8,0,6,1,0,0,0,0,0,0,0,0,0,3
humphd_VncSharp,0,2,6,2,8,2,0,0,9,0,21,0,0,0,0,3,4,0,0
hungndv_TappingBalloon,4,2,6,6,24,2,0,2,14,0,30,0,0,0,0,2,2,0,0
husathap_Charlotte,2,1,3,1,3,13,0,1,0,0,37,2,0,0,1,8,9,1,4
HuweiKop_Demo,12,3,0,41,9,2,0,10,2,0,2,0,0,0,0,1,0,0,0
HydrogenApps_XamarinDemos,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hyftar_HBoard,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1
Hypaethral_Domain-Duper,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
i-e-b_LiteProxy,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i-love-to-code_UnityDurableTaskFramework,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iamaya_FieldSurveyForms,9,0,0,22,1,0,0,11,0,0,1,0,0,0,0,0,0,0,0
iarif20_ARMS,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ibebbs_ElasticLogging,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ibgib_ibXamarinConcepts,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
iboalali_Image-Resolution-Ratio-Calculator,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
icaustonltd_mtb-fitness,120,18,12,140,13,0,1,19,22,0,10,5,0,0,2,18,8,3,15
icedream_Icebot,3,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Icehunter_ffxivapp-localization,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iceriver102_Window,22,16,15,31,90,49,0,3,13,0,44,0,0,0,0,0,0,0,0
ichari_ichari,109,23,30,226,1542,98,0,61,114,0,61,8,0,0,0,2,39,1,46
icol2006_Windows_SQlite,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
idavis_innovatian.configuration,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0
IdentityServer_IdentityServer3.AspNetIdentity,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IdentityServer_IdentityServer3.EntityFramework,16,5,1,10,5,0,0,6,2,0,1,0,0,0,0,1,1,0,0
IdentityServer_IdentityServer3.MembershipReboot,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
idiotandrobot_thispc,1,0,2,0,0,2,0,0,2,0,8,0,0,0,0,0,0,0,0
ifelsedeveloper_LCardAnalizatorRMCA,6,1,5,1,21,14,0,2,8,0,1,0,0,0,0,0,1,0,4
ifgeny87_Test_Gapi_Calendar_V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
igNew_IgNew-dotNet,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
igor-toporet_SampleCashRegister,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
igorskir_CodeProject-Examples,94,8,7,147,26,4,0,11,2,0,19,2,0,0,0,5,4,0,4
IgorZanne_SisLar,3,0,0,12,1,2,0,6,1,0,9,0,0,0,0,0,0,0,0
iiiken_HideNinja,22,6,3,45,0,16,0,1,2,0,33,0,0,0,0,0,0,0,1
ikbenerik_tunestore2,6,0,1,7,2,16,0,10,4,0,0,0,0,0,0,0,0,0,0
IkerRuizArnauda_Hydra,2,0,2,1,1,3,0,0,0,0,0,1,0,0,0,0,5,0,1
ikravchenko_XamarinPoC,9,1,1,7,1,5,0,0,3,0,16,0,0,0,0,0,0,0,1
ikriv_BaktunShell,5,0,1,9,3,4,0,2,0,0,1,0,0,0,0,1,0,0,0
Ilan321_SharpGotchi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iLexDev_ASP.NET-WebApi-MultipartDataMediaFormatter,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ili_R.Server,80,3,3,61,4,0,0,12,1,0,1,2,0,0,0,2,0,0,5
ImaginationOverflow_AdMeshForMobfox,6,0,1,8,0,0,0,2,0,0,0,0,0,0,0,7,7,0,0
Imant_Tournament,125,17,13,140,9,0,4,19,23,0,12,5,0,0,2,19,7,3,15
imazen_Nuget.Bootstrapper,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imbenjamin_RadioTrackLineside,0,1,4,1,13,0,0,1,4,0,0,0,0,0,0,0,0,0,0
Imodules_imod-msbuild-tasks,4,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Impyy_SharpTox.Av.Filter,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ImranCS_sublime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in2bits_harhar,9,1,0,9,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
in2bits_SharpProxy,0,1,0,5,2,0,0,0,0,0,11,0,0,0,1,2,0,0,1
incloud_ReactiveUI.Weather,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IncodingSoftware_CQRS,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inderdhir_Bio-Ninja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inedo_bmx-artifactory,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Inedo_bmx-dotnet2,2,5,1,16,0,3,0,4,0,0,0,0,0,0,0,1,0,0,0
Inedo_bmx-fogbugz,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inedo_bmx-hudson,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inedo_bmx-plastic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inedo_bmx-tfs2010,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inedo_bmx-tfs2012,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infantrash_mvcmef,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infobip_oneapi-dot-net,1,2,2,38,5,27,0,0,3,0,3,0,0,0,0,0,0,0,0
InforgeNet_De4DotGUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InforgeNet_DeobHellper,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infrabel_GNaP.Owin.Authentication.Jwt,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IngageNetworks_IN.Chat,0,0,0,14,3,0,0,3,3,0,0,0,0,0,0,1,1,0,0
inku25253_MineProtocol.net,17,2,0,5,0,40,1,2,2,0,0,1,0,0,0,1,0,0,6
innatepirate_mysqlwrapper,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
inrebinfo_WpfApp,14,1,3,25,4,4,0,2,0,0,6,1,0,0,0,3,4,0,0
InsanityBringer_eced,3,2,6,3,14,39,0,3,6,0,3,0,0,0,0,1,2,0,2
InteractiveIntelligence_ICWS-Statistics-Examples,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
interfect_cjdns-installer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
interjaz_WiktionaryMapper,2,2,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,0,2
interopbyt_StackReview2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ion-sapoval_google-measurement-protocol-dotnet,0,0,0,3,2,0,4,1,0,0,0,1,0,0,0,0,0,0,3
iowen8_FertilityWater_ECom,389,12,36,229,223,2,0,362,42,0,9,13,0,0,0,12,9,0,125
iqbal001001_NorthwindDIAngular,5,0,0,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5
iQuarc_Movies-Demo,12,0,0,14,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1
IritLevin_ScanningManager,1,0,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ishisaka_OctokitSample1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isitedesign_Elmah,23,15,10,60,38,0,0,6,0,0,16,0,0,0,2,2,12,0,0
ismaildurmaz_gstreamer-sharp,4,0,0,20,0,3,0,1,3,0,0,0,0,0,0,0,0,0,15
isnowrain_CFManzana,1,0,2,3,8,3,0,1,6,0,9,0,0,0,3,0,0,0,7
ITfoxtec_ITfoxtec.SAML2,7,4,0,17,0,14,0,5,0,0,0,0,0,0,0,4,2,0,0
itmpanda_sysmeeting_live,98,43,85,23,110,15,14,7,315,14,964,6,0,0,99,41,9,28,38
itverket_MVC-Blogg-Workshop,3,0,0,7,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
ItzWarty_libalby,20,0,1,9,0,2,0,1,0,0,10,0,0,0,1,4,0,0,1
iulix1_Labyrinthia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ivaylokenov_ASP.NET-MVC-Lambda-Expression-Helpers,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ivebeenlinuxed_MonoWAMP,1,0,1,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,1
iwedaz_TractionCalcDSL,8,4,5,5,7,16,2,1,12,1,106,0,0,0,0,3,0,0,1
JackyDing_Qt4VSAddin,9,18,21,25,45,18,0,12,54,1,111,0,0,0,0,0,0,0,9
JackyDing_Qt5VSAddin,9,18,21,25,45,18,0,12,54,1,111,0,0,0,0,0,0,0,9
JacobDanielMooney_LinkedListQueueRepo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jacobharasimo_FullTiltSoccer,0,0,0,12,39,5,0,2,4,0,0,0,0,0,0,0,0,0,0
jacobromero_RandomMovieChooser,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0
jaelle_blob,3,0,2,2,3,5,0,0,4,0,16,0,0,0,0,0,0,0,0
Jaex_ParticleEngine,0,0,0,2,8,0,0,0,0,0,11,0,0,0,0,0,1,0,0
jakefoster_sapi-gen,2,3,2,4,0,2,0,3,3,0,2,0,0,0,0,0,2,0,0
JakeGinnivan_ExpressionToString,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jakeswenson_HttpClientGenerator,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
jakevn_MassiveNet,2,1,9,2,0,8,0,1,8,0,38,0,0,0,0,0,0,2,0
Jakosa_Tabornok,2,0,0,1,5,2,0,1,0,0,5,0,0,0,0,0,0,0,0
JakubVanek_tvcontrol,0,0,0,10,6,3,0,1,1,0,0,1,0,0,0,0,0,0,19
jalaziz_leaderboard-csharp,1,0,0,6,0,4,0,0,5,0,0,0,0,0,0,1,0,0,0
JamesKovacs_nhcontrib,387,207,183,326,1094,241,170,80,352,5,990,53,0,58,73,216,463,61,396
jamesmontemagno_Xamarin.Forms-Awesome-Controls,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
jamessantiago_Akeron,4,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
JamesSkemp_XboxApiWrapper,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jameswalkoski_FatEnum,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jan4984_AndroidHandlerForDNet,0,0,1,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
janderit_FactStore,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
jansater_TypeLess.Mail,1,1,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
jaredpar_RoundTripVSIX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
