Project,No of Types,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,FAN-OUT,FAN-IN
TechSmith_Snagit-COM-Samples,17,106,201,16,2,29,4684,657,0,0,3.04,8,8
TechTex_wix3,1,0,1,0,0,1,8,1,0,0,0,0,0
tejacques_Trove,25,76,172,9,0,115,1955,325,13,13,11.03,31,31
tekconf_TekConf.Forms,64,28,115,148,3,58,1960,197,26,32,5.43,52,52
teknologika_stax,67,131,317,94,23,195,6396,1266,1,1,9.38,72,75
Telanor_DDS4KSP,10,22,55,19,4,24,1755,272,0,0,1.53,18,18
Teq2_Doto-Content-Unlocker,53,152,215,85,19,103,3510,434,10,15,15.48,85,85
terite_Alloy,56,103,143,53,56,91,1973,272,10,10,9.62,95,95
TeruyukiTakahashi_OnlineGame,136,1425,1496,652,114,675,42618,7269,49,68,68.89,489,489
teswar_PsyDPT,40,35,65,82,16,47,1402,113,17,14,3.88,55,55
textadventures_quest-js,144,230,334,161,55,236,5142,575,106,131,17.82,344,344
tflatebo_tms_client_csharp,14,14,35,25,0,34,658,41,7,11,2.12,16,16
tgrice_MastermindFullStack,5,1,8,8,0,7,111,15,1,1,0,1,1
thanhhuy89vn_smartcard-reader,20,68,103,13,16,44,2136,258,2,2,4.77,25,25
thatfool_SCAN,7,133,122,3,48,102,3444,730,0,0,4.29,13,13
the4chancup_autoATF,21,146,74,3,140,31,3641,342,0,0,0.8,62,62
TheDgtl_DgtlOverlay,10,13,27,6,0,12,371,35,0,0,1.97,9,9
thefiddler_ShaderTK,15,2,22,3,0,7,264,33,3,3,0.7,10,10
TheGarf_RaidarGadget,17,95,50,87,0,18,2377,172,0,0,1.7,31,31
thegrandpoobah_SimpleScheduler,2,5,9,5,0,5,147,11,0,0,0.62,1,1
themsftcpu_JGL,4,4,5,3,0,1,115,5,0,0,1,1,1
theoneandonlysteve_Hawk-Z,230,1330,2036,408,340,1242,39638,5214,48,42,75.94,310,310
TheRealAdamKemp_Xamarin.Forms-Tests,4,2,15,4,0,7,119,21,1,1,0.33,3,3
TheStoneCutters_fakefake,43,90,114,61,55,52,2383,210,8,7,6.73,48,50
ThiagoBPereira_Blog,29,13,77,33,0,47,679,84,14,14,0.68,45,45
thinkingmedia_gems-logger,20,25,89,2,3,56,1051,121,15,18,4.17,31,31
thinkingmedia_gems-markdown,7,11,47,10,1,26,1109,117,2,2,3.09,7,7
thirkcircus_EmptyStringGuard,6,0,1,0,0,1,93,1,0,0,0,1,1
thiscode_DynamicSelectExtensions,2,3,5,0,0,3,213,17,0,0,0,1,1
thisismygithubusername_OptimusRunner,41,43,173,51,9,107,1304,199,17,9,10.3,29,29
thomasjo_highlight,21,10,81,28,0,27,951,152,9,12,3.46,45,45
thomaslevesque_HumanBytes,7,13,18,15,0,16,646,35,0,0,1,5,5
ThomasMentzel_MdBooks,5,0,5,0,0,3,119,18,3,3,0,1,1
ThomasMentzel_MimeTypeDetective,6,5,21,1,1,12,942,35,4,3,1,4,4
ThomasNigro_PanelsView,2,22,23,11,6,4,326,43,0,0,0.9,1,1
Thought-Weaver_Envisage,6,11,44,3,2,5,1179,136,0,0,1.72,5,5
ThoughtWorksZA_birdbrain,7,11,85,49,1,77,981,200,0,0,1.46,11,11
ThreeToes_LicenseManager,19,7,45,36,0,25,763,93,7,8,1.35,21,21
thutch_sharpduino,94,77,226,73,35,155,3269,545,40,51,9.65,161,161
tiagoalmeidagit_newsboard,45,77,127,44,29,99,1896,191,7,12,4.76,55,55
tianweiliu_psycho-frame-cockpit,28,174,58,16,146,18,2016,286,0,0,8.7,26,26
TifPun_MapSketch-AttributeTable-CensusReport-opsdashboard-addin,16,20,58,37,1,28,1178,110,0,0,3.77,10,10
TifPun_profileGraph-SearchFlickr-MultiSummary-opsdashboard-addin,26,43,76,80,4,30,1866,130,0,0,4.44,17,17
tilde-nlp_taws,73,1247,552,174,1080,160,31823,3782,31,42,13.77,114,114
timenov_lekarite.bg,25,20,57,71,0,37,751,77,12,9,10.25,41,41
timgabrhel_WinRT.EffectiveResolutionGrid,4,5,16,4,0,5,285,32,0,0,3,3,3
timkly_DuckDuckGo.Net,8,1,7,28,0,4,353,16,2,2,1,3,3
timkoers_OpenHardwareMonitor,494,1388,2047,1412,397,1138,55372,6491,207,248,125.3,1332,1332
Timokasse_FileExtensions,11,26,47,46,0,21,1370,108,0,0,2.37,9,9
TimSchlechter_SpecResults,29,3,55,53,0,44,964,125,13,17,0,25,25
tinysnake_microsoft-owin-security-qq,8,10,22,19,1,11,366,44,1,1,1.17,11,11
tinysnake_microsoft-owin-security-sinaweibo,8,9,20,21,1,11,367,41,1,1,1.05,11,11
tjaz-brelih_AirHockey,7,20,21,8,1,12,419,47,1,1,4.5,6,6
TJSoft_AspNet.Identity.TelerikDataAccess,11,32,48,49,0,43,773,108,1,1,1.84,18,18
tkcode123_SimpleAdoApp,9,28,133,23,0,94,1273,222,0,0,4.91,13,13
tkhadimullin_DropboxFS,42,161,195,69,99,129,3037,384,4,5,6.84,64,64
tkhadimullin_MS-Sync-Flickr-Provider,10,23,62,30,10,57,826,105,2,2,2.64,18,18
tkowalczyk_SimpleLocalNotificationsForms,3,0,6,0,0,2,43,6,0,0,0,2,2
tlbdk_adfstools,22,20,102,62,3,63,1582,277,1,1,6.83,31,31
tmyt_ConditionalBehavior,19,11,16,19,11,8,310,17,12,22,0,7,7
tndwolf_Wizards_Duel,107,348,445,284,119,414,9148,1344,65,69,55.87,333,333
tngovnerds_Presentations,3,1,8,9,0,5,120,12,0,0,0,3,3
tocsoft_Gedcom.Net,17,24,46,51,0,25,844,78,4,4,6.51,27,27
toddmeinershagen_Demo.AutoMapper,8,2,5,15,0,5,183,5,2,2,0.33,10,10
toeb_fluentexceptions,14,2,37,20,0,30,517,41,8,9,0.75,25,25
tombowers_AppCore,34,9,112,9,0,89,1278,304,8,9,1.55,23,23
tomdef_Arduino,30,36,77,40,0,49,1145,112,12,15,4.83,18,18
tomitrescak_Xml2Xwt,7,17,18,0,0,16,262,23,0,0,2.26,0,0
tomlazelle_CentralConfig,7,2,10,21,0,10,200,15,0,0,0.06,3,3
tomlazelle_TypeCreator,21,15,66,15,1,44,530,95,10,13,1.18,38,38
tomtaig_persistent-objects,82,40,304,100,0,172,3196,483,30,30,6.34,137,137
tongko_CGIFEditor,8,9,15,11,4,7,246,27,0,0,0.5,5,5
tonybeltramelli_Ubiquitous-Media-Sharing-Surface,13,27,47,15,2,26,672,83,0,0,3.23,14,14
tonyqus_nepy,63,207,206,89,137,133,7433,594,16,16,12.7,90,90
TonyWu_DataImport2Vertica,32,47,136,68,2,42,2613,363,1,1,7.92,63,63
toroso_fs4net,61,38,425,50,1,273,3789,497,25,29,9.88,134,134
totzhe_CorpIS,13,10,25,11,0,17,386,35,0,0,1.53,12,12
tp-nscan_WpfWorklist,777,1011,1722,1820,159,1164,35766,3160,346,385,191.12,1085,1085
tpetrina_ImagingApps,25,69,99,94,2,35,2064,231,8,9,7.89,30,30
tporto_crud_csharp_postgre,20,12,62,37,0,20,894,129,4,6,1.31,21,21
tpurtell_csharp-sqlite,207,983,1161,136,75,429,45922,6998,137,158,56.71,1118,1118
tqheel_teqtimer,8,17,42,28,0,6,1106,121,0,0,0.89,5,5
Tranzystor_GusDownloader,75,29,113,81,3,70,2139,195,13,13,7.5,70,70
trayburn_Adventure-Clayton,10,1,18,0,0,14,121,23,11,6,0,2,2
TreeGecko_Libraries,167,898,1548,398,649,1429,32082,3094,63,83,24.18,277,277
Treer_ip4,25,72,70,36,2,42,1806,356,2,2,6.34,32,32
Treer_resgenEx,16,40,79,14,4,50,2363,351,2,2,6.56,27,27
TrekBikes_SqlSchemaSourceControl,7,12,52,0,0,28,604,133,3,3,1.97,6,6
TrekBikes_YammerDoodle,30,6,38,144,0,21,1479,93,5,5,0,31,31
trevorreeves_Sitecore-ElasticAnalytics,87,57,192,60,1,137,1938,284,33,37,16.03,139,139
TricellSoftware_DnB.NET,363,6,20,816,0,5,5554,60,0,0,0.33,11,11
trident-job_BzrRevisionLabeller,3,10,11,16,0,4,441,26,1,1,0.84,1,1
TriDevs_TriCraftClassic,2,0,6,0,0,2,42,6,0,0,0,1,1
tristanmenzel_SlackM8,162,59,235,150,4,162,3267,312,35,36,8.24,133,133
TroyGoode_EngageNet,43,12,115,70,0,93,1103,188,26,40,2.32,34,34
trsoluti_SDL2-CS-COP,36,26,162,90,5,141,3935,258,19,22,14.68,96,96
truyen_Webservice,25,50,150,24,2,50,1732,280,4,4,9.62,20,20
tsymalla_oracle-apex-xliff-translation-tool,15,26,53,20,3,24,649,94,1,1,8.24,18,18
ttu_mono-raspberry-experiments,38,40,114,50,2,70,1437,187,4,4,4.91,49,49
TuLingLing_XUERONGHUA,213,97,1750,530,21,1277,38072,4799,91,91,5.28,597,597
tutukar_NSBDemoWork,16,5,21,17,0,16,363,28,0,0,0.95,13,13
tuyapin_NowPlayingForX-APP,27,51,55,47,21,36,1176,94,0,0,6,35,35
tycho94_OOD2,29,65,116,38,14,50,1536,218,4,4,10.17,50,50
tylerjwatson_Jist,26,43,119,29,9,88,1998,279,5,5,7.92,36,36
TylerMcConville_TransactionTracker,11,9,34,13,0,11,260,40,2,2,1,8,8
tyranid_ExploitRemotingService,11,25,70,18,0,35,1200,179,1,1,2.16,8,8
UbbeLoL_ConfuserDeobfuscator,1057,3629,7144,2623,825,4025,131227,22689,642,940,359.4,5238,5238
UCHIC_InteractivePlots,31,193,412,218,0,65,6099,497,2,2,18.76,29,29
ugniusr_iMacrosTest-CSharp,764,1550,6159,1937,228,3548,117774,18162,339,362,207.32,2880,2880
umbeb_briscolone,195,407,1406,811,58,814,38732,3978,29,28,50.91,544,544
umby24_CWrapped,2,9,36,0,4,35,356,69,0,0,1.22,1,1
UNIT4Agresso_OpenID-Connect-Authenticator,4,1,6,8,0,4,179,22,0,0,1,4,4
uNople_SubredditPostGrabber,12,3,42,35,3,41,1038,134,0,0,1.84,14,14
Unorthodox-Games_Cats-Overcome,8,0,0,0,0,0,68,0,0,0,0,0,0
upstreamfall_gk3d,97,113,228,101,3,120,2946,344,52,37,11.94,96,96
upta_pubsub,2,3,16,0,0,16,152,19,0,0,0.94,1,1
urielzen_QuizAppAngularWebAPI,12,0,23,5,0,22,304,23,0,0,0,2,2
usbr_hydrosense,12,21,67,15,0,31,1466,193,2,2,3.63,15,15
ushipTomLaZelle_ListingActions,46,25,89,35,0,59,926,95,31,24,5.26,92,92
utarsuno_Praey,0,0,0,0,0,0,0,0,0,0,0,0,0
UTSGamesstudio_ANSKLibrary,51,223,248,139,34,220,4457,499,2,2,15.38,97,97
vabc3_CBW,31,63,97,38,1,43,1453,192,5,5,11.99,54,54
VadimPolh_emc_prototype,55,4,128,98,0,73,2054,165,19,27,1.17,73,73
vaibhavb_Enabling-Programmable-Self-with-HealthVault,19,15,55,54,0,23,1525,117,0,0,7.08,17,17
valterc_lings,82,138,298,161,54,161,4632,610,13,13,20.67,181,181
vanemang_TMRepThis,12,4,78,4,2,74,809,94,9,9,0.67,3,3
Vangos_kinect-2-background-removal,5,16,7,3,0,3,239,22,0,0,0.95,1,1
vans163_LKEmu,582,405,1421,4385,303,1376,41761,2982,478,511,28.12,1037,1037
vbienf_MyMetrDick,9,25,49,0,3,20,1266,241,1,1,2.42,9,9
vbodurov_bazingacash,20,10,44,10,0,12,372,56,9,9,2.4,38,38
vegah_Decryptor,6,18,18,5,0,13,235,43,1,1,2.63,5,5
versionone_V1TortoiseSVN,12,20,70,11,4,24,1047,115,0,0,4.91,13,13
versionone_VersionOne.Localization,11,24,46,1,2,19,439,95,4,4,2.04,9,9
versionone_VersionOne.ServiceHost.ChangesetServices,3,17,15,13,10,4,264,29,0,0,1.38,2,2
versionone_VersionOne.ServiceHost.ServerConnector,49,113,235,65,78,118,2093,378,28,32,15.76,96,96
versionone_VersionOne.ServiceHost.WorkitemServices,23,25,45,25,5,24,620,74,7,7,2.19,25,25
vf1_turnmessage,46,20,128,60,10,105,1844,405,31,36,6.25,73,73
vformanyuk_SimpleCircuitEmulator,71,32,97,74,8,63,2039,168,24,26,5.92,58,58
VHAINNOVATIONS_CheckListTool,660,1251,2108,617,660,1451,25111,2383,115,191,223.43,1199,1199
vhytyk_skype-search,46,48,258,64,4,210,4758,474,5,5,7.28,74,74
vhytyk_skypesearch,46,48,258,64,4,210,4758,474,5,5,7.28,74,74
Viacheslav01_RtbEx,10,13,31,4,2,18,429,57,0,0,3.34,4,4
vialeda_onion-architecture-with-generic-unit-of-work-and-repositories,65,24,222,184,0,116,2548,262,33,52,4.73,75,75
Victor-VKC_EF-WebAPI,45,20,97,271,1,63,1954,133,7,6,3.41,42,42
VictorTomaili_Randomizer,2,3,8,3,0,7,75,9,0,0,0.6,1,1
Vidisha_eb,24,33,81,44,4,46,2064,287,2,3,1.69,26,26
vijairaj_ReStruct,20,16,35,4,0,26,337,94,8,10,2.96,29,29
viktor90_Telerik-Academy-Teamworks,52,100,175,69,13,128,2806,356,23,34,15.45,65,65
Vintharas_TheRavenDB,28,17,52,32,2,31,765,86,5,5,2.69,35,35
vishaltillu_SCM_CORE_V3,168,388,1384,35,5,1316,63584,4893,0,0,51.25,216,216
VisionWithGrace_cv,345,783,1274,383,503,922,28216,2146,97,101,61.01,693,707
vitalishcharbin_Orms.Example,28,29,124,45,1,66,3791,432,10,6,3.96,24,24
vivekkumarm_Tax1040EZ,683,2489,1162,2922,728,743,49568,3887,41,41,67.97,917,3963
vnktop_PLD,92,287,852,469,2,203,9109,1130,3,3,36.5,200,200
Vocus_twitter-text-dotnet,5,95,36,20,43,32,1337,145,0,0,1.71,4,4
Vogel612_pick-my-champ,8,15,20,9,0,9,284,26,0,0,1.73,10,10
vprovalov_passie,16,23,58,43,8,31,752,117,1,1,3.65,18,18
vroksjab_vroksjab,15,25,51,1,15,39,719,56,6,6,3,8,8
vtpavlov_TelerikAcademy,0,0,0,0,0,0,0,0,0,0,0,0,0
vtsenev_CSharpPractice,20,44,63,8,8,14,1453,284,0,0,1.6,10,10
vulsim_prism-client,215,534,982,269,273,582,19835,1773,47,53,50.05,537,537
vurdalakov_rawcmp,14,5,44,6,0,28,444,84,3,3,2.26,9,9
vytautask_WarCardGame,4,6,8,6,0,8,125,14,2,2,2.83,2,2
vzabavnov_MVVM-CORE,20,43,39,41,36,22,821,75,3,3,2.61,4,4
vzabavnov_WinFormsMVVM,20,43,39,41,36,22,821,75,3,3,2.61,4,4
W0dan_OefeningenLogo,74,64,200,27,0,92,1556,244,45,47,6.14,111,111
W8T_W8T.Samples,13,21,67,31,0,41,1307,119,0,0,6.99,23,23
waakii_DKim2,6,14,23,4,1,5,430,82,0,0,1.8,3,3
wadewegner_Salesforce.SOAPHelpers,4,34,7,0,32,6,228,19,0,0,0.79,3,3
wahlao_StringDec,10,35,39,0,14,21,1201,358,2,2,1.34,11,11
Wangot_dio-wp8,19,34,87,26,5,50,2111,249,3,3,5.08,18,18
wangvnn_DCIProkon,73,66,192,121,23,147,3502,281,8,9,11.17,117,117
warappa_NEventStore-EventVersioning,7,5,17,3,2,10,213,27,1,1,2,4,4
warriorcns_mgr,146,496,862,120,164,478,11316,1938,54,66,39.7,186,186
Wassasin_cherrity-pick,27,47,89,17,19,51,1647,188,0,0,9.46,38,38
watkinsmatthewp_adventsharp,24,10,61,27,0,45,809,104,14,16,0.5,39,39
wayne-o_cqrs-journey-tryout,117,181,307,121,32,176,5218,571,38,35,28.23,175,175
wbsnipes_AnalyzingUsageDataExamples,5,6,22,5,0,13,290,51,1,1,2.22,6,6
WCOMAB_SqlBulkSync,47,131,395,74,51,257,8396,1087,4,5,10.65,45,45
webapibook_WebApiBook.Security,55,32,95,44,5,77,1361,153,0,0,4,39,39
WebApiContrib_WebApiContrib.IoC.CastleWindsor,2,3,9,0,0,9,65,13,0,0,0.12,1,1
WebApiContrib_WebApiContrib.Logging.Raygun,10,4,14,34,0,11,360,37,0,0,1.83,8,8
WebApiContrib_WebApiContrib.Tracing.Log4Net,1,2,3,1,0,2,62,10,0,0,0,0,0
WebDaD_StraTic,72,57,135,179,0,112,2571,169,24,26,13.37,49,49
weberypf_mytools,24,8,41,41,8,38,840,60,15,25,2,33,33
webley_DeedSimple,50,9,104,94,0,64,1152,131,8,8,0.25,62,62
webmooch_TcpConnectionsViewer,31,58,103,146,1,59,2910,195,1,1,7.41,27,27
weeksdev_farnam,6,8,23,12,1,15,394,47,0,0,0.98,4,4
wellingtonme_GISPousoAlegreTCC,34,26,44,63,23,24,1068,150,5,5,0.93,48,48
westmonroe_mvvmcross-demo,10,14,12,10,0,7,181,15,1,1,0.84,6,6
whitepages_Sample-Apps,1,0,4,0,0,4,75,19,0,0,0,0,0
Wicloz_Technic-Modpack-Builder,18,98,126,13,39,52,2591,493,0,0,7.67,26,26
wilckerson_SENAI-SPE,182,81,917,582,7,425,8980,1387,33,36,6.19,273,273
wildbillcat_YalePapercutSFASBillingService,14,65,58,0,19,50,1353,195,0,0,4.16,17,17
WildGums_Orc.CsvHelper,60,54,273,6,6,165,2325,477,21,21,9.21,30,30
WildGums_Orc.Feedback,9,9,12,15,0,6,225,12,3,3,0,0,0
WildGums_Orc.LicenseManager,202,233,416,291,15,219,8327,931,57,60,21.72,216,216
WildGums_Orc.ProjectManagement,180,148,743,188,0,260,6709,1096,90,96,16.76,231,231
WildGums_Orc.Squirrel,42,53,80,86,12,41,2943,143,3,3,6.12,28,28
wilfrem_GameLib.Maths,32,115,542,60,75,526,8077,698,5,5,14.76,106,106
willdean_owin-cas,8,4,22,12,0,12,396,47,1,1,1.05,11,11
williamjhagen_blowout,62,180,72,0,128,42,874,80,0,0,5.66,64,64
williancarvalho_DotNetSmartBuild,14,34,31,42,5,19,768,85,2,2,1.98,16,16
williewonka_Clausewitz-EU4-Editor,8,39,64,5,18,5,2178,405,0,0,3.71,5,5
winappkits_EdmundsAPI,51,55,90,172,20,34,2607,185,4,4,10.78,53,53
winappkits_MeetupAPI,8,24,26,22,8,5,627,41,0,0,2.62,9,9
winappkits_RottenTomatoesAPI,42,55,87,90,13,42,2142,160,8,10,10.64,44,44
winappkits_StackExchangeAPI,13,14,17,17,5,8,321,22,0,0,2.03,10,10
winappkits_TomTomAPI,34,32,73,54,10,42,1801,140,11,10,2.89,44,44
WinMXUnlimited_WinMXChannelRejoiner,12,20,46,14,2,20,667,118,0,0,3.84,11,11
wiyonoaten_XPlatMvvmLabApp,18,24,68,26,1,40,1335,117,0,0,7,16,16
wjn161_SharpTools,232,483,1812,543,66,1042,32617,5352,102,108,58.6,829,829
wlandeck_DeckBuilderPro,168,66,383,323,0,288,4483,483,77,90,10.74,331,331
wmeints_SyncFrameworkToolkit,198,697,908,280,315,427,20831,2696,48,46,51.99,502,502
woanware_SessionViewer,39,80,193,126,8,82,5425,633,7,9,10.09,58,58
WordFly_TidyNet,89,494,441,271,257,280,17171,1915,57,61,31.89,261,261
Workshop2_MergeReminder,12,6,45,35,0,18,683,105,0,0,0.85,17,17
Workshop2_ParameterDependencyDetector,11,5,30,11,1,14,405,72,1,1,0,11,11
Workshop2_Put.io.Wp,98,58,262,189,0,146,4213,429,31,31,12,107,107
wowhy_json,8,13,32,6,2,9,616,99,0,0,0.64,6,6
wriley_USBSharp,2,36,54,1,36,41,816,56,0,0,1.98,1,1
wrparra_Correios.NET,7,6,26,16,1,14,279,41,1,1,1.39,5,5
WSDOT-GIS_elc-dotnet-client,23,20,53,80,0,42,1901,157,6,6,2.67,17,17
wso2_bam-data-publishers,23,52,126,23,0,65,1676,182,9,13,9.94,28,28
Wynncraft_WynnPSV,4,3,5,3,0,2,197,28,0,0,0,1,1
Wynncraft_WynnQT,4,3,10,3,0,3,257,108,0,0,0,1,1
x893_RFM6X-TOOL,157,1381,1271,622,16,431,35104,3515,20,22,56.76,315,315
x893_SX1231,163,1394,1351,622,16,498,40139,3943,25,31,58.66,299,299
XadillaX_CloudFlareDynamicHelper,8,12,37,4,6,19,524,72,0,0,2.35,6,6
xamarin_evolve-quest,16,12,59,12,0,21,777,94,1,1,3.48,6,6
xamarin_VervetaCRM,116,181,259,270,65,159,5546,407,42,41,23.1,155,155
xbf321_Elco,45,29,192,165,13,170,4435,352,5,5,1,67,67
xbf321_PlantEng,965,3352,6764,2201,990,4091,142127,16339,380,403,193.8,3360,3360
xchangecore_connector-BasicIncidentApp,2472,10367,871,10174,57,543,145723,1451,720,946,94.88,2674,2674
xcvd_Detours,21,38,49,21,28,47,841,69,0,0,2.57,27,27
xdo-soft_CryptoNoteMultiWalletMonitor,3,19,12,18,0,1,602,80,0,0,0,2,2
Xeago_Carnaval-Radio,161,329,1087,644,47,617,32409,3291,22,20,39.19,394,394
xeb_mono-xunit-with-cde-example,2,0,2,0,0,2,21,2,0,0,0,1,1
xedoc_NetJoy3d,205,196,421,340,123,283,8206,714,99,114,15.72,292,292
XemioNetwork_LeagueStatistics,67,14,111,213,0,84,2965,197,15,16,11.35,70,70
xescpereta_breinstormin,185,609,927,543,71,499,21526,3326,29,28,59.25,269,269
xhackers_LoginGear,61,13,57,82,6,40,1399,70,13,13,0.92,41,41
xiaotou745_achuan.net,153,165,891,334,6,669,16438,1956,56,67,24.96,283,283
xiaoyifang_PrettyJunction,12,29,99,21,0,43,1551,279,0,0,5.31,23,23
xingmanzhao_OratorAoLPerformance,604,1374,2972,1188,536,1462,59829,7282,206,235,138.62,1354,1354
xinmyname_dotnet-aws-mturk,148,365,333,341,9,237,10893,653,55,56,16.03,138,138
xinmyname_EmbeddedResourceLoader,6,4,15,5,2,10,131,30,2,2,1.03,4,4
xiwc_clipboard-ring,26,74,123,50,34,62,1521,204,0,0,7.12,23,23
XLabs_Xamarin-Forms-Labs-Samples,38,57,71,50,0,35,1584,98,0,0,12.32,35,35
xlgwr_usbQRbar,75,259,450,68,132,199,8224,1085,4,4,21.76,53,53
xmj112288_Study,1243,4126,8354,3638,557,4961,186461,17088,574,807,529.03,2549,2549
xnbya_gameoflife,2,5,5,0,2,5,256,10,0,0,0.75,1,1
xoofx_SharpDiff,16,31,54,13,6,45,1517,142,2,2,2.82,15,15
xoposhiy_npoi,5871,23101,22024,18461,4372,16909,531248,43264,1893,2372,2381.45,17221,17221
xpohama_Luceneria,9,10,23,10,1,17,283,30,1,1,1.62,5,5
xranom_Chronos,38,45,139,43,9,102,1486,210,8,8,6.32,70,70
xtravar_CppNet,28,139,253,1,61,125,4430,1240,12,12,10.65,56,56
xuanye_vulcan,36,51,154,38,2,94,4523,544,7,7,6.42,37,37
xurubin_MXiTunesHelper,12,21,24,10,8,12,338,40,2,2,1.08,15,15
xvdiff_SharpFu,11,15,76,8,0,30,526,95,0,0,4.19,0,0
xy2041_GmailNotifierClone,39,68,251,92,7,146,3671,564,8,6,8.86,56,56
xysz0824_GameNetwork,12,33,47,7,5,26,586,138,0,0,3.13,20,20
y86f_equusmodel01,47,75,201,101,1,110,10227,479,6,6,10.31,46,46
yakumo_XaQiita,3,4,6,8,0,4,110,7,0,0,0,0,0
yaml_Yaml.NET,33,14,80,52,0,69,1407,80,12,17,1.77,16,16
yammer_dotnet-yammersdk,42,94,154,86,14,58,3094,246,10,10,11.78,28,28
yangxing5200_ExtMvcDemo,43,34,245,44,4,210,4406,612,7,7,4,20,20
yanigisawa_command-runner-service,4,4,12,4,0,6,148,22,0,0,0.17,5,5
yaur_SpellUnit,19,12,38,21,0,27,566,76,6,6,2.9,25,25
Yavari_Training-wmqr,1,0,1,0,0,0,28,4,0,0,0,0,0
ycchiu_Unity,1176,3650,6144,1706,1508,4632,104226,15836,344,396,319.84,2874,2874
yhLars_SchoolFactoryBuilderDag6,13,7,22,12,0,22,197,22,10,13,0,7,7
YiannisBourkelis_AdvancedColorPicker,9,14,36,5,2,25,431,46,0,0,3.33,9,9
yinsee_barcamppg2013-wp,26,84,134,37,12,35,2233,273,1,1,8.63,34,34
yishaigalatzer_RestartLogging,8,1,9,4,1,8,158,29,0,0,1,12,12
YiyangLi_MatchMe,24,29,86,37,0,52,1993,234,7,11,3.92,51,51
ymofen_mybean.net,84,99,214,20,41,135,3265,321,26,24,9.89,89,89
yoctopuce-examples_BikeInclinometer,5,18,27,4,0,7,472,52,0,0,1.58,2,2
YoloSoftDE_YoloTrack,102,140,346,86,50,199,6126,604,33,36,19.07,237,237
yongweisun_codelineCounter,14,9,23,18,0,11,347,36,6,6,0.92,6,6
youknowjack1_nsim,22,23,87,22,0,50,783,136,11,15,4.32,22,22
youthjoy_hfoa,864,8987,4619,8470,309,4397,330458,45920,11,15,32.18,1385,1385
yreynhout_MessTalk,9,9,11,11,0,3,276,30,4,4,1.52,12,12
ysun88_vs2013,13,9,33,2,0,18,272,41,5,5,1.8,10,10
ytechie_FluentMessaging,14,10,28,11,1,22,299,37,5,5,1.12,15,15
ytechie_Manufacturing.DataPusher,9,14,17,7,0,10,223,24,2,2,0.86,9,9
ytechie_Manufacturing.FacilityDataReceiver,11,24,35,24,0,25,491,62,4,4,3.56,8,8
yuizumi_nmahjong,153,183,540,167,41,250,5743,757,72,69,21.43,507,507
yujiang_vsLua,164,373,574,175,284,381,9317,1356,37,52,40.69,636,636
yuligang1234_WeiXin,47,83,222,69,21,136,7063,763,8,8,4.86,48,48
Yuri999_dispetcher,109,137,497,201,2,221,12834,1108,17,18,17.45,197,197
yury-sannikov_problem-json-webapi,6,6,14,6,0,11,175,18,0,0,1.47,5,5
yzzw006_CardGames,28,129,278,71,4,119,4662,778,7,7,15.8,71,71
z-george-ma_Pool,6,12,20,0,0,12,158,25,3,3,1,4,4
Z2HShawn_Biba_Reporter,1182,5614,4026,34,4954,3114,57532,8614,144,146,395.42,66,66
zaardon_UTS-.Net-Enterprise-Development-Assignment1,3,3,50,0,0,32,346,59,0,0,0.59,1,1
zacharyyates_programming-1,14,11,29,8,5,18,328,45,5,3,1.51,8,8
zachbonham_Logging,10,3,16,23,0,9,193,16,4,4,0.66,9,9
zackee12_veil,22,96,188,8,8,77,9135,756,5,5,10.25,26,26
Zaibot_ThreadWatchdog,11,18,33,14,1,10,600,51,3,5,5.65,11,11
zalamtech_NhibernateGenericDao,52,132,518,57,61,379,5445,1069,26,26,10.99,74,74
zardav_FishBench,7,19,25,15,0,10,468,47,0,0,1.55,3,3
zarthcode_EESpeak,8,29,26,4,0,6,768,186,0,0,2.91,4,4
Zathos_PhotoDescription,14,8,52,23,0,30,525,79,2,2,1.97,20,20
zavaliy1988_TaskManager,15,67,76,3,24,38,1303,177,0,0,6.83,22,22
zbw911_DevLib.Mvc,99,37,361,77,3,207,4289,529,51,58,12.19,99,99
Zelenov_ColorGraph,46,53,275,19,20,193,2580,427,34,56,8.51,127,127
zenith-nz_BitManipulator,3,0,199,0,0,181,3523,273,0,0,0,1,1
zenith-nz_LZ4PCL,3,44,21,5,0,11,735,70,0,0,1.76,2,2
zenith-nz_PerfCopy,2,1,38,0,0,37,832,68,0,0,0.78,1,1
ZenLulz_DesignPatterns,37,14,52,14,1,42,680,64,15,15,0.75,26,26
ZenLulz_DoublyLinkedList.NET,3,0,25,8,0,24,484,49,0,0,0,2,2
Zer0-One_StatementSearch,7,12,27,8,2,6,512,75,0,0,1.32,3,3
ZeroSharp_Xaf_MainDemo_ReportSync,61,40,147,56,3,65,1908,244,4,4,10.42,46,46
zhaopeiym_MyCode,2,0,3,0,0,3,122,15,0,0,0,0,0
zhongzf_Orchard.Platform,836,754,3357,1074,20,1990,35752,5333,464,575,108.84,1898,1898
zippy1981_XmlGridControl,21,36,130,61,18,73,2969,513,10,10,3.88,36,36
ziyasal_SpecF,12,2,27,14,0,14,257,36,2,2,0.67,14,14
zkniebel_TweetNet,11,76,21,42,7,21,1079,25,4,4,6.17,10,10
