LOC,TotalImplSmells,TotalDesignSmells,ImplSmellDensity,DesignSmellDensity,,,
22224,224,363,10.07919366,16.3336933,,,
639,13,18,20.34428795,28.16901408,,,
1521,95,22,62.45890861,14.46416831,,,
75023,1230,939,16.39497221,12.51616171,,,
22923,385,431,16.79535837,18.80207652,,,
439,18,5,41.0022779,11.38952164,,,
2293,86,10,37.50545137,4.361098997,,,
11369,1039,93,91.38886446,8.180138974,,,
862,35,11,40.60324826,12.76102088,,,
129,1,1,7.751937984,7.751937984,,,
375,0,8,0,21.33333333,,,
930,27,12,29.03225806,12.90322581,,,
1154,4,28,3.466204506,24.26343154,,,
636,13,3,20.44025157,4.716981132,,,
15467,452,253,29.22350811,16.35740609,,,
22016,1372,259,62.31831395,11.76417151,,,
144,1,2,6.944444444,13.88888889,,,
15756,401,203,25.45062199,12.88398071,,,
459,1,12,2.178649237,26.14379085,,,
77,2,0,25.97402597,0,,,
13,0,2,0,153.8461538,,,
83,0,5,0,60.24096386,,,
1041,16,6,15.3698367,5.763688761,,,
100075,5959,1735,59.54534099,17.33699725,,,
158,2,2,12.65822785,12.65822785,,,
0,0,0,0,0,,,
4592,110,41,23.95470383,8.928571429,,,
10191,123,283,12.06947306,27.76960063,,,
1107,108,15,97.56097561,13.5501355,,,
817,35,10,42.83965728,12.23990208,,,
776,14,5,18.04123711,6.443298969,,,
771,2,12,2.594033722,15.56420233,,,
1386,20,14,14.43001443,10.1010101,,,
1076,6,22,5.576208178,20.44609665,,,
1893,104,43,54.93924987,22.71526677,,,
7662,1040,69,135.7347951,9.005481597,,,
622,3,29,4.823151125,46.62379421,,,
7693,226,62,29.37735604,8.059274665,,,
322,2,3,6.211180124,9.316770186,,,
136,0,6,0,44.11764706,,,
546,14,3,25.64102564,5.494505495,,,
108,34,2,314.8148148,18.51851852,,,
1436,221,17,153.8997214,11.83844011,,,
1405,83,59,59.0747331,41.99288256,,,
1404,25,58,17.80626781,41.31054131,,,
128,4,0,31.25,0,,,
52,0,2,0,38.46153846,,,
1343,56,16,41.69769173,11.91362621,,,
221,5,5,22.62443439,22.62443439,,,
3685,68,60,18.4531886,16.28222524,,,
4010,22,38,5.486284289,9.476309227,,,
642,35,14,54.51713396,21.80685358,,,
0,0,0,0,0,,,
3225,23,54,7.131782946,16.74418605,,,
830,20,13,24.09638554,15.6626506,,,
10305,239,97,23.19262494,9.412906356,,,
332,9,5,27.10843373,15.06024096,,,
89,1,0,11.23595506,0,,,
44871,1460,413,32.53771924,9.204163045,,,
906,8,18,8.830022075,19.86754967,,,
817,10,9,12.23990208,11.01591187,,,
4660,229,22,49.1416309,4.721030043,,,
635,127,1,200,1.57480315,,,
3076,144,46,46.81404421,14.95448635,,,
406,1,7,2.463054187,17.24137931,,,
117,11,0,94.01709402,0,,,
2184,168,30,76.92307692,13.73626374,,,
1660,26,23,15.6626506,13.85542169,,,
252,13,2,51.58730159,7.936507937,,,
382,26,4,68.06282723,10.47120419,,,
7144,394,56,55.15117581,7.838745801,,,
3338,62,49,18.57399641,14.67944877,,,
7710,68,356,8.819714656,46.17380026,,,
35124,2176,262,61.95194169,7.459287097,,,
403,7,2,17.36972705,4.962779156,,,
1291,23,8,17.81564679,6.196746708,,,
1045,15,1,14.35406699,0.956937799,,,
209,8,0,38.27751196,0,,,
99,0,2,0,20.2020202,,,
190,14,2,73.68421053,10.52631579,,,
335,2,3,5.970149254,8.955223881,,,
2391,57,40,23.83939774,16.72940192,,,
1074,6,9,5.586592179,8.379888268,,,
708,23,2,32.48587571,2.824858757,,,
1560,136,3,87.17948718,1.923076923,,,
405,3,1,7.407407407,2.469135802,,,
240,2,10,8.333333333,41.66666667,,,
317,1,4,3.154574132,12.61829653,,,
879,32,31,36.40500569,35.26734926,,,
2333,73,22,31.29018431,9.42991856,,,
67,0,0,0,0,,,
665,2,3,3.007518797,4.511278195,,,
944,41,13,43.43220339,13.77118644,,,
1609,34,37,21.13113735,22.99564947,,,
3128,66,20,21.09974425,6.393861893,,,
32746,5549,447,169.4558114,13.6505222,,,
4904,127,52,25.89722675,10.60358891,,,
1646,35,39,21.2636695,23.69380316,,,
55679,5317,800,95.49381275,14.36807414,,,
3,0,2,0,666.6666667,,,
644,13,2,20.1863354,3.105590062,,,
239,13,1,54.39330544,4.184100418,,,
2272,118,38,51.93661972,16.72535211,,,
730,149,3,204.109589,4.109589041,,,
78,0,2,0,25.64102564,,,
10380,160,120,15.41425819,11.56069364,,,
801,31,6,38.70162297,7.490636704,,,
1211,217,15,179.1907514,12.38645747,,,
4163,272,26,65.337497,6.245496037,,,
6728,393,40,58.41260404,5.94530321,,,
158598,2926,702,18.44916077,4.426285325,,,
21667,179,76,8.261411363,3.507638344,,,
3794,87,31,22.9309436,8.170795994,,,
507,3,65,5.917159763,128.2051282,,,
405,3,11,7.407407407,27.16049383,,,
327,8,1,24.4648318,3.058103976,,,
93,0,1,0,10.75268817,,,
795,28,12,35.22012579,15.09433962,,,
4463,147,81,32.937486,18.14922698,,,
747,233,2,311.914324,2.677376171,,,
895,219,6,244.6927374,6.703910615,,,
360,15,2,41.66666667,5.555555556,,,
408,204,2,500,4.901960784,,,
315,43,2,136.5079365,6.349206349,,,
602,150,11,249.1694352,18.27242525,,,
483,9,2,18.63354037,4.140786749,,,
8649,444,79,51.3354145,9.134003931,,,
1826,49,40,26.83461117,21.90580504,,,
435,2,4,4.597701149,9.195402299,,,
698,11,2,15.75931232,2.865329513,,,
915,74,27,80.87431694,29.50819672,,,
77,2,1,25.97402597,12.98701299,,,
3382,244,65,72.14665878,19.21939681,,,
435,37,0,85.05747126,0,,,
1734,19,50,10.95732411,28.83506344,,,
3122,58,36,18.57783472,11.53106983,,,
371,17,5,45.82210243,13.47708895,,,
327,5,4,15.29051988,12.2324159,,,
359,13,10,36.21169916,27.8551532,,,
1060,16,36,15.09433962,33.96226415,,,
186,10,3,53.76344086,16.12903226,,,
13663,21,1162,1.536997731,85.04720779,,,
5495,1427,43,259.6906278,7.825295723,,,
623,1,3,1.605136437,4.81540931,,,
1745,16,70,9.169054441,40.11461318,,,
244,3,1,12.29508197,4.098360656,,,
12446,221,140,17.75670898,11.24859393,,,
1342,15,13,11.17734724,9.687034277,,,
3857,164,47,42.52009334,12.18563651,,,
197,5,12,25.38071066,60.91370558,,,
4504,296,35,65.71936057,7.770870337,,,
42,0,2,0,47.61904762,,,
1272,29,51,22.79874214,40.09433962,,,
282,2,3,7.092198582,10.63829787,,,
383,3,2,7.832898172,5.221932115,,,
5057,619,26,122.4045877,5.141388175,,,
371,5,4,13.47708895,10.78167116,,,
950,7,24,7.368421053,25.26315789,,,
2061,44,11,21.34885978,5.337214944,,,
2720,33,31,12.13235294,11.39705882,,,
323,3,2,9.287925697,6.191950464,,,
485,2,7,4.12371134,14.43298969,,,
1156,0,9,0,7.785467128,,,
5216,153,53,29.33282209,10.16104294,,,
769,26,9,33.81014304,11.70351105,,,
2404,29,60,12.06322795,24.95840266,,,
244,3,6,12.29508197,24.59016393,,,
0,0,0,0,0,,,
231,3,10,12.98701299,43.29004329,,,
7728,566,62,73.24016563,8.022774327,,,
79235,5102,560,64.39073642,7.06758377,,,
0,0,0,0,0,,,
473,23,10,48.62579281,21.14164905,,,
161,11,1,68.32298137,6.211180124,,,
1038,11,14,10.5973025,13.48747592,,,
1036,13,17,12.54826255,16.40926641,,,
1377,94,5,68.26434277,3.631082062,,,
146,7,0,47.94520548,0,,,
84,6,0,71.42857143,0,,,
9046,146,123,16.13973027,13.59717002,,,
447,3,7,6.711409396,15.65995526,,,
9468,534,66,56.40050697,6.970849176,,,
852,14,9,16.43192488,10.56338028,,,
1160,3,7,2.586206897,6.034482759,,,
618,126,1,203.8834951,1.618122977,,,
1738,28,14,16.11047181,8.055235903,,,
1827,143,23,78.27038862,12.58894362,,,
1065,24,14,22.53521127,13.14553991,,,
1657,9,78,5.431502716,47.07302354,,,
1208,0,27,0,22.35099338,,,
302,4,20,13.24503311,66.22516556,,,
2903,102,29,35.13606614,9.989665863,,,
25704,435,287,16.92343604,11.16557734,,,
90,2,2,22.22222222,22.22222222,,,
2652,54,32,20.36199095,12.06636501,,,
597,35,5,58.62646566,8.37520938,,,
1776,115,21,64.75225225,11.82432432,,,
1155,54,16,46.75324675,13.85281385,,,
45060,904,269,20.06213937,5.96981802,,,
290,5,2,17.24137931,6.896551724,,,
2211,196,15,88.64767074,6.784260516,,,
409,8,11,19.5599022,26.89486553,,,
877,5,13,5.701254276,14.82326112,,,
7462,144,215,19.2977754,28.81265076,,,
221,2,5,9.049773756,22.62443439,,,
64613,7052,795,109.1421231,12.30402551,,,
198,5,4,25.25252525,20.2020202,,,
305,8,13,26.2295082,42.62295082,,,
50974,2244,450,44.02244281,8.828029976,,,
1498,169,14,112.8170895,9.345794393,,,
1507,29,33,19.24353019,21.89781022,,,
646,56,2,86.6873065,3.095975232,,,
3429,28,18,8.165645961,5.249343832,,,
2365,19,19,8.033826638,8.033826638,,,
118,2,2,16.94915254,16.94915254,,,
3156,79,36,25.03168568,11.40684411,,,
605,13,5,21.48760331,8.26446281,,,
9499,272,113,28.63459312,11.89598905,,,
1829,33,31,18.04264625,16.94915254,,,
4253,66,22,15.51845756,5.172819186,,,
1061,62,1,58.43543827,0.942507069,,,
16301,312,30,19.13993007,1.840377891,,,
2411,253,34,104.9357113,14.10203235,,,
4382,100,37,22.82062985,8.443633044,,,
814,15,10,18.42751843,12.28501229,,,
1981,59,34,29.78293791,17.16304897,,,
1452,34,10,23.41597796,6.887052342,,,
522,0,18,0,34.48275862,,,
431,0,1,0,2.320185615,,,
53,0,1,0,18.86792453,,,
820,6,21,7.317073171,25.6097561,,,
679,5,3,7.36377025,4.41826215,,,
452,18,3,39.82300885,6.637168142,,,
20698,914,213,44.15885593,10.29084936,,,
1954,64,25,32.75332651,12.79426817,,,
55176,1076,908,19.50123242,16.45643033,,,
2985,75,31,25.12562814,10.38525963,,,
1465,365,12,249.1467577,8.19112628,,,
1016,39,10,38.38582677,9.842519685,,,
1801,20,23,11.1049417,12.77068295,,,
13786,315,211,22.84926737,15.30538227,,,
235,0,3,0,12.76595745,,,
93,3,1,32.25806452,10.75268817,,,
674,3,3,4.451038576,4.451038576,,,
1417,17,25,11.99717713,17.64290755,,,
1928,369,15,191.3900415,7.780082988,,,
11,1,0,90.90909091,0,,,
1691,119,25,70.37256062,14.78415139,,,
3227,146,28,45.24325999,8.676789588,,,
6042,335,207,55.44521682,34.26017875,,,
893,60,9,67.18924972,10.07838746,,,
140,12,0,85.71428571,0,,,
1581,22,6,13.91524352,3.795066414,,,
344,0,8,0,23.25581395,,,
1010,36,45,35.64356436,44.55445545,,,
367,0,6,0,16.34877384,,,
523,0,11,0,21.03250478,,,
6550,241,37,36.79389313,5.648854962,,,
761,2,9,2.628120894,11.82654402,,,
399,32,2,80.20050125,5.012531328,,,
3275,301,34,91.90839695,10.38167939,,,
195,1,4,5.128205128,20.51282051,,,
229,2,27,8.733624454,117.9039301,,,
20077,3432,105,170.9418738,5.22986502,,,
23294,541,185,23.22486477,7.941959303,,,
4311,31,53,7.190906982,12.29413129,,,
151842,5070,1257,33.38997115,8.278341961,,,
3095,101,37,32.63327948,11.95476575,,,
2598,80,57,30.79291763,21.93995381,,,
210,0,5,0,23.80952381,,,
958,39,3,40.70981211,3.131524008,,,
36587,1578,385,43.13007352,10.52286331,,,
554,105,20,189.5306859,36.10108303,,,
3182,44,32,13.82778127,10.0565682,,,
1692,6,9,3.546099291,5.319148936,,,
2206,16,71,7.25294651,32.18495014,,,
4293,286,31,66.6200792,7.221057536,,,
214,0,2,0,9.345794393,,,
366,2,11,5.464480874,30.05464481,,,
20573,339,133,16.47790794,6.46478394,,,
96,1,0,10.41666667,0,,,
1395,362,31,259.4982079,22.22222222,,,
213,0,2,0,9.389671362,,,
871,54,6,61.99770379,6.888633754,,,
522,18,4,34.48275862,7.662835249,,,
859,14,4,16.29802095,4.656577416,,,
135,0,8,0,59.25925926,,,
845,2,10,2.366863905,11.83431953,,,
358,46,0,128.4916201,0,,,
394,15,7,38.07106599,17.76649746,,,
4739,152,40,32.07427727,8.440599283,,,
4908,530,112,107.9869601,22.8198859,,,
3267,1291,16,395.1637588,4.897459443,,,
1558,95,12,60.97560976,7.702182285,,,
472,29,14,61.44067797,29.66101695,,,
106,0,4,0,37.73584906,,,
618,8,2,12.94498382,3.236245955,,,
162,0,6,0,37.03703704,,,
0,0,0,0,0,,,
967,63,9,65.14994829,9.307135471,,,
485,11,9,22.68041237,18.55670103,,,
158,1,8,6.329113924,50.63291139,,,
2304,70,13,30.38194444,5.642361111,,,
3190,290,33,90.90909091,10.34482759,,,
82,1,1,12.19512195,12.19512195,,,
370,35,3,94.59459459,8.108108108,,,
242,6,2,24.79338843,8.26446281,,,
154,0,8,0,51.94805195,,,
1988,71,18,35.71428571,9.054325956,,,
540,0,28,0,51.85185185,,,
768,91,5,118.4895833,6.510416667,,,
1536,54,7,35.15625,4.557291667,,,
1397,143,8,102.3622047,5.726556908,,,
1901,41,13,21.567596,6.838506049,,,
1612,70,6,43.42431762,3.722084367,,,
4360,78,29,17.88990826,6.651376147,,,
1704,23,17,13.49765258,9.976525822,,,
8424,141,96,16.73789174,11.3960114,,,
552,3,6,5.434782609,10.86956522,,,
1752,53,5,30.25114155,2.853881279,,,
378,42,13,111.1111111,34.39153439,,,
1873,450,7,240.2562734,3.737319808,,,
2256,39,13,17.28723404,5.762411348,,,
4227,121,69,28.62550272,16.32363378,,,
334,5,2,14.97005988,5.988023952,,,
2533,18,25,7.106198184,9.8697197,,,
3411,14,15,4.10436822,4.397537379,,,
1252,60,7,47.92332268,5.591054313,,,
1733,38,35,21.92729371,20.19619158,,,
460,2,1,4.347826087,2.173913043,,,
474,20,7,42.19409283,14.76793249,,,
287,4,3,13.93728223,10.45296167,,,
5339,77,33,14.42217644,6.180932759,,,
681,6,28,8.810572687,41.11600587,,,
341,6,4,17.59530792,11.73020528,,,
1231,39,12,31.68155971,9.748172218,,,
239466,8954,1953,37.39152949,8.155646313,,,
48690,898,2180,18.44321216,44.77305402,,,
24320,350,405,14.39144737,16.65296053,,,
448,5,22,11.16071429,49.10714286,,,
675,3,28,4.444444444,41.48148148,,,
2152,17,91,7.899628253,42.28624535,,,
93,3,6,32.25806452,64.51612903,,,
333,1,3,3.003003003,9.009009009,,,
611,28,2,45.82651391,3.273322422,,,
317,41,1,129.3375394,3.154574132,,,
10261,210,66,20.46584154,6.432121626,,,
32,4,1,125,31.25,,,
12036,1528,59,126.9524759,4.901960784,,,
793,8,6,10.08827238,7.566204288,,,
82020,794,921,9.680565716,11.22896854,,,
350,14,2,40,5.714285714,,,
508,5,34,9.842519685,66.92913386,,,
546,4,13,7.326007326,23.80952381,,,
1518,33,29,21.73913043,19.10408432,,,
3821,420,30,109.9188694,7.851347815,,,
3941,49,38,12.43339254,9.642222786,,,
42341,3230,164,76.28539713,3.873314282,,,
332,5,2,15.06024096,6.024096386,,,
3528,36,81,10.20408163,22.95918367,,,
2957,321,41,108.5559689,13.86540413,,,
9148,983,120,107.4551815,13.11762134,,,
847,36,14,42.50295159,16.52892562,,,
7010,83,100,11.84022825,14.26533524,,,
214,0,10,0,46.72897196,,,
7674,167,105,21.76179307,13.6825645,,,
469,10,19,21.32196162,40.51172708,,,
2212,77,12,34.81012658,5.424954792,,,
590,13,3,22.03389831,5.084745763,,,
2970,28,75,9.427609428,25.25252525,,,
373,2,17,5.361930295,45.57640751,,,
2159,617,12,285.7804539,5.558128763,,,
10,1,0,100,0,,,
263,1,1,3.802281369,3.802281369,,,
1219,8,9,6.562756358,7.383100902,,,
1721,9,21,5.229517722,12.20220802,,,
46727,1502,422,32.14415648,9.031181116,,,
366,31,10,84.69945355,27.32240437,,,
144,0,4,0,27.77777778,,,
85,2,4,23.52941176,47.05882353,,,
4443,81,43,18.23092505,9.678145397,,,
1357,166,13,122.3286662,9.579955785,,,
5230,245,79,46.84512428,15.10516252,,,
19891,3289,134,165.3511638,6.736715097,,,
425,195,6,458.8235294,14.11764706,,,
357,8,1,22.40896359,2.801120448,,,
830,36,5,43.37349398,6.024096386,,,
11055,176,90,15.92039801,8.141112619,,,
5954,203,80,34.09472623,13.43634531,,,
2160,208,44,96.2962963,20.37037037,,,
863,111,10,128.6210892,11.58748552,,,
2468,21,30,8.5089141,12.15559157,,,
833,2,9,2.400960384,10.80432173,,,
2995,220,33,73.4557596,11.01836394,,,
330,0,4,0,12.12121212,,,
9123,408,98,44.72213088,10.74208046,,,
1861,80,14,42.98764105,7.522837184,,,
195,2,5,10.25641026,25.64102564,,,
129,1,3,7.751937984,23.25581395,,,
2770,9,27,3.249097473,9.747292419,,,
5025,181,41,36.0199005,8.15920398,,,
2280,95,36,41.66666667,15.78947368,,,
1279,40,10,31.27443315,7.818608288,,,
209,43,2,205.7416268,9.56937799,,,
146,1,2,6.849315068,13.69863014,,,
185,3,8,16.21621622,43.24324324,,,
3391,54,49,15.92450605,14.45001474,,,
1933,21,17,10.86394206,8.794619762,,,
5253,88,28,16.752332,5.330287455,,,
491,22,10,44.80651731,20.36659878,,,
2434,160,12,65.73541495,4.930156122,,,
18018,1690,168,93.7950938,9.324009324,,,
38643,2413,282,62.44339208,7.297570064,,,
4490,366,32,81.51447661,7.126948775,,,
1968,92,9,46.74796748,4.573170732,,,
6228,506,32,81.24598587,5.138086063,,,
2916,130,73,44.58161866,25.03429355,,,
7026,3741,129,532.4508967,18.36037575,,,
429,2,2,4.662004662,4.662004662,,,
1666,65,25,39.01560624,15.0060024,,,
7133,634,44,88.88265807,6.168512547,,,
7183,321,84,44.68884867,11.69427816,,,
163,5,1,30.67484663,6.134969325,,,
492,4,3,8.130081301,6.097560976,,,
657,4,7,6.088280061,10.65449011,,,
592,10,43,16.89189189,72.63513514,,,
3190,183,27,57.36677116,8.463949843,,,
407,57,9,140.04914,22.11302211,,,
525,7,6,13.33333333,11.42857143,,,
45957,5382,437,117.1094719,9.508888744,,,
5455,789,2,144.6379468,0.366636114,,,
3130,127,29,40.57507987,9.265175719,,,
3103,213,63,68.64324847,20.30293265,,,
121687,3779,696,31.05508394,5.719592068,,,
3040,1,38,0.328947368,12.5,,,
70,0,2,0,28.57142857,,,
2680,72,22,26.86567164,8.208955224,,,
846,49,16,57.91962175,18.91252955,,,
592,19,2,32.09459459,3.378378378,,,
4199,117,111,27.86377709,26.43486544,,,
57401,1540,510,26.82880089,8.884862633,,,
787,33,5,41.93138501,6.353240152,,,
5378,162,33,30.1227222,6.136110078,,,
14880,1078,204,72.44623656,13.70967742,,,
3723,167,25,44.85629868,6.715014773,,,
595,9,9,15.12605042,15.12605042,,,
843,1,12,1.18623962,14.23487544,,,
52,1,2,19.23076923,38.46153846,,,
644,3,11,4.658385093,17.08074534,,,
1187,40,36,33.69839933,30.32855939,,,
2942,36,21,12.23657376,7.13800136,,,
1461,39,8,26.69404517,5.475701574,,,
189,5,2,26.45502646,10.58201058,,,
2985,145,42,48.57621441,14.07035176,,,
838,1,27,1.193317422,32.21957041,,,
802,86,8,107.2319202,9.975062344,,,
307,15,4,48.85993485,13.02931596,,,
1342,52,18,38.74813711,13.41281669,,,
27590,7707,317,279.3403407,11.48967017,,,
52,3,0,57.69230769,0,,,
1145,17,28,14.84716157,24.45414847,,,
467,13,4,27.8372591,8.565310493,,,
641,6,6,9.360374415,9.360374415,,,
4032,413,25,102.4305556,6.200396825,,,
1042,6,2,5.75815739,1.919385797,,,
32531,2387,218,73.37616427,6.701300298,,,
1771,32,22,18.06888763,12.42236025,,,
1441,63,14,43.71963914,9.715475364,,,
705,71,9,100.7092199,12.76595745,,,
673,25,6,37.14710253,8.915304606,,,
1362,17,23,12.48164464,16.88693098,,,
398,6,2,15.07537688,5.025125628,,,
139,5,0,35.97122302,0,,,
15283,447,106,29.24818426,6.935811032,,,
798,7,14,8.771929825,17.54385965,,,
9832,450,82,45.76891782,8.340113914,,,
464,9,2,19.39655172,4.310344828,,,
2835,26,32,9.171075838,11.28747795,,,
0,0,0,0,0,,,
4408,141,29,31.98729583,6.578947368,,,
2412,93,9,38.55721393,3.731343284,,,
4491,205,26,45.64684925,5.789356491,,,
9599,162,146,16.876758,15.2099177,,,
13,0,0,0,0,,,
799,16,4,20.02503129,5.006257822,,,
32302,832,334,25.75691908,10.33991703,,,
147,1,1,6.802721088,6.802721088,,,
544,4,4,7.352941176,7.352941176,,,
5900,220,81,37.28813559,13.72881356,,,
2736,35,34,12.79239766,12.42690058,,,
270,9,4,33.33333333,14.81481481,,,
1047,25,19,23.87774594,18.14708691,,,
4228,0,16,0,3.784295175,,,
1037,58,3,55.93056895,2.892960463,,,
610,30,6,49.18032787,9.836065574,,,
31752,6398,916,201.4991182,28.84857647,,,
82729,3564,1614,43.0804192,19.50948277,,,
243,9,1,37.03703704,4.115226337,,,
3412,31,49,9.085580305,14.36107855,,,
2872,147,29,51.18384401,10.09749304,,,
666,44,3,66.06606607,4.504504505,,,
3419,71,60,20.76630594,17.54899093,,,
9205,554,118,60.18468224,12.81912004,,,
1362,19,14,13.95007342,10.27900147,,,
1258,34,20,27.02702703,15.89825119,,,
4110,465,7,113.1386861,1.703163017,,,
4273,177,90,41.4228879,21.06248537,,,
1283,8,14,6.235385814,10.91192518,,,
200,0,2,0,10,,,
0,0,0,0,0,,,
53,2,1,37.73584906,18.86792453,,,
3483,57,28,16.36520241,8.039046799,,,
33066,2440,363,73.79181032,10.97804391,,,
4606,106,16,23.0134607,3.473729917,,,
1429,39,10,27.29181246,6.99790063,,,
3078,14,142,4.548408057,46.13385315,,,
21877,1198,114,54.76070759,5.210952142,,,
2381,7,38,2.939941201,15.95968081,,,
59411,902,874,15.18237363,14.71108044,,,
1387,25,18,18.02451334,12.9776496,,,
3762,510,30,135.5661882,7.974481659,,,
1919,47,15,24.49192288,7.816571131,,,
2333,40,30,17.14530647,12.85897985,,,
2223,49,42,22.0422852,18.89338731,,,
461,25,2,54.22993492,4.338394794,,,
2234,46,55,20.5908684,24.61951656,,,
829,36,10,43.42581423,12.06272618,,,
7299,269,44,36.85436361,6.028223044,,,
534,843,1,1578.651685,1.872659176,,,
146,1,6,6.849315068,41.09589041,,,
2121,79,15,37.2465818,7.072135785,,,
1502,36,14,23.96804261,9.320905459,,,
39,0,3,0,76.92307692,,,
24394,1454,112,59.60482086,4.591292941,,,
19410,431,380,22.20504894,19.57753735,,,
150,0,1,0,6.666666667,,,
380,2,2,5.263157895,5.263157895,,,
13842,192,110,13.87082792,7.946828493,,,
8154,1486,65,182.2418445,7.971547707,,,
569,26,3,45.69420035,5.272407733,,,
192,14,3,72.91666667,15.625,,,
8936,691,64,77.32766338,7.162041182,,,
240,1,4,4.166666667,16.66666667,,,
5183,482,17,92.99633417,3.279953695,,,
372,69,1,185.483871,2.688172043,,,
31456,2172,362,69.04883011,11.50813835,,,
4512,194,32,42.9964539,7.092198582,,,
1640,93,28,56.70731707,17.07317073,,,
37,0,0,0,0,,,
110,3,1,27.27272727,9.090909091,,,
57,0,3,0,52.63157895,,,
447,17,2,38.03131991,4.474272931,,,
330,3,1,9.090909091,3.03030303,,,
3753,289,18,77.00506262,4.79616307,,,
278088,9981,4268,35.89151635,15.34765973,,,
16635,186,365,11.18124436,21.94168921,,,
596,16,8,26.84563758,13.42281879,,,
1601,30,17,18.73828857,10.61836352,,,
28386,3135,308,110.4417671,10.85041922,,,
14603,20,106,1.369581593,7.258782442,,,
2882,6,17,2.081887578,5.898681471,,,
70,0,8,0,114.2857143,,,
26733,2699,142,100.9613586,5.31178693,,,
398,17,2,42.71356784,5.025125628,,,
1824,460,23,252.1929825,12.60964912,,,
1916,69,63,36.0125261,32.88100209,,,
3277,60,15,18.30942936,4.577357339,,,
54336,4437,354,81.6585689,6.515017668,,,
45,0,2,0,44.44444444,,,
107,1,6,9.345794393,56.07476636,,,
5396,305,58,56.52335063,10.74870274,,,
8371,228,101,27.23688926,12.0654641,,,
2334,53,7,22.70779777,2.999143102,,,
252,2,2,7.936507937,7.936507937,,,
309,5,1,16.18122977,3.236245955,,,
5496,655,59,119.1775837,10.73508006,,,
656,14,6,21.34146341,9.146341463,,,
37220,3570,227,95.9161741,6.098871574,,,
440,45,4,102.2727273,9.090909091,,,
148,2,1,13.51351351,6.756756757,,,
376,0,1,0,2.659574468,,,
2563,23,47,8.973858759,18.33788529,,,
4615,76,46,16.468039,9.967497291,,,
195,23,1,117.9487179,5.128205128,,,
534,10,3,18.72659176,5.617977528,,,
4267,43,28,10.07733771,6.561987345,,,
3213,19,23,5.913476502,7.158418923,,,
4823,581,86,120.4644412,17.83122538,,,
0,0,0,0,0,,,
1851,246,28,132.9011345,15.1269584,,,
548,159,6,290.1459854,10.94890511,,,
1759,294,38,167.1404207,21.60318363,,,
293,1,3,3.412969283,10.23890785,,,
181,0,6,0,33.14917127,,,
352,17,9,48.29545455,25.56818182,,,
5604,142,81,25.33904354,14.45396146,,,
982,191,21,194.5010183,21.38492872,,,
87,0,1,0,11.49425287,,,
653,80,10,122.5114855,15.31393568,,,
5270,272,196,51.61290323,37.19165085,,,
3057,145,20,47.432123,6.542361793,,,
5329,6,104,1.125914806,19.51585663,,,
0,0,0,0,0,,,
1732,25,54,14.43418014,31.1778291,,,
2105,29,11,13.77672209,5.225653207,,,
12405,471,237,37.96856106,19.10519952,,,
465,52,2,111.827957,4.301075269,,,
249,0,2,0,8.032128514,,,
2917,18,94,6.170723346,32.22488858,,,
331,5,3,15.10574018,9.063444109,,,
3772,61,26,16.17179215,6.892895016,,,
266,4,4,15.03759398,15.03759398,,,
236,2,1,8.474576271,4.237288136,,,
1549,65,21,41.96255649,13.55713363,,,
46,0,3,0,65.2173913,,,
1616,64,20,39.6039604,12.37623762,,,
9557,494,248,51.68986083,25.94956576,,,
751,28,8,37.28362184,10.65246338,,,
2002,102,11,50.94905095,5.494505495,,,
1530,223,14,145.751634,9.150326797,,,
6285,129,100,20.52505967,15.91089897,,,
497,77,6,154.9295775,12.07243461,,,
3608,512,28,141.9068736,7.760532151,,,
6741,525,108,77.88161994,16.02136182,,,
249,0,0,0,0,,,
192,5,1,26.04166667,5.208333333,,,
158,11,0,69.62025316,0,,,
93,3,8,32.25806452,86.02150538,,,
344,3,7,8.720930233,20.34883721,,,
404,26,2,64.35643564,4.95049505,,,
1218,19,14,15.59934319,11.49425287,,,
1579,36,20,22.79924003,12.66624446,,,
1108,73,13,65.88447653,11.73285199,,,
4667,162,113,34.7118063,24.21255625,,,
825,16,22,19.39393939,26.66666667,,,
0,0,0,0,0,,,
502,10,6,19.92031873,11.95219124,,,
1046,73,16,69.78967495,15.29636711,,,
2636,28,19,10.62215478,7.207890744,,,
1757,31,42,17.64371087,23.90438247,,,
513,7,2,13.64522417,3.898635478,,,
1863,36,12,19.3236715,6.441223833,,,
2198,22,44,10.00909918,20.01819836,,,
677,21,4,31.01920236,5.908419498,,,
470,29,8,61.70212766,17.0212766,,,
161,2,4,12.42236025,24.8447205,,,
132,0,8,0,60.60606061,,,
2456,260,22,105.8631922,8.957654723,,,
5750,62,109,10.7826087,18.95652174,,,
789,18,3,22.81368821,3.802281369,,,
216303,10880,2182,50.29981091,10.08770105,,,
291,0,7,0,24.05498282,,,
611,0,14,0,22.91325696,,,
2161,8,54,3.70198982,24.98843128,,,
11580,231,200,19.94818653,17.27115717,,,
0,0,0,0,0,,,
0,0,0,0,0,,,
576,14,2,24.30555556,3.472222222,,,
162,1,1,6.172839506,6.172839506,,,
955,31,14,32.46073298,14.65968586,,,
21235,1679,336,79.06757711,15.82293384,,,
1461,37,51,25.32511978,34.90759754,,,
684843,26042,8009,38.02623375,11.69465118,,,
431,1,13,2.320185615,30.16241299,,,
