arch_smells,design_smells,loc,arch_sd,design_sd
101,569,48017,2.103421705,11.8499698
41,365,35380,1.158846806,10.31656303
16,56,6882,2.324905551,8.137169427
41,272,25274,1.622220464,10.76204795
41,272,25274,1.622220464,10.76204795
2,36,4110,0.486618005,8.759124088
0,7,804,0,8.706467662
1,65,9302,0.107503763,6.987744571
18,3028,179522,0.100266263,16.86701351
0,44,5045,0,8.721506442
0,4,1401,0,2.855103498
0,13,1310,0,9.923664122
22,134,13236,1.662133575,10.1239045
27,106,12063,2.238249192,8.787200531
5,364,29974,0.166811236,12.14385801
4,60,11180,0.357781753,5.366726297
8,20,943,8.483563097,21.20890774
6,76,4997,1.200720432,15.20912548
1,7,954,1.048218029,7.337526205
0,1,489,0,2.044989775
16,111,11149,1.435106288,9.95604987
0,65,4643,0,13.99956924
58,911,76413,0.759033149,11.92205515
4,38,4161,0.961307378,9.132420091
1,21,2871,0.348310693,7.314524556
14,141,13812,1.013611352,10.20851434
2,57,20497,0.097575255,2.780894765
5,193,6852,0.729713952,28.16695855
257,2754,397242,0.646960795,6.932801667
1,10,355,2.816901408,28.16901408
1,10,355,2.816901408,28.16901408
1,37,2019,0.4952947,18.32590391
6,127,13553,0.442706412,9.370619051
1,20,2392,0.418060201,8.361204013
2,3,359,5.571030641,8.356545961
3,14,1747,1.717229536,8.013737836
43,247,15756,2.729119066,15.67656766
1,15,1211,0.825763832,12.38645747
25,504,37021,0.675292402,13.61389482
2,25,4461,0.448329971,5.604124636
66,347,18143,3.637766632,19.12583365
0,9,630,0,14.28571429
6,77,5665,1.05913504,13.59223301
265,1492,337891,0.784276586,4.415625157
4,78,5231,0.764672147,14.91110686
1,4,1166,0.857632933,3.430531732
0,11,3448,0,3.19025522
0,27,2086,0,12.94343241
2,13,2759,0.724900326,4.71185212
3,37,1687,1.778304683,21.93242442
3,46,9695,0.309437855,4.74471377
21,128,13569,1.547645368,9.433267006
4,20,1316,3.039513678,15.19756839
3,24,2378,1.26156434,10.09251472
1,69,8906,0.112283854,7.747585897
42,257,19210,2.18636127,13.37844872
0,23,1523,0,15.10177282
0,2,831,0,2.406738869
0,63,2122,0,29.68897267
12,53,8656,1.386321627,6.122920518
42,305,55457,0.757343527,5.499756568
12,53,8656,1.386321627,6.122920518
376,5942,582875,0.645078276,10.19429552
10,131,17465,0.572573719,7.500715717
102,1428,31480,3.240152478,45.36213469
88,1595,206494,0.426162504,7.724195376
199,2182,224827,0.885125007,9.705240029
4,147,23783,0.168187361,6.180885506
0,2,42,0,47.61904762
0,4,303,0,13.20132013
6,88,3479,1.724633515,25.29462489
4,43,4537,0.88163985,9.477628389
0,6,427,0,14.05152225
23,81,21286,1.080522409,3.805318049
5,61,5291,0.945000945,11.52901153
21,510,62679,0.335040444,8.136696501
9,187,16155,0.557103064,11.57536366
13,59,12930,1.005413766,4.563031709
0,4,230,0,17.39130435
4,19,2205,1.814058957,8.616780045
10,19,1516,6.596306069,12.53298153
0,19,1140,0,16.66666667
79,582,50962,1.55017464,11.42027393
2,6,1328,1.506024096,4.518072289
4,8,1806,2.214839424,4.429678848
0,0,227,0,0
113,401,42134,2.68191959,9.517254474
105,91,7514,13.97391536,12.11072664
7,44,5028,1.39220366,8.750994431
1,16,4119,0.242777373,3.88443797
13,274,36987,0.351474843,7.408008219
14,76,6460,2.167182663,11.76470588
44,293,22045,1.995917442,13.29099569
4,50,4644,0.861326443,10.76658053
24,115,14158,1.695154683,8.122616189
49,225,44296,1.10619469,5.079465414
30,241,14167,2.117597233,17.01136444
1,13,646,1.547987616,20.12383901
1,11,600,1.666666667,18.33333333
1,20,1605,0.62305296,12.46105919
77,822,169853,0.453333176,4.839478843
8,715,68048,0.117564072,10.50728897
0,9,700,0,12.85714286
25,277,21004,1.190249476,13.1879642
0,4,718,0,5.571030641
8,34,10370,0.771456123,3.278688525
0,9,3679,0,2.446316934
519,6981,884528,0.586753613,7.892344844
233,1347,188890,1.233522156,7.131134523
298,1290,207342,1.437238958,6.221604885
0,19,1744,0,10.89449541
1,141,13242,0.075517293,10.64793838
30,501,62013,0.483769532,8.078951188
61,32,5847,10.43270053,5.472892081
25,372,23106,1.081970051,16.09971436
1,5,2076,0.481695568,2.408477842
16,37,6875,2.327272727,5.381818182
2,23,2607,0.767165324,8.822401227
28,101,9284,3.015941405,10.8789315
0,6,520,0,11.53846154
0,1,450,0,2.222222222
3,22,1874,1.600853789,11.73959445
443,1685,205793,2.152648535,8.187839237
1,22,5257,0.19022256,4.184896329
20,81,15672,1.276161307,5.168453292
6,137,14103,0.425441395,9.714245196
0,8,1504,0,5.319148936
0,20,11451,0,1.746572352
5,33,1023,4.887585533,32.25806452
17,303,41898,0.405747291,7.231848776
28,131,16010,1.748906933,8.182386009
0,14,4855,0,2.883625129
0,7,1663,0,4.209260373
3,76,14264,0.210319686,5.32809871
4,106,14718,0.271776057,7.202065498
21,206,53215,0.394625575,3.871088979
43,218,14172,3.034151849,15.38244426
106,2368,87272,1.214593455,27.13355945
0,23,1051,0,21.88392008
4,54,4499,0.889086464,12.00266726
4,36,5286,0.756715853,6.810442679
29,80,5833,4.971712669,13.71506943
0,1,564,0,1.773049645
56,295,19852,2.820874471,14.85996373
16,148,14369,1.113508247,10.29995128
26,625,52846,0.49199561,11.82681755
2,5,1149,1.740644038,4.351610096
5,40,4525,1.104972376,8.839779006
25,264,28550,0.875656743,9.246935201
1,2,1197,0.835421888,1.670843776
20,207,17482,1.144033863,11.84075049
8,905,95353,0.083898776,9.491049049
115,497,55777,2.061781738,8.910482815
3,48,8025,0.373831776,5.981308411
0,19,3418,0,5.558806319
3,2724,55400,0.054151625,49.16967509
13,168,11083,1.172967608,15.15835063
10,41,11741,0.851716208,3.492036453
24,32,6507,3.688335639,4.917780851
0,13,3915,0,3.320561941
4,5,2998,1.334222815,1.667778519
3,16,3912,0.766871166,4.08997955
1,21,7180,0.139275766,2.924791086
1,7,3156,0.316856781,2.217997465
15,211,25489,0.588489152,8.278080741
1,7,1813,0.55157198,3.861003861
21,176,17590,1.193860148,10.00568505
13,220,30661,0.42399139,7.175238903
13,154,17696,0.734629295,8.702531646
5,166,14946,0.334537669,11.10665061
1,95,10534,0.094930701,9.018416556
1,212,38910,0.025700334,5.44847083
7,47,4183,1.673440115,11.23595506
11,59,16257,0.676631605,3.629205881
35,159,9847,3.554382045,16.14704986
25,152,6980,3.581661891,21.7765043
6,40,3505,1.711840228,11.41226819
1,2,340,2.941176471,5.882352941
1,6,780,1.282051282,7.692307692
1,29,3764,0.265674814,7.704569607
26,1416,466528,0.055730846,3.035187599
0,23,1948,0,11.80698152
1,33,4387,0.227946205,7.522224755
0,9,635,0,14.17322835
122,793,35334,3.452765042,22.44297277
3,52,4026,0.745156483,12.9160457
0,5,196,0,25.51020408
10,55,4914,2.035002035,11.19251119
2,136,10227,0.195560771,13.29813239
2,63,7551,0.264865581,8.343265793
1,18,1279,0.781860829,14.07349492
3,20,1133,2.647837599,17.65225066
2,20,1368,1.461988304,14.61988304
2,38,3269,0.611807892,11.62434995
1,18,2913,0.343288706,6.179196704
75,591,122645,0.611521057,4.818785927
54,325,62906,0.85842368,5.166438813
61,371,61760,0.987694301,6.007124352
0,21,7103,0,2.956497255
53,604,84303,0.628684626,7.164632338
10,172,16222,0.616446801,10.60288497
2,70,7260,0.275482094,9.641873278
4,36,4887,0.818498056,7.366482505
0,4,961,0,4.162330905
0,20,2517,0,7.945967422
17,281,43198,0.393536738,6.504930784
4,1336,20519,0.194941274,65.1103855
0,18,2527,0,7.123070835
5,432,37535,0.133209005,11.50925803
23,532,48258,0.476604915,11.02407891
16,189,21427,0.746721426,8.820646847
4,27,3417,1.170617501,7.90166813
7,49,10281,0.68086762,4.766073339
23,124,17335,1.3267955,7.15315835
0,6,1214,0,4.942339374
0,7,672,0,10.41666667
6,70,4124,1.454898157,16.97381183
10,106,8248,1.212415131,12.85160039
128,369,59470,2.152345721,6.204809147
289,4345,459140,0.629437644,9.463344514
2,7,881,2.27014756,7.945516459
3,22,2385,1.257861635,9.224318658
90,525,96487,0.932768145,5.441147512
0,4,377,0,10.61007958
11,44,9459,1.162913627,4.651654509
465,3506,386803,1.202162341,9.064045522
20,412,71197,0.280910713,5.786760678
86,2268,163343,0.526499452,13.88489253
1,101,10742,0.093092534,9.402345932
11,128,8643,1.272706236,14.80967257
23,130,10335,2.225447508,12.57861635
874,6602,675595,1.293674465,9.772126792
128,1648,161288,0.793611428,10.21774714
17,1004,57994,0.293133772,17.31213574
6,233,8623,0.695813522,27.02075844
0,9,1113,0,8.086253369
10,198,13583,0.736214386,14.57704484
31,527,49325,0.628484541,10.6842372
56,2208,139581,0.401200736,15.8187719
36,493,37328,0.964423489,13.20724389
4,90,3125,1.28,28.8
8,141,10062,0.795070563,14.01311866
1102,10046,967773,1.138696781,10.38053345
3,111,7476,0.401284109,14.84751204
104,693,50155,2.073571927,13.81716678
8,110,16150,0.495356037,6.811145511
0,7,351,0,19.94301994
357,1907,265254,1.345879798,7.189335505
260,4706,403796,0.643889489,11.65439975
119,7281,652978,0.182241974,11.15045224
828,8852,1634477,0.506584063,5.415799672
155,1187,134022,1.15652654,8.856754861
0,4,743,0,5.383580081
0,10,3528,0,2.83446712
60,1808,159267,0.376725875,11.35200638
2,45,3159,0.633111744,14.24501425
0,38,6127,0,6.202056471
0,15,2506,0,5.985634477
0,3,485,0,6.18556701
5,41,1445,3.460207612,28.37370242
44,572,39514,1.113529382,14.47588197
24,144,7879,3.046071837,18.27643102
204,2402,204636,0.996892042,11.73791513
3,24,2098,1.42993327,11.43946616
0,20,1631,0,12.2624157
237,1863,197898,1.197586636,9.413940515
6,50,8937,0.67136623,5.594718586
17,44,5795,2.933563417,7.592752373
1,29,3584,0.279017857,8.091517857
128,544,56818,2.252807209,9.574430638
2,53,6059,0.330087473,8.747318039
1,24,3694,0.270709258,6.497022198
19,733,47597,0.399184823,15.40013026
2,13,2715,0.73664825,4.788213628
0,33,4727,0,6.981171991
0,10,760,0,13.15789474
0,14,1029,0,13.60544218
43,125,14074,3.055279238,8.881625693
8,80,4795,1.668404588,16.68404588
1,38,2373,0.421407501,16.01348504
22,135,9095,2.41891149,14.84332051
5,18,2464,2.029220779,7.305194805
2,19,3238,0.617665225,5.867819642
3,68,11245,0.266785238,6.047132059
4,81,15000,0.266666667,5.4
47,326,26895,1.747536717,12.12121212
7,279,10051,0.696448115,27.758432
0,18,2373,0,7.585335019
34,135,31643,1.074487248,4.266346427
322,8431,1596943,0.201635249,5.279462072
0,0,266,0,0
4,127,14469,0.276453107,8.777386136
12,242,27600,0.434782609,8.768115942
11,127,12055,0.912484446,10.5350477
21,115,30013,0.699696798,3.831672942
81,564,78379,1.03344008,7.195804999
38,1752,46409,0.818806697,37.75129824
62,382,42660,1.453352086,8.954524144
62,382,42660,1.453352086,8.954524144
20,252,21131,0.94647674,11.92560693
58,275,43080,1.346332405,6.383472609
27,65,5293,5.101076894,12.2803703
468,883,167103,2.800667852,5.284166053
17,118,7788,2.182845403,15.15151515
5,660,49690,0.100623868,13.28235057
0,34,2661,0,12.77715145
1,9,339,2.949852507,26.54867257
0,4,291,0,13.74570447
4,163,11638,0.343701667,14.00584293
3,50,2157,1.390820584,23.18034307
20,166,6313,3.168065896,26.29494693
7,249,26025,0.268972142,9.567723343
17,1143,15039,1.130394308,76.00239378
61,160,13803,4.419329131,11.59168297
3,73,9324,0.321750322,7.829257829
45,212,19331,2.327867156,10.96684083
49,236,17333,2.826977442,13.61564645
9,25,3768,2.388535032,6.634819533
292,1317,93622,3.118925039,14.06720643
0,1,138,0,7.246376812
6,37,4385,1.368301026,8.437856328
14,19,3572,3.9193729,5.319148936
515,2497,218765,2.354124289,11.41407446
20,146,13914,1.437401179,10.4930286
166,2105,181994,0.912117982,11.56631537
0,12,1761,0,6.814310051
216,1447,128486,1.681117009,11.26192737
0,6,589,0,10.18675722
0,3,505,0,5.940594059
3,59,914,3.282275711,64.55142232
2,30,4528,0.441696113,6.625441696
1,4,442,2.262443439,9.049773756
0,7,376,0,18.61702128
21,70,7442,2.821822091,9.406073636
1,16,2652,0.377073906,6.033182504
81,652,115943,0.698619149,5.623452904
10,259,48179,0.20755931,5.375786131
1,11,638,1.567398119,17.24137931
11,55,8243,1.334465607,6.672328036
0,37,5049,0,7.328183799
7,94,18322,0.382054361,5.130444275
10,55,4692,2.131287298,11.72208014
4,69,5857,0.682943486,11.78077514
63,374,19497,3.231266349,19.18243832
22,1239,198245,0.110973795,6.249842367
0,33,5314,0,6.210011291
0,23,2991,0,7.689735874
82,467,29195,2.80870012,15.99588971
4,78,9504,0.420875421,8.207070707
0,0,80,0,0
0,22,3085,0,7.131280389
2,4,899,2.224694105,4.449388209
0,0,103,0,0
32,198,10014,3.195526263,19.77231875
4,75,8371,0.477840162,8.959503046
1,170,22029,0.045394707,7.717100186
4,179,32956,0.121373953,5.431484403
3,59,4224,0.710227273,13.96780303
2,29,4185,0.477897252,6.929510155
103,559,93746,1.098713545,5.962921085
0,17,2395,0,7.098121086
5,121,9780,0.511247444,12.37218814
174,912,134358,1.29504756,6.787835484
10,114,14607,0.684603272,7.804477305
16,168,16753,0.955052826,10.02805468
13,162,13943,0.932367496,11.61873341
1,63,4467,0.223863891,14.10342512
23,696,102209,0.225029107,6.809576456
1,55,7815,0.127959053,7.037747921
50,76,10321,4.844491813,7.363627555
2,21,2339,0.855066268,8.97819581
28,104,13830,2.024584237,7.519884309
16,76,8332,1.920307249,9.121459434
2,97,8261,0.242101441,11.74191986
18,64,8884,2.026114363,7.203962179
32,900,100895,0.317161405,8.920164527
3,103,9285,0.323101777,11.09316101
383,2330,301066,1.272146307,7.739166827
27,107,8111,3.328812723,13.19196153
0,6,1586,0,3.783102144
1792,7235,662779,2.703767017,10.91615757
89,169,19218,4.631075034,8.793839109
2,38,3269,0.611807892,11.62434995
22,166,29151,0.754691091,5.694487325
83,1196,143480,0.578477837,8.335656537
15,112,10815,1.386962552,10.35598706
9,188,9530,0.944386149,19.72717733
1,20,1108,0.902527076,18.05054152
4,54,7923,0.50485927,6.815600151
137,3072,115512,1.186023963,26.59463952
1,12,1022,0.978473581,11.74168297
110,1384,167056,0.658461833,8.284647064
0,14,1486,0,9.421265141
4,28,3720,1.075268817,7.52688172
1,96,3792,0.26371308,25.3164557
1,14,1123,0.89047195,12.4666073
31,501,39555,0.783718872,12.66590823
4,34,4823,0.82935932,7.049554219
13,30,5691,2.284308557,5.271481286
33,118,9301,3.548005591,12.68680787
3,16,2155,1.392111369,7.424593968
113,1053,108348,1.042935726,9.71868424
0,1,62,0,16.12903226
2,37,2637,0.758437619,14.03109594
28,88,10691,2.619025348,8.231222524
109,492,39491,2.76012256,12.45853486
1,51,5874,0.170241743,8.682328907
25,95,8319,3.00516889,11.41964178
1,16,3524,0.283768445,4.540295119
0,27,2068,0,13.05609284
1,62,4749,0.210570646,13.05538008
7,49,3855,1.815823606,12.71076524
1,50,3409,0.293341156,14.66705779
1,30,1885,0.530503979,15.91511936
0,9,514,0,17.50972763
0,17,963,0,17.65316719
3,63,5004,0.599520384,12.58992806
0,1,39,0,25.64102564
20,284,18738,1.067349771,15.15636674
135,348,29087,4.641248668,11.96410768
1,146,8753,0.114246544,16.67999543
164,551,86638,1.892933817,6.359795933
5,44,10046,0.497710532,4.379852678
2,31,4646,0.43047783,6.672406371
164,864,143920,1.139521957,6.003335186
2,42,10588,0.188893087,3.966754817
12,189,29028,0.413393964,6.51095494
1,17,1823,0.548546352,9.325287987
16,138,13413,1.192872586,10.28852606
34,307,10049,3.383421236,30.55030351
79,808,68767,1.14880684,11.74982186
1,4396,59487,0.016810396,73.89849883
2,72,7489,0.267058352,9.614100681
18,235,19241,0.935502313,12.21350242
37,197,15546,2.380033449,12.67206999
0,2,138,0,14.49275362
2,17,1234,1.620745543,13.77633712
10,247,15825,0.631911532,15.60821485
3,28,6254,0.479692996,4.477134634
0,7,1718,0,4.074505239
68,691,64677,1.051378388,10.6838598
19,272,6161,3.083914949,44.14867716
3,11,1106,2.712477396,9.945750452
38,726,75616,0.502539145,9.601142615
21,250,33350,0.629685157,7.496251874
67,247,19817,3.38093556,12.46404602
41,77,7691,5.330906254,10.01170199
6,32,10537,0.569422037,3.036917529
26,422,90403,0.287601075,4.667986682
16,160,35177,0.454842653,4.548426529
212,1870,191690,1.105952319,9.755334133
1,41,1786,0.559910414,22.95632699
54,600,62488,0.86416592,9.601843554
0,16,1555,0,10.28938907
54,600,62488,0.86416592,9.601843554
5,77,4783,1.045369015,16.09868284
44,609,85534,0.51441532,7.119975682
15,552,122063,0.122887361,4.522254901
1,16,3531,0.283205891,4.531294251
45,263,29773,1.511436536,8.833506869
1,33,5571,0.179500987,5.923532579
30,332,30619,0.979783794,10.84294066
4,68,5343,0.748643084,12.72693243
7,101,3264,2.144607843,30.94362745
1,93,8535,0.117164616,10.89630931
5,53,2741,1.824151769,19.33600876
5,164,11168,0.447707736,14.68481375
44,1660,151919,0.289628025,10.92687551
36,67,11326,3.178527282,5.915592442
3,28,3379,0.887836638,8.286475289
82,801,38043,2.155455669,21.05512184
1348,24167,3493059,0.385908168,6.918577671
23,350,49289,0.466635558,7.100975877
16,27,3865,4.139715395,6.985769728
2,10,553,3.616636528,18.08318264
5,32,3179,1.572821642,10.06605851
12,26,4562,2.630425252,5.699254713
8,1362,127525,0.062732797,10.68025877
5,27,2802,1.784439686,9.635974304
0,9,674,0,13.35311573
5,27,2802,1.784439686,9.635974304
283,7206,549953,0.514589429,13.10293789
83,3370,434285,0.191118735,7.759881184
0,4,455,0,8.791208791
0,3,431,0,6.960556845
23,36,3317,6.933976485,10.85318058
0,3,326,0,9.202453988
0,6,1139,0,5.267778753
4,36,5022,0.79649542,7.168458781
5,75,8645,0.578368999,8.675534991
1,54,4589,0.217912399,11.76726956
37,197,15546,2.380033449,12.67206999
37,197,15546,2.380033449,12.67206999
975,6286,1255796,0.776399989,5.00559008
2,8,1411,1.417434444,5.669737775
8,74,2177,3.67478181,33.99173174
44,192,22203,1.981714183,8.64748007
1,9,1423,0.702740689,6.324666198
57,252,42059,1.355239069,5.991583252
11,62,3672,2.995642702,16.88453159
265,1141,69796,3.796779185,16.3476417
256,909,54573,4.690964396,16.65658842
11,195,22398,0.491115278,8.706134476
32,299,59536,0.537489922,5.022171459
15,242,22803,0.657808183,10.61263869
138,933,102652,1.344347894,9.088960761
0,62,7784,0,7.965056526
5,29,4117,1.214476561,7.043964051
54,634,64455,0.83779381,9.836319913
0,5,597,0,8.37520938
419,1620,145927,2.871298663,11.10144113
51,500,47349,1.077108281,10.55988511
0,3,580,0,5.172413793
0,4,342,0,11.69590643
0,2,156,0,12.82051282
3,27,2188,1.371115174,12.34003656
8,20,2052,3.898635478,9.746588694
11,103,16378,0.671632678,6.288924167
35,136,22880,1.52972028,5.944055944
0,4,853,0,4.68933177
9,138,15550,0.578778135,8.874598071
0,13,624,0,20.83333333
8,96,17101,0.4678089,5.613706801
22,427,77231,0.284859707,5.528867942
5,25,3756,1.331203408,6.656017039
0,0,291,0,0
0,25,3094,0,8.080155139
6,63,3236,1.854140915,19.4684796
40,71,6904,5.793742758,10.2838934
1,99,18016,0.055506217,5.495115453
0,26,10600,0,2.452830189
19,574,72107,0.263497303,7.960392195
49,173,15940,3.074027604,10.8531995
15,556,19558,0.766949586,28.42826465
3,68,4927,0.608889791,13.80150193
78,182,25255,3.088497327,7.206493764
6,123,4001,1.499625094,30.74231442
43,1456,48108,0.893822233,30.26523655
2,14,840,2.380952381,16.66666667
78,182,25255,3.088497327,7.206493764
511,3499,129727,3.939041217,26.97202587
1,61,4954,0.201857085,12.3132822
223,1063,69781,3.1957123,15.23337298
116,1316,102791,1.128503468,12.80267728
0,12,1619,0,7.411982705
13,79,4809,2.703264712,16.42753171
18,124,10154,1.772700414,12.21193618
1,35,3832,0.260960334,9.133611691
28,107,20276,1.380942987,5.277174985
25,299,22386,1.116769409,13.35656214
0,13,709,0,18.33568406
0,4,48,0,83.33333333
1,9,1297,0.771010023,6.939090208
0,3,120,0,25
0,3,402,0,7.462686567
0,7,1540,0,4.545454545
2,203,12762,0.156715248,15.90659771
5,8,1568,3.18877551,5.102040816
2,22,1993,1.003512293,11.03863522
0,1,21,0,47.61904762
9,42,7244,1.24240751,5.797901712
407,1392,184771,2.202726618,7.533649761
1,55,4867,0.205465379,11.30059585
0,21,3231,0,6.499535747
5,233,21944,0.227852716,10.61793657
13,613,63676,0.204158553,9.626860984
34,1005,81660,0.416360519,12.30712711
34,1005,81660,0.416360519,12.30712711
83,378,54291,1.528798512,6.962479969
1,13,1697,0.589275192,7.66057749
1,31,2477,0.40371417,12.51513928
31,354,45289,0.684492923,7.816467575
79,477,47442,1.665191181,10.05438219
0,51,7056,0,7.227891156
13,77,16340,0.795593635,4.712362301
3,48,1154,2.59965338,41.59445407
20,244,63260,0.316155549,3.857097692
1,11,1117,0.895255148,9.847806625
10,215,8020,1.246882793,26.80798005
4,33,3110,1.286173633,10.61093248
1,10,707,1.414427157,14.14427157
4,29,13452,0.297353553,2.155813262
3,247,29363,0.102169397,8.411947008
4,488,24226,0.165111863,20.14364732
6,186,24110,0.248859394,7.714641228
15,335,126235,0.118825999,2.653780647
0,15,1183,0,12.67962806
0,36,5072,0,7.097791798
9,221,23717,0.379474638,9.318210566
0,8,1169,0,6.843455945
45,234,15561,2.891844997,15.03759398
140,903,81772,1.712077484,11.04289977
1066,2596,265955,4.008196875,9.761049802
7,18,1975,3.544303797,9.113924051
47,141,17476,2.689402609,8.068207828
1,42,9565,0.104547831,4.391008887
21,312,18526,1.133542049,16.84119616
3,51,6078,0.493583416,8.390918065
2,23,3080,0.649350649,7.467532468
27,183,28096,0.960990888,6.513382688
1,25,1044,0.957854406,23.94636015
9,234,12296,0.731945348,19.03057905
9,234,12296,0.731945348,19.03057905
0,4,597,0,6.700167504
0,6,665,0,9.022556391
292,1317,93622,3.118925039,14.06720643
0,34,7149,0,4.755909917
257,2648,342075,0.75129723,7.740992472
35,313,19609,1.784894691,15.96205824
19,42,8813,2.155906048,4.765687053
15,94,14621,1.02592162,6.429108816
0,20,2245,0,8.908685969
18,177,23061,0.780538572,7.675295954
1,12,3524,0.283768445,3.405221339
2,6,330,6.060606061,18.18181818
9,134,8142,1.105379514,16.45787276
3,47,2730,1.098901099,17.21611722
0,10,984,0,10.16260163
2,29,5637,0.354798652,5.144580451
23,202,26677,0.862165911,7.572065824
52,350,35246,1.47534472,9.930204846
29,94,22030,1.316386745,4.266908761
33,826,66696,0.494782296,12.3845508
24,106,10603,2.263510327,9.997170612
2,123,9605,0.208224883,12.8058303
4,31,3579,1.117630623,8.661637329
3,11,10284,0.291715286,1.069622715
10,365,38366,0.260647448,9.513631862
2,22,1176,1.700680272,18.70748299
0,4,646,0,6.191950464
0,50,7264,0,6.883259912
192,1274,123668,1.552543908,10.30177572
0,2,1546,0,1.293661061
2,25,4323,0.462641684,5.78302105
47,137,7074,6.644048629,19.36669494
26,198,11583,2.244668911,17.09401709
54,256,30358,1.778773305,8.432703077
23,49,10758,2.137943856,4.554749954
5,72,24398,0.204934831,2.951061562
2,63,12315,0.162403573,5.115712546
6,42,3879,1.54679041,10.82753287
8,148,10123,0.790279561,14.62017189
47,130,9665,4.862907398,13.45059493
15,37,4101,3.657644477,9.02218971
2,23,2075,0.963855422,11.08433735
0,1,73,0,13.69863014
11,39,18209,0.604096875,2.141798012
0,0,807,0,0
38,88,9993,3.802661863,8.806164315
99,465,77729,1.273655907,5.9823232
4,33,2761,1.448750453,11.95219124
0,32,1951,0,16.40184521
0,1,61,0,16.39344262
1,13,498,2.008032129,26.10441767
27,220,12503,2.159481724,17.59577701
6,281,10830,0.55401662,25.94644506
0,1,282,0,3.546099291
1,28,2619,0.381825124,10.69110347
18,69,4703,3.827344248,14.67148629
2,33,1818,1.100110011,18.15181518
4,212,10444,0.382995021,20.29873612
34,1103,108398,0.313658924,10.17546449
28,849,68105,0.411129873,12.46604508
35,208,22303,1.56929561,9.326099628
6,48,4247,1.41276195,11.3020956
1,33,3296,0.303398058,10.01213592
23,323,22127,1.039454061,14.5975505
7,270,12030,0.581878637,22.44389027
4,58,5862,0.682360969,9.89423405
1,47,8771,0.114012085,5.358568008
4,21,3273,1.222120379,6.416131989
0,3,597,0,5.025125628
39,190,14748,2.644426363,12.88310279
1,20,2657,0.376364321,7.527286413
27,139,14356,1.880746726,9.682362775
0,2,213,0,9.389671362
9,88,9935,0.905888274,8.857574233
3,29,2330,1.287553648,12.44635193
452,3824,467719,0.966392214,8.175849174
0,3,1208,0,2.483443709
80,524,75141,1.064665096,6.973556381
38,73,7782,4.88306348,9.380621948
14,923,55872,0.250572738,16.51990263
57,244,39453,1.444757053,6.18457405
15,149,18618,0.80567193,8.003007842
213,2006,271723,0.783886532,7.382518226
26,106,6970,3.730272597,15.20803443
89,118,11445,7.776321538,10.31017912
34,372,38811,0.876040298,9.584911494
41,96,13398,3.060158233,7.165248545
114,691,104682,1.089012438,6.600943811
1,18,3086,0.32404407,5.83279326
28,243,33611,0.833060605,7.229775966
50,883,92749,0.53908937,9.520318278
9,80,7305,1.232032854,10.95140315
0,4,519,0,7.707129094
3,48,6264,0.478927203,7.662835249
15,40,4473,3.353454058,8.942544154
93,270,34379,2.705139766,7.853631577
29,73,11545,2.511909918,6.323083586
4,131,15042,0.265922085,8.708948278
1,28,1728,0.578703704,16.2037037
10,39,9445,1.058761249,4.129168872
1,97,4725,0.211640212,20.52910053
11,59,3864,2.84679089,15.26915114
76,540,158453,0.479637495,3.407950623
173,741,61886,2.795462625,11.97362893
0,76,10458,0,7.267163894
4,132,19923,0.200772976,6.625508207
2,8,922,2.169197397,8.676789588
17,105,20270,0.838677849,5.180069068
22,189,19686,1.117545464,9.600731484
50,277,108966,0.458858727,2.542077345
1263,8101,711670,1.774698948,11.38308486
0,44,2319,0,18.97369556
2,52,2800,0.714285714,18.57142857
5,105,10811,0.462491906,9.712330034
54,192,13998,3.857693956,13.71624518
2,49,7593,0.2634005,6.453312261
1,7,1758,0.568828214,3.981797497
3,32,3402,0.881834215,9.406231628
4,80,10249,0.390281979,7.805639575
16,133,12728,1.257071025,10.44940289
3,13,737,4.070556309,17.63907734
257,2117,208596,1.232046636,10.14880439
91,881,81642,1.114622376,10.79101443
239,5618,355084,0.673080173,15.82160841
19,1334,191864,0.099028479,6.952841596
1,6,729,1.371742112,8.230452675
1,16,2172,0.460405157,7.366482505
6,96,8323,0.720893908,11.53430254
3,56,1866,1.607717042,30.01071811
0,4,558,0,7.168458781
97,1201,89898,1.079000645,13.35958531
3,62,7911,0.379218809,7.837188725
0,8,1074,0,7.448789572
540,1756,181756,2.971016088,9.661304166
182,449,40646,4.477685381,11.04659745
12,138,9832,1.220504475,14.03580146
0,46,3664,0,12.55458515
37,760,24310,1.522007404,31.26285479
9,237,14163,0.635458589,16.73374285
4,34,2472,1.618122977,13.75404531
0,8,3349,0,2.388772768
1,33,4803,0.208203206,6.870705809
1,32,2559,0.390777648,12.50488472
10,83,3358,2.977963073,24.71709351
1,18,1568,0.637755102,11.47959184
1,39,3524,0.283768445,11.06696935
15,594,126867,0.118234056,4.682068623
5,97,6382,0.783453463,15.19899718
4,75,9773,0.409290904,7.674204441
3,113,13715,0.218738607,8.239154211
37,280,20939,1.767037585,13.37217632
26,404,42196,0.616172149,9.574367239
120,258,78770,1.523422623,3.275358639
7,166,11702,0.598188344,14.1856093
1,20,1795,0.557103064,11.14206128
0,0,69,0,0
6,84,6145,0.97640358,13.66965012
2,66,7494,0.266880171,8.807045637
6,64,8002,0.749812547,7.9980005
10,35,8902,1.123343069,3.931700741
2,113,2271,0.880669309,49.75781594
21,1160,85017,0.247009422,13.64432996
