Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MediatR.Extensions,MediatorBuilder,D:\research\architectureSmells\repos\bernos_MediatR.Extensions\MediatR.Extensions\MediatorBuilder.cs,WithRequestDecorator,The length of the statement  "                throw new ArgumentException("Decorator type must implement IRequestHandler<TRequest'TResponse> or IAsyncRequestHandler<TRequest' TResponse>"' "decoratorType"); " is 159.
Long Statement,MediatR.Extensions,MediatorBuilder,D:\research\architectureSmells\repos\bernos_MediatR.Extensions\MediatR.Extensions\MediatorBuilder.cs,WithRequestHandler,The length of the statement  "                throw new ArgumentException("Handler type must implement IRe IRequestHandler<TRequest'TResponse> or IAsyncRequestHandler<TRequest' TResponse>"' "requestHandlerType"); " is 166.
Long Statement,MediatR.Extensions,MediatorBuilder,D:\research\architectureSmells\repos\bernos_MediatR.Extensions\MediatR.Extensions\MediatorBuilder.cs,WithNotificationHandler,The length of the statement  "                throw new ArgumentException("Handler type must implement IRe IRequestHandler<TRequest'TResponse> or IAsyncRequestHandler<TRequest' TResponse>"' "requestHandlerType"); " is 166.
