Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MediatR.Extensions.FluentValidation,AsyncValidationRequestHandler,D:\newReposJune17\bernos_MediatR.Extensions\MediatR.Extensions.FluentValidation\AsyncValidationRequestHandler.cs,Handle,The length of the statement  "	var failures = _validators.Select (v => v.Validate (context)).SelectMany (r => r.Errors).Where (f => f != null).ToList (); " is 122.
Long Statement,MediatR.Extensions.FluentValidation,ValidationRequestHandler,D:\newReposJune17\bernos_MediatR.Extensions\MediatR.Extensions.FluentValidation\ValidationRequestHandler.cs,Handle,The length of the statement  "	var failures = _validators.Select (v => v.Validate (context)).SelectMany (r => r.Errors).Where (f => f != null).ToList (); " is 122.
