Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,OrchardCore.AdminMenu,OrchardCore.AdminMenu,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: OrchardCore.AdminMenu' OrchardCore.AdminMenu.Services,OrchardCore.AdminMenu.AdminMenu' OrchardCore.AdminMenu.AdminMenuService' OrchardCore.AdminMenu.Startup' OrchardCore.AdminMenu.Services.AdminMenuNavigationProvidersCoordinator,OrchardCore.AdminMenu.AdminMenu' OrchardCore.AdminMenu.AdminMenuService' OrchardCore.AdminMenu.Startup' OrchardCore.AdminMenu.Services.AdminMenuNavigationProvidersCoordinator
Cyclic Dependency,OrchardCore.AdminMenu,OrchardCore.AdminMenu.Controllers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: OrchardCore.AdminMenu.Controllers' OrchardCore.AdminMenu,OrchardCore.AdminMenu.Controllers.MenuController' OrchardCore.AdminMenu.AdminMenu' OrchardCore.AdminMenu.AdminMenuService' OrchardCore.AdminMenu.Startup,OrchardCore.AdminMenu.Controllers.MenuController' OrchardCore.AdminMenu.AdminMenu' OrchardCore.AdminMenu.AdminMenuService' OrchardCore.AdminMenu.Startup
Cyclic Dependency,OrchardCore.AdminMenu,OrchardCore.AdminMenu.Controllers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: OrchardCore.AdminMenu.Controllers' OrchardCore.AdminMenu' OrchardCore.AdminMenu.Services' OrchardCore.AdminMenu,OrchardCore.AdminMenu.Controllers.MenuController' OrchardCore.AdminMenu.AdminMenu' OrchardCore.AdminMenu.AdminMenuService' OrchardCore.AdminMenu.Startup' OrchardCore.AdminMenu.Services.AdminMenuNavigationProvidersCoordinator,OrchardCore.AdminMenu.Controllers.MenuController' OrchardCore.AdminMenu.AdminMenu' OrchardCore.AdminMenu.AdminMenuService' OrchardCore.AdminMenu.Startup' OrchardCore.AdminMenu.Services.AdminMenuNavigationProvidersCoordinator
Cyclic Dependency,OrchardCore.AdminMenu,OrchardCore.AdminMenu.Deployment,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: OrchardCore.AdminMenu.Deployment' OrchardCore.AdminMenu,OrchardCore.AdminMenu.Deployment.AdminMenuDeploymentSource' OrchardCore.AdminMenu.AdminMenu' OrchardCore.AdminMenu.AdminMenuService' OrchardCore.AdminMenu.Startup,OrchardCore.AdminMenu.Deployment.AdminMenuDeploymentSource' OrchardCore.AdminMenu.AdminMenu' OrchardCore.AdminMenu.AdminMenuService' OrchardCore.AdminMenu.Startup
Cyclic Dependency,OrchardCore.AdminMenu,OrchardCore.AdminMenu.Deployment,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: OrchardCore.AdminMenu.Deployment' OrchardCore.AdminMenu' OrchardCore.AdminMenu.Services' OrchardCore.AdminMenu,OrchardCore.AdminMenu.Deployment.AdminMenuDeploymentSource' OrchardCore.AdminMenu.AdminMenu' OrchardCore.AdminMenu.AdminMenuService' OrchardCore.AdminMenu.Startup' OrchardCore.AdminMenu.Services.AdminMenuNavigationProvidersCoordinator,OrchardCore.AdminMenu.Deployment.AdminMenuDeploymentSource' OrchardCore.AdminMenu.AdminMenu' OrchardCore.AdminMenu.AdminMenuService' OrchardCore.AdminMenu.Startup' OrchardCore.AdminMenu.Services.AdminMenuNavigationProvidersCoordinator
Cyclic Dependency,OrchardCore.AdminMenu,OrchardCore.AdminMenu.Recipes,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: OrchardCore.AdminMenu.Recipes' OrchardCore.AdminMenu,OrchardCore.AdminMenu.Recipes.AdminMenuStep' OrchardCore.AdminMenu.AdminMenu' OrchardCore.AdminMenu.AdminMenuService' OrchardCore.AdminMenu.Startup,OrchardCore.AdminMenu.Recipes.AdminMenuStep' OrchardCore.AdminMenu.AdminMenu' OrchardCore.AdminMenu.AdminMenuService' OrchardCore.AdminMenu.Startup
Cyclic Dependency,OrchardCore.AdminMenu,OrchardCore.AdminMenu.Recipes,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: OrchardCore.AdminMenu.Recipes' OrchardCore.AdminMenu' OrchardCore.AdminMenu.Services' OrchardCore.AdminMenu,OrchardCore.AdminMenu.Recipes.AdminMenuStep' OrchardCore.AdminMenu.AdminMenu' OrchardCore.AdminMenu.AdminMenuService' OrchardCore.AdminMenu.Startup' OrchardCore.AdminMenu.Services.AdminMenuNavigationProvidersCoordinator,OrchardCore.AdminMenu.Recipes.AdminMenuStep' OrchardCore.AdminMenu.AdminMenu' OrchardCore.AdminMenu.AdminMenuService' OrchardCore.AdminMenu.Startup' OrchardCore.AdminMenu.Services.AdminMenuNavigationProvidersCoordinator
Unstable Dependency,OrchardCore.AdminMenu,OrchardCore.AdminMenu,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): OrchardCore.AdminMenu.Controllers,OrchardCore.AdminMenu.MenuController' OrchardCore.AdminMenu.NodeController,OrchardCore.AdminMenu.MenuController' OrchardCore.AdminMenu.NodeController
Unstable Dependency,OrchardCore.AdminMenu,OrchardCore.AdminMenu.Deployment,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): OrchardCore.AdminMenu,OrchardCore.AdminMenu.Deployment.IAdminMenuService,OrchardCore.AdminMenu.Deployment.IAdminMenuService
Unstable Dependency,OrchardCore.AdminMenu,OrchardCore.AdminMenu.Recipes,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): OrchardCore.AdminMenu,OrchardCore.AdminMenu.Recipes.IAdminMenuService,OrchardCore.AdminMenu.Recipes.IAdminMenuService
