Implementation smell,Namespace,Class,File,Method,Description
Long Statement,OrchardCore.Title.Drivers,TitlePartDisplay,C:\research\architectureSmells\repos\OrchardCMS_Brochard\src\OrchardCore.Modules\OrchardCore.Title\Drivers\TitlePartDisplay.cs,GetSettings,The length of the statement  "            var contentTypePartDefinition = contentTypeDefinition.Parts.FirstOrDefault(x => string.Equals(x.PartDefinition.Name' nameof(TitlePart))); " is 137.
Long Statement,OrchardCore.Title.Handlers,TitlePartHandler,C:\research\architectureSmells\repos\OrchardCMS_Brochard\src\OrchardCore.Modules\OrchardCore.Title\Handlers\TitlePartHandler.cs,GetSettings,The length of the statement  "            var contentTypePartDefinition = contentTypeDefinition.Parts.FirstOrDefault(x => String.Equals(x.PartDefinition.Name' nameof(TitlePart))); " is 137.
Long Statement,OrchardCore.Title,Migrations,C:\research\architectureSmells\repos\OrchardCMS_Brochard\src\OrchardCore.Modules\OrchardCore.Title\Migrations.cs,UpdateFrom1,The length of the statement  "                var contentItemVersions = await _session.Query<ContentItem' ContentItemIndex>(x => x.DocumentId > lastDocumentId).Take(10).ListAsync(); " is 135.
Long Statement,OrchardCore.Title,Migrations,C:\research\architectureSmells\repos\OrchardCMS_Brochard\src\OrchardCore.Modules\OrchardCore.Title\Migrations.cs,UpdateFrom1,The length of the statement  "                        _logger.LogInformation("A content item version's Title was upgraded: {ContentItemVersionId}"' contentItemVersion.ContentItemVersionId); " is 135.
Long Statement,OrchardCore.Title.Settings,TitlePartSettingsDisplayDriver,C:\research\architectureSmells\repos\OrchardCMS_Brochard\src\OrchardCore.Modules\OrchardCore.Title\Settings\TitlePartSettingsDisplayDriver.cs,UpdateAsync,The length of the statement  "                context.Updater.ModelState.AddModelError(nameof(model.Pattern)' T["Pattern doesn't contain a valid Liquid expression. Details: {0}"' string.Join(" "' errors)]); " is 160.
Magic Number,OrchardCore.Title,Migrations,C:\research\architectureSmells\repos\OrchardCMS_Brochard\src\OrchardCore.Modules\OrchardCore.Title\Migrations.cs,Create,The following statement contains a magic number: return 2;
Magic Number,OrchardCore.Title,Migrations,C:\research\architectureSmells\repos\OrchardCMS_Brochard\src\OrchardCore.Modules\OrchardCore.Title\Migrations.cs,UpdateFrom1,The following statement contains a magic number: var contentItemVersions = await _session.Query<ContentItem' ContentItemIndex>(x => x.DocumentId > lastDocumentId).Take(10).ListAsync();
Magic Number,OrchardCore.Title,Migrations,C:\research\architectureSmells\repos\OrchardCMS_Brochard\src\OrchardCore.Modules\OrchardCore.Title\Migrations.cs,UpdateFrom1,The following statement contains a magic number: return 2;
