Implementation smell,Namespace,Class,File,Method,Description
Magic Number,OrchardCore.ResponseCache,Startup,C:\repos\OrchardCMS_Brochard\src\OrchardCore.Modules\OrchardCore.ResponseCache\Startup.cs,Configure,The following statement contains a magic number: app.Use((context' next) =>              {                  context.Response.GetTypedHeaders().CacheControl = new CacheControlHeaderValue()                  {                      Public = true'                      MaxAge = TimeSpan.FromSeconds(60)                  };                    context.Response.Headers[HeaderNames.Vary] = new string[] { "Accept-Encoding" };                    return next();              });
