Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Banshee.SqlDebugConsole,SqlActions,F:\newReposMay17\GNOME_banshee\src\Extensions\Banshee.SqlDebugConsole\Banshee.SqlDebugConsole\SqlActions.cs,Initialize,The length of the statement  "		new ActionEntry ("StartSqlMonitoringAction"' "gtk-start"' Catalog.GetString ("Start SQL Monitoring")' null' String.Empty' OnStartSqlMonitoring)' " is 144.
Long Statement,Banshee.SqlDebugConsole,SqlActions,F:\newReposMay17\GNOME_banshee\src\Extensions\Banshee.SqlDebugConsole\Banshee.SqlDebugConsole\SqlActions.cs,Initialize,The length of the statement  "		new ActionEntry ("StopSqlMonitoringAction"' "gtk-stop"' Catalog.GetString ("Stop SQL Monitoring")' null' String.Empty' OnStopSqlMonitoring) " is 139.
