Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,Sitecore.FakeDb,Sitecore.FakeDb,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Sitecore.FakeDb' Sitecore.FakeDb.Data.Engines,Sitecore.FakeDb.Db' Sitecore.FakeDb.Data.Engines.DataStorage
Cyclic Dependency,Sitecore.FakeDb,Sitecore.FakeDb,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Sitecore.FakeDb' Sitecore.FakeDb.Data.Engines' Sitecore.FakeDb.Pipelines,Sitecore.FakeDb.Db' Sitecore.FakeDb.Data.Engines.DataStorage' Sitecore.FakeDb.Pipelines.DsItemLoadingArgs
Cyclic Dependency,Sitecore.FakeDb,Sitecore.FakeDb.Configuration,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Sitecore.FakeDb.Configuration' Sitecore.FakeDb,Sitecore.FakeDb.Configuration.ConfigReader' Sitecore.FakeDb.Db
Cyclic Dependency,Sitecore.FakeDb,Sitecore.FakeDb.Configuration,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Sitecore.FakeDb.Configuration' Sitecore.FakeDb' Sitecore.FakeDb.Data.Engines' Sitecore.FakeDb,Sitecore.FakeDb.Configuration.ConfigReader' Sitecore.FakeDb.Db' Sitecore.FakeDb.Data.Engines.DataStorage
Cyclic Dependency,Sitecore.FakeDb,Sitecore.FakeDb.Configuration,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Sitecore.FakeDb.Configuration' Sitecore.FakeDb' Sitecore.FakeDb.Data.Engines' Sitecore.FakeDb.Pipelines' Sitecore.FakeDb,Sitecore.FakeDb.Configuration.ConfigReader' Sitecore.FakeDb.Db' Sitecore.FakeDb.Data.Engines.DataStorage' Sitecore.FakeDb.Pipelines.DsItemLoadingArgs
Cyclic Dependency,Sitecore.FakeDb,Sitecore.FakeDb.Pipelines,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Sitecore.FakeDb.Pipelines' Sitecore.FakeDb,Sitecore.FakeDb.Pipelines.DsItemLoadingArgs' Sitecore.FakeDb.Db
Cyclic Dependency,Sitecore.FakeDb,Sitecore.FakeDb.Pipelines,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Sitecore.FakeDb.Pipelines' Sitecore.FakeDb' Sitecore.FakeDb.Data.Engines' Sitecore.FakeDb,Sitecore.FakeDb.Pipelines.DsItemLoadingArgs' Sitecore.FakeDb.Db' Sitecore.FakeDb.Data.Engines.DataStorage
Unstable Dependency,Sitecore.FakeDb,Sitecore.FakeDb,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Sitecore.FakeDb.Data.Engines' Sitecore.FakeDb.Configuration' Sitecore.FakeDb.Pipelines,Sitecore.FakeDb.DataStorage' Sitecore.FakeDb.DataStorageSwitcher' Sitecore.FakeDb.DbConfiguration' Sitecore.FakeDb.PipelineWatcher
Ambiguous Interface,Sitecore.FakeDb,Sitecore.FakeDb.Data.Engines.DataCommands,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: BlobStreamExistsCommand,Sitecore.FakeDb.Data.Engines.DataCommands.BlobStreamExistsCommand
Feature Concentration,Sitecore.FakeDb,Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AddFromTemplateCommandPrototype]' [AddVersionCommandProtoype]' [BlobStreamExistsCommandPrototype]' [CopyItemCommandPrototype]' [CreateItemCommandPrototype]' [DeleteItemCommandPrototype]' [GetBlobStreamCommandPrototype]' [GetChildrenCommandPrototype]' [GetItemCommandPrototype]' [GetParentCommandPrototype]' [GetRootItemCommandPrototype]' [GetVersionsCommandPrototype]' [HasChildrenCommandPrototype]' [MoveItemCommandPrototype]' [RemoveVersionCommandPrototype]' [ResolvePathCommandPrototype]' [SaveItemCommandPrototype]' [SetBlobStreamCommandPrototype]' [RemoveDataCommandPrototype]. LCC (Lack of Component Cohesion) = 1,Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.AddVersionCommandProtoype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.BlobStreamExistsCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.CopyItemCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.CreateItemCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.DeleteItemCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.GetBlobStreamCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.GetChildrenCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.GetItemCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.GetParentCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.GetRootItemCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.GetVersionsCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.HasChildrenCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.MoveItemCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.RemoveVersionCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.ResolvePathCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.SaveItemCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.SetBlobStreamCommandPrototype' Sitecore.FakeDb.Data.Engines.DataCommands.Prototypes.RemoveDataCommandPrototype
Feature Concentration,Sitecore.FakeDb,Sitecore.FakeDb.Data.Engines.DataCommands,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DataEngineCommand]' [AddFromTemplateCommand]' [AddVersionCommand]' [BlobStreamExistsCommand]' [CopyItemCommand]' [DeleteItemCommand]' [GetBlobStreamCommand]' [GetParentCommand]' [GetRootItemCommand]' [GetChildrenCommand]' [GetVersionsCommand]' [HasChildrenCommand]' [MoveItemCommand]' [RemoveVersionCommand]' [SaveItemCommand]' [ResolvePathCommand]' [SetBlobStreamCommand]' [GetItemCommand]' [CreateItemCommand]. LCC (Lack of Component Cohesion) = 1,Sitecore.FakeDb.Data.Engines.DataCommands.AddFromTemplateCommand' Sitecore.FakeDb.Data.Engines.DataCommands.AddVersionCommand' Sitecore.FakeDb.Data.Engines.DataCommands.BlobStreamExistsCommand' Sitecore.FakeDb.Data.Engines.DataCommands.CopyItemCommand' Sitecore.FakeDb.Data.Engines.DataCommands.DeleteItemCommand' Sitecore.FakeDb.Data.Engines.DataCommands.GetBlobStreamCommand' Sitecore.FakeDb.Data.Engines.DataCommands.GetParentCommand' Sitecore.FakeDb.Data.Engines.DataCommands.GetRootItemCommand' Sitecore.FakeDb.Data.Engines.DataCommands.GetChildrenCommand' Sitecore.FakeDb.Data.Engines.DataCommands.GetVersionsCommand' Sitecore.FakeDb.Data.Engines.DataCommands.HasChildrenCommand' Sitecore.FakeDb.Data.Engines.DataCommands.MoveItemCommand' Sitecore.FakeDb.Data.Engines.DataCommands.RemoveVersionCommand' Sitecore.FakeDb.Data.Engines.DataCommands.SaveItemCommand' Sitecore.FakeDb.Data.Engines.DataCommands.ResolvePathCommand' Sitecore.FakeDb.Data.Engines.DataCommands.SetBlobStreamCommand' Sitecore.FakeDb.Data.Engines.DataCommands.GetItemCommand' Sitecore.FakeDb.Data.Engines.DataCommands.CreateItemCommand
Feature Concentration,Sitecore.FakeDb,Sitecore.FakeDb.Security.AccessControl,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AllowAccessResult]' [AuthorizationSwitcher]' [DenyAccessResult]' [DbItemAccess]' [FakeAccessRightProvider]' [FakeAuthorizationProvider]. LCC (Lack of Component Cohesion) = 1,Sitecore.FakeDb.Security.AccessControl.AuthorizationSwitcher' Sitecore.FakeDb.Security.AccessControl.DenyAccessResult' Sitecore.FakeDb.Security.AccessControl.DbItemAccess' Sitecore.FakeDb.Security.AccessControl.FakeAccessRightProvider' Sitecore.FakeDb.Security.AccessControl.FakeAuthorizationProvider
