Method,LOC,CC,PC
FloatToPercentConverter:Convert,3,1,4
FloatToPercentConverter:ConvertBack,3,1,4
NumberToSpeedConverter:Convert,11,2,4
NumberToSpeedConverter:ConvertBack,3,1,4
NumberToFileSizeConverter:Convert,11,2,4
NumberToFileSizeConverter:ConvertBack,3,1,4
AddTorrentMessage:AddTorrentMessage,4,2,1
TorrentAddedMessage:TorrentAddedMessage,4,2,1
TorrentUpdatedMessage:TorrentUpdatedMessage,4,2,1
ISessionService:Start,0,1,0
ISessionService:Stop,0,1,0
SessionService:SessionService,8,3,2
SessionService:Start,6,1,0
SessionService:Stop,4,1,0
SessionService:Handle,3,1,1
SessionService:ReadAlerts,27,6,0
SessionService:Handle,10,1,1
SessionService:Handle,16,2,1
AddTorrentViewModel:AddTorrentViewModel,9,2,2
AddTorrentViewModel:Add,4,1,0
ShellViewModel:ShellViewModel,10,4,3
ShellViewModel:Handle,3,1,1
ShellViewModel:Handle,8,2,1
ShellViewModel:OnActivate,3,1,0
ShellViewModel:OnDeactivate,3,1,1
ShellViewModel:ShowAddTorrent,13,2,0
RagnarBootstrapper:RagnarBootstrapper,5,1,0
RagnarBootstrapper:Configure,10,1,0
RagnarBootstrapper:BuildUp,3,1,1
RagnarBootstrapper:GetAllInstances,7,2,1
RagnarBootstrapper:GetInstance,7,2,2
RagnarBootstrapper:OnExit,7,2,2
RagnarBootstrapper:OnStartup,3,1,2
Resources:Resources,2,1,0
GeneratedApplication:InitializeComponent,13,2,0
GeneratedApplication:Main,5,1,0
GeneratedInternalTypeHelper:CreateInstance,4,1,2
GeneratedInternalTypeHelper:GetPropertyValue,3,1,3
GeneratedInternalTypeHelper:SetPropertyValue,3,1,4
GeneratedInternalTypeHelper:CreateDelegate,6,1,3
GeneratedInternalTypeHelper:AddEventHandler,3,1,3
