Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,System.Reflection.Metadata.Cil,System.Reflection.Metadata.Cil,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Reflection.Metadata.Cil' System.Reflection.Metadata.Cil.Decoder,System.Reflection.Metadata.Cil.CilAssembly' System.Reflection.Metadata.Cil.CilMethodDefinition' System.Reflection.Metadata.Cil.Decoder.CilDecoder,System.Reflection.Metadata.Cil.CilAssembly' System.Reflection.Metadata.Cil.CilMethodDefinition' System.Reflection.Metadata.Cil.Decoder.CilDecoder
Cyclic Dependency,System.Reflection.Metadata.Cil,System.Reflection.Metadata.Cil,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Reflection.Metadata.Cil' System.Reflection.Metadata.Cil.Decoder' System.Reflection.Metadata.Cil.Visitor,System.Reflection.Metadata.Cil.CilAssembly' System.Reflection.Metadata.Cil.CilMethodDefinition' System.Reflection.Metadata.Cil.Decoder.CilDecoder' System.Reflection.Metadata.Cil.Visitor.CilToStringVisitor,System.Reflection.Metadata.Cil.CilAssembly' System.Reflection.Metadata.Cil.CilMethodDefinition' System.Reflection.Metadata.Cil.Decoder.CilDecoder' System.Reflection.Metadata.Cil.Visitor.CilToStringVisitor
Cyclic Dependency,System.Reflection.Metadata.Cil,System.Reflection.Metadata.Cil,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Reflection.Metadata.Cil' System.Reflection.Metadata.Cil.Visitor' System.Reflection.Metadata.Cil.Instructions' System.Reflection.Metadata.Cil.Decoder,System.Reflection.Metadata.Cil.CilAssembly' System.Reflection.Metadata.Cil.CilMethodDefinition' System.Reflection.Metadata.Cil.Visitor.CilToStringVisitor' System.Reflection.Metadata.Cil.Instructions.CilBranchInstruction' System.Reflection.Metadata.Cil.Decoder.CilDecoder,System.Reflection.Metadata.Cil.CilAssembly' System.Reflection.Metadata.Cil.CilMethodDefinition' System.Reflection.Metadata.Cil.Visitor.CilToStringVisitor' System.Reflection.Metadata.Cil.Instructions.CilBranchInstruction' System.Reflection.Metadata.Cil.Decoder.CilDecoder
Cyclic Dependency,System.Reflection.Metadata.Cil,System.Reflection.Metadata.Cil,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Reflection.Metadata.Cil' System.Reflection.Metadata.Cil.Decoder' System.Reflection.Metadata.Cil.Visitor' System.Reflection.Metadata.Cil.Instructions' System.Reflection.Metadata.Cil.Decoder,System.Reflection.Metadata.Cil.CilAssembly' System.Reflection.Metadata.Cil.CilMethodDefinition' System.Reflection.Metadata.Cil.Decoder.CilDecoder' System.Reflection.Metadata.Cil.Visitor.CilToStringVisitor' System.Reflection.Metadata.Cil.Instructions.CilBranchInstruction,System.Reflection.Metadata.Cil.CilAssembly' System.Reflection.Metadata.Cil.CilMethodDefinition' System.Reflection.Metadata.Cil.Decoder.CilDecoder' System.Reflection.Metadata.Cil.Visitor.CilToStringVisitor' System.Reflection.Metadata.Cil.Instructions.CilBranchInstruction
Cyclic Dependency,System.Reflection.Metadata.Cil,System.Reflection.Metadata.Cil.Instructions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Reflection.Metadata.Cil.Instructions' System.Reflection.Metadata.Cil.Visitor,System.Reflection.Metadata.Cil.Instructions.CilBranchInstruction' System.Reflection.Metadata.Cil.Visitor.CilToStringVisitor,System.Reflection.Metadata.Cil.Instructions.CilBranchInstruction' System.Reflection.Metadata.Cil.Visitor.CilToStringVisitor
Cyclic Dependency,System.Reflection.Metadata.Cil,System.Reflection.Metadata.Cil.Instructions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Reflection.Metadata.Cil.Instructions' System.Reflection.Metadata.Cil' System.Reflection.Metadata.Cil.Visitor,System.Reflection.Metadata.Cil.Instructions.CilBranchInstruction' System.Reflection.Metadata.Cil.CilAssembly' System.Reflection.Metadata.Cil.CilMethodDefinition' System.Reflection.Metadata.Cil.Visitor.CilToStringVisitor,System.Reflection.Metadata.Cil.Instructions.CilBranchInstruction' System.Reflection.Metadata.Cil.CilAssembly' System.Reflection.Metadata.Cil.CilMethodDefinition' System.Reflection.Metadata.Cil.Visitor.CilToStringVisitor
Cyclic Dependency,System.Reflection.Metadata.Cil,System.Reflection.Metadata.Cil.Visitor,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Reflection.Metadata.Cil.Visitor' System.Reflection.Metadata.Cil,System.Reflection.Metadata.Cil.Visitor.CilToStringVisitor' System.Reflection.Metadata.Cil.CilAssembly' System.Reflection.Metadata.Cil.CilMethodDefinition,System.Reflection.Metadata.Cil.Visitor.CilToStringVisitor' System.Reflection.Metadata.Cil.CilAssembly' System.Reflection.Metadata.Cil.CilMethodDefinition
Unstable Dependency,System.Reflection.Metadata.Cil,System.Reflection.Metadata.Cil.Decoder,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.Reflection.Metadata.Cil,System.Reflection.Metadata.Cil.Decoder.EntityKind' System.Reflection.Metadata.Cil.Decoder.CilEntity' System.Reflection.Metadata.Cil.Decoder.CilLocal' System.Reflection.Metadata.Cil.Decoder.CilMethodDefinition' System.Reflection.Metadata.Cil.Decoder.CilParameter' System.Reflection.Metadata.Cil.Decoder.CilReaders' System.Reflection.Metadata.Cil.Decoder.CilTypeDefinition' System.Reflection.Metadata.Cil.Decoder.CilTypeReference' System.Reflection.Metadata.Cil.Decoder.CilTypeSpecification' System.Reflection.Metadata.Cil.Decoder.SignatureDecoder,System.Reflection.Metadata.Cil.Decoder.EntityKind' System.Reflection.Metadata.Cil.Decoder.CilEntity' System.Reflection.Metadata.Cil.Decoder.CilLocal' System.Reflection.Metadata.Cil.Decoder.CilMethodDefinition' System.Reflection.Metadata.Cil.Decoder.CilParameter' System.Reflection.Metadata.Cil.Decoder.CilReaders' System.Reflection.Metadata.Cil.Decoder.CilTypeDefinition' System.Reflection.Metadata.Cil.Decoder.CilTypeReference' System.Reflection.Metadata.Cil.Decoder.CilTypeSpecification' System.Reflection.Metadata.Cil.Decoder.SignatureDecoder
Unstable Dependency,System.Reflection.Metadata.Cil,System.Reflection.Metadata.Cil.Instructions,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.Reflection.Metadata.Cil.Visitor,System.Reflection.Metadata.Cil.Instructions.ICilVisitable' System.Reflection.Metadata.Cil.Instructions.ICilVisitor,System.Reflection.Metadata.Cil.Instructions.ICilVisitable' System.Reflection.Metadata.Cil.Instructions.ICilVisitor
Unstable Dependency,System.Reflection.Metadata.Cil,System.Reflection.Metadata.Cil.Visitor,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.Reflection.Metadata.Cil' System.Reflection.Metadata.Cil.Decoder,System.Reflection.Metadata.Cil.Visitor.CilAssembly' System.Reflection.Metadata.Cil.Visitor.CilAssemblyReference' System.Reflection.Metadata.Cil.Visitor.CilCustomAttribute' System.Reflection.Metadata.Cil.Visitor.EntityKind' System.Reflection.Metadata.Cil.Visitor.CilEntity' System.Reflection.Metadata.Cil.Visitor.CilEventDefinition' System.Reflection.Metadata.Cil.Visitor.HandlerKind' System.Reflection.Metadata.Cil.Visitor.CilExceptionRegion' System.Reflection.Metadata.Cil.Visitor.CilField' System.Reflection.Metadata.Cil.Visitor.CilLocal' System.Reflection.Metadata.Cil.Visitor.CilMethodDefinition' System.Reflection.Metadata.Cil.Visitor.CilModuleReference' System.Reflection.Metadata.Cil.Visitor.CilProperty' System.Reflection.Metadata.Cil.Visitor.CilTypeDefinition' System.Reflection.Metadata.Cil.Visitor.CilTypeReference' System.Reflection.Metadata.Cil.Visitor.CilTypeSpecification' System.Reflection.Metadata.Cil.Visitor.CilDecoder,System.Reflection.Metadata.Cil.Visitor.CilAssembly' System.Reflection.Metadata.Cil.Visitor.CilAssemblyReference' System.Reflection.Metadata.Cil.Visitor.CilCustomAttribute' System.Reflection.Metadata.Cil.Visitor.EntityKind' System.Reflection.Metadata.Cil.Visitor.CilEntity' System.Reflection.Metadata.Cil.Visitor.CilEventDefinition' System.Reflection.Metadata.Cil.Visitor.HandlerKind' System.Reflection.Metadata.Cil.Visitor.CilExceptionRegion' System.Reflection.Metadata.Cil.Visitor.CilField' System.Reflection.Metadata.Cil.Visitor.CilLocal' System.Reflection.Metadata.Cil.Visitor.CilMethodDefinition' System.Reflection.Metadata.Cil.Visitor.CilModuleReference' System.Reflection.Metadata.Cil.Visitor.CilProperty' System.Reflection.Metadata.Cil.Visitor.CilTypeDefinition' System.Reflection.Metadata.Cil.Visitor.CilTypeReference' System.Reflection.Metadata.Cil.Visitor.CilTypeSpecification' System.Reflection.Metadata.Cil.Visitor.CilDecoder
