Implementation smell,Namespace,Class,File,Method,Description
Magic Number,excepciones,Principal,C:\repos\jlopezCutonala_p3_excepciones\excepciones\excepciones\Principal.cs,lanzaExcepcion,The following statement contains a magic number: try {  	int numero = -45;  	if (numero < 1) {  		throw new ZeroException ("El numero es 0."' numero);  	}  }  catch (ZeroException ex) {  	Console.WriteLine (ex.mensajeDeLaExcepcion ());  }  
