Namespace,Type,Method,LOC,CC,PC
CShell.Sinks.Xhtml,XhtmlSink,GetXhtmlSink,3,1,1
CShell.Sinks.Xhtml,XhtmlSink,GetXhtmlSink,4,1,2
CShell.Sinks.Xhtml,XhtmlSink,DumpXhtml,4,1,2
CShell.Sinks.Xhtml,Module,Configure,7,2,0
CShell.Sinks.Xhtml,Module,Start,1,1,0
CShell.Sinks.Xhtml,XhtmlSinkProvider,Handles,3,1,1
CShell.Sinks.Xhtml,XhtmlSinkProvider,Create,13,3,1
CShell.Sinks.Xhtml,XhtmlSinkView,XhtmlSinkView,3,1,0
CShell.Sinks.Xhtml,XhtmlSinkView,webBrowser_DataContextChanged,9,3,2
CShell.Sinks.Xhtml,XhtmlSinkView,VMOnPropertyChanged,8,3,2
CShell.Sinks.Xhtml,XhtmlSinkView,InitializeComponent,13,2,0
CShell.Sinks.Xhtml,XhtmlSinkView,Connect,15,1,2
CShell.Sinks.Xhtml,XhtmlSinkViewModel,XhtmlSinkViewModel,4,1,1
CShell.Sinks.Xhtml,XhtmlSinkViewModel,Dump,16,2,1
CShell.Sinks.Xhtml,XhtmlSinkViewModel,Clear,7,2,0
CShell.Sinks.Xhtml,XhtmlSinkViewModel,OnDeactivate,4,1,1
CShell.Sinks.Xhtml,XhtmlSinkViewModel,Equals,4,1,1
CShell.Sinks.Xhtml.Properties,Resources,Resources,2,1,0
CShell.Sinks.Xhtml.XhtmlDumper,BasicXhtmlRenderer,Render,4,1,4
CShell.Sinks.Xhtml.XhtmlDumper,IXhtmlRenderer,Render,0,1,4
CShell.Sinks.Xhtml.XhtmlDumper,ObjectXhtmlRenderer,Render,18,4,4
CShell.Sinks.Xhtml.XhtmlDumper,ObjectXhtmlRenderer,RenderObject,37,3,3
CShell.Sinks.Xhtml.XhtmlDumper,ObjectXhtmlRenderer,RenderEnumerable,56,7,3
CShell.Sinks.Xhtml.XhtmlDumper,ObjectXhtmlRenderer,RenderMember,47,7,4
CShell.Sinks.Xhtml.XhtmlDumper,ObjectXhtmlRenderer,GetElementTypeOfEnumerable,22,6,1
CShell.Sinks.Xhtml.XhtmlDumper,ObjectXhtmlRenderer,GetMembers,22,1,1
CShell.Sinks.Xhtml.XhtmlDumper,ObjectXhtmlRenderer,GetValue,9,3,2
CShell.Sinks.Xhtml.XhtmlDumper,ObjectXhtmlRenderer,GetValueType,9,3,1
CShell.Sinks.Xhtml.XhtmlDumper,ObjectXhtmlRenderer,IsSimpleType,8,1,1
CShell.Sinks.Xhtml.XhtmlDumper,XhtmlDumper,XhtmlDumper,5,1,1
CShell.Sinks.Xhtml.XhtmlDumper,XhtmlDumper,XhtmlDumper,5,1,2
CShell.Sinks.Xhtml.XhtmlDumper,XhtmlDumper,InitHeader,33,1,0
CShell.Sinks.Xhtml.XhtmlDumper,XhtmlDumper,WriteObject,6,2,3
CShell.Sinks.Xhtml.XhtmlDumper,XhtmlDumper,Dispose,3,1,0
CShell.Sinks.Xhtml.XhtmlDumper,XhtmlDumper,Dispose,13,4,1
