Implementation smell,Namespace,Class,File,Method,Description
Complex Conditional,CShell.Sinks.Grid,GridSinkView,D:\research\architectureSmells\repos\lukebuehler_CShell\Src\CShell.Sinks.Grid\GridSinkView.xaml.cs,AddColumn,The conditional expression  "propertyInfo.PropertyType == typeof(int) ||                  propertyInfo.PropertyType == typeof(uint) ||                  propertyInfo.PropertyType == typeof(double) ||                  propertyInfo.PropertyType == typeof(decimal) ||                  propertyInfo.PropertyType == typeof(float)"  is complex.
