Method,LOC,CC,PC
CatchBlock:CatchBlock,4,1,2
DisassembledOperations<DelegateType>:DisassembledOperations,15,3,5
DisassembledOperations<DelegateType>:Apply,14,4,2
DisassembledOperations<DelegateType>:EmitFrom,25,5,4
DisassembledOperations<DelegateType>:Emit,11,3,3
DisassembledOperations<DelegateType>:EmitAll,3,1,2
DisassembledOperations<DelegateType>:GetEnumerator,3,1,0
DisassembledOperations<DelegateType>:GetEnumerator,3,1,0
Disassembler<DelegateType>:Disassembler,26,4,0
Disassembler<DelegateType>:CheckDelegateType,17,3,0
Disassembler<DelegateType>:Disassemble,140,14,1
Disassembler<DelegateType>:InferTypes,38,3,5
Disassembler<DelegateType>:MakeInferredReplayableOp,78,7,3
Disassembler<DelegateType>:OrderOperations,34,3,1
Disassembler<DelegateType>:IndexOfOpLastAt,25,5,2
Disassembler<DelegateType>:DeclarationNumber,23,3,2
Disassembler<DelegateType>:GetOperations,155,22,8
Disassembler<DelegateType>:CheckForExceptionOperations,138,13,11
Disassembler<DelegateType>:ReadOp,25,2,9
Disassembler<DelegateType>:ChooseLabel,14,2,3
Disassembler<DelegateType>:MakeReplayableOperation,2512,210,6
Disassembler<DelegateType>:ReadLong,6,1,2
Disassembler<DelegateType>:ReadInt,3,1,2
Disassembler<DelegateType>:ReadShort,3,1,2
Disassembler<DelegateType>:ReadFloat,14,2,2
Disassembler<DelegateType>:ReadDouble,18,2,2
Disassembler<DelegateType>:ReadSingle,14,2,2
Disassembler<DelegateType>:ReadOperands,94,2,8
LabelTracker:Mark,3,1,1
Emit<DelegateType>:ArgumentList,13,3,0
Emit<DelegateType>:VerifyAndDoArithmetic,38,2,3
Emit<DelegateType>:Add,4,1,0
Emit<DelegateType>:AddOverflow,4,1,0
Emit<DelegateType>:UnsignedAddOverflow,4,1,0
Emit<DelegateType>:Divide,4,1,0
Emit<DelegateType>:UnsignedDivide,4,1,0
Emit<DelegateType>:Multiply,4,1,0
Emit<DelegateType>:MultiplyOverflow,4,1,0
Emit<DelegateType>:UnsignedMultiplyOverflow,4,1,0
Emit<DelegateType>:Remainder,4,1,0
Emit<DelegateType>:UnsignedRemainder,4,1,0
Emit<DelegateType>:Subtract,4,1,0
Emit<DelegateType>:SubtractOverflow,4,1,0
Emit<DelegateType>:UnsignedSubtractOverflow,4,1,0
Emit<DelegateType>:Negate,13,1,0
Emit<DelegateType>:VerifyAndBinaryBitwise,10,1,2
Emit<DelegateType>:And,4,1,0
Emit<DelegateType>:Or,4,1,0
Emit<DelegateType>:Xor,4,1,0
Emit<DelegateType>:Not,11,1,0
Emit<DelegateType>:VerifyAndShift,13,1,2
Emit<DelegateType>:ShiftLeft,4,1,0
Emit<DelegateType>:ShiftRight,4,1,0
Emit<DelegateType>:UnsignedShiftRight,4,1,0
Emit<DelegateType>:Box,3,1,0
Emit<DelegateType>:Box,21,4,1
Emit<DelegateType>:Branch,26,5,1
Emit<DelegateType>:Branch,4,2,1
Emit<DelegateType>:BranchIfEqual,30,5,1
Emit<DelegateType>:BranchIfEqual,4,2,1
Emit<DelegateType>:UnsignedBranchIfNotEqual,30,5,1
Emit<DelegateType>:UnsignedBranchIfNotEqual,4,2,1
Emit<DelegateType>:BranchComparableTransitions,16,1,1
Emit<DelegateType>:BranchIfGreaterOrEqual,26,5,1
Emit<DelegateType>:BranchIfGreaterOrEqual,4,2,1
Emit<DelegateType>:UnsignedBranchIfGreaterOrEqual,25,5,1
Emit<DelegateType>:UnsignedBranchIfGreaterOrEqual,4,2,1
Emit<DelegateType>:BranchIfGreater,25,5,1
Emit<DelegateType>:BranchIfGreater,4,2,1
Emit<DelegateType>:UnsignedBranchIfGreater,25,5,1
Emit<DelegateType>:UnsignedBranchIfGreater,4,2,1
Emit<DelegateType>:BranchIfLessOrEqual,25,5,1
Emit<DelegateType>:BranchIfLessOrEqual,4,2,1
Emit<DelegateType>:UnsignedBranchIfLessOrEqual,25,5,1
Emit<DelegateType>:UnsignedBranchIfLessOrEqual,4,2,1
Emit<DelegateType>:BranchIfLess,25,5,1
Emit<DelegateType>:BranchIfLess,4,2,1
Emit<DelegateType>:UnsignedBranchIfLess,25,5,1
Emit<DelegateType>:UnsignedBranchIfLess,4,2,1
Emit<DelegateType>:BranchIfFalse,30,5,1
