Implementation smell,Namespace,Class,File,Method,Description
Complex Method,DriverInstall,MainWindow,D:\research\architectureSmells\repos1\simphax_Touchmote\DriverInstall\MainWindow.xaml.cs,MainWindow,Cyclomatic complexity of the method is 13
Magic Number,DriverInstall,MainWindow,D:\research\architectureSmells\repos1\simphax_Touchmote\DriverInstall\MainWindow.xaml.cs,removeAllButTouch,The following statement contains a magic number: i <= 7
Magic Number,DriverInstall,MainWindow,D:\research\architectureSmells\repos1\simphax_Touchmote\DriverInstall\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:              this.console = ((System.Windows.Controls.TextBox)(target));              return;              case 2:                            #line 10 "..\..\MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.btnInstall_Click);                            #line default              #line hidden              return;              case 3:                            #line 11 "..\..\MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.btnUninstall_Click);                            #line default              #line hidden              return;              }
Magic Number,DriverInstall,MainWindow,D:\research\architectureSmells\repos1\simphax_Touchmote\DriverInstall\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:              this.console = ((System.Windows.Controls.TextBox)(target));              return;              case 2:                            #line 10 "..\..\MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.btnInstall_Click);                            #line default              #line hidden              return;              case 3:                            #line 11 "..\..\MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.btnUninstall_Click);                            #line default              #line hidden              return;              }
Missing Default,DriverInstall,MainWindow,D:\research\architectureSmells\repos1\simphax_Touchmote\DriverInstall\MainWindow.xaml.cs,Connect,The following switch statement is missing a default case: switch (connectionId)              {              case 1:              this.console = ((System.Windows.Controls.TextBox)(target));              return;              case 2:                            #line 10 "..\..\MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.btnInstall_Click);                            #line default              #line hidden              return;              case 3:                            #line 11 "..\..\MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.btnUninstall_Click);                            #line default              #line hidden              return;              }
