Architecture smell,Project,Namespace,Cause
Unstable Dependency,Chinchilla,Chinchilla,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Chinchilla.Configuration
Unstable Dependency,Chinchilla,Chinchilla.Topologies,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Chinchilla
Unstable Dependency,Chinchilla,Chinchilla.Topologies.Model,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Chinchilla
God Component,Chinchilla,Chinchilla,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 96
