Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ServiceManager,1,3,0,0,3,25,6,0,0,0,4,1
Service,1,3,0,0,2,36,6,0,0,0,4,2
Advapi32,0,6,0,0,0,22,6,0,0,0,3,3
SCM_ACCESS,0,0,0,0,0,40,0,0,0,0,0,1
SERVICE_ACCESS,0,0,0,0,0,15,0,0,0,0,0,1
ACCESS_MASK,0,0,0,0,0,40,0,0,0,0,0,0
SERVICE_STATUS,7,0,0,7,0,10,0,0,0,0,0,2
State,0,0,0,0,0,10,0,0,0,0,0,1
SC_ACTION,2,1,0,2,1,14,1,0,0,1,1,1
SERVICE_CONFIG_INFOLEVEL,0,0,0,0,0,12,0,0,0,0,0,2
SC_ACTION_TYPE,0,0,0,0,0,7,0,0,0,0,0,1
SERVICE_FAILURE_ACTIONS,5,0,0,5,0,15,0,0,0,0,0,2
Download,2,3,0,2,1,37,6,0,0,0.33,0,1
Kernel32,0,2,0,0,0,10,2,0,0,0,2,1
PROCESS_INFORMATION,4,0,0,4,0,8,0,0,0,0,0,2
STARTUPINFO,18,0,0,18,0,22,0,0,0,0,0,2
EventLogger,0,2,0,0,0,5,2,1,0,0,0,2
LogHandler,1,3,1,0,1,48,6,2,0,1,1,1
AbstractFileLogAppender,1,1,1,0,1,16,1,3,1,1,0,0
SimpleLogAppender,3,2,2,0,2,31,2,3,2,0.33,0,0
DefaultLogAppender,0,1,0,0,1,6,1,0,3,0,0,0
ResetLogAppender,0,1,0,0,1,6,1,0,3,0,0,0
IgnoreLogAppender,0,1,0,0,1,15,1,0,1,0,0,0
TimeBasedRollingLogAppender,2,3,0,0,2,65,9,0,2,0.33,1,0
SizeBasedRollingLogAppender,6,4,0,4,3,83,14,0,2,0.5,1,0
RollingLogAppender,0,2,0,0,2,15,2,0,3,0,0,0
WrapperService,6,23,0,0,5,482,80,0,1,0.83,20,0
PeriodicRollingCalendar,6,4,3,0,2,101,22,0,0,0.85,0,1
ServiceDescriptor,4,11,27,2,4,472,25,0,0,0.76,0,1
SigIntHelper,1,5,0,0,1,43,6,0,0,0.2,0,1
IProxyInvocationHandler,0,1,0,0,0,12,1,0,0,0,0,1
MetaDataFactory,1,4,0,0,3,50,5,0,0,0,0,1
ProxyFactory,10,8,0,0,3,217,22,0,0,0.88,2,1
ReturnValue,0,0,0,0,0,29,0,0,0,0,0,2
WmiException,1,2,0,1,2,14,2,0,0,0.5,1,1
WmiClassName,1,1,0,1,1,11,1,0,0,1,0,1
IWmiCollection,0,0,0,0,0,6,0,1,0,0,0,0
IWmiObject,0,1,0,0,0,10,1,1,0,0,0,0
WmiRoot,1,4,0,0,3,113,5,0,0,0.5,2,1
ServiceType,0,0,0,0,0,10,0,0,0,0,0,1
ErrorControl,0,0,0,0,0,7,0,0,0,0,0,2
StartMode,0,0,0,0,0,23,0,0,0,0,0,2
Win32Services,0,3,0,0,0,8,3,0,1,0,3,1
Win32Service,0,3,3,0,0,16,3,0,1,0,0,1
