Method,LOC,CC,PC
ApprovalMeta:Equals,19,2,3
ApprovalMeta:Equals,9,1,1
ApprovalMeta:GetHashCode,3,1,0
CommitApprovalScanner:CommitApprovalScanner,4,1,2
CommitApprovalScanner:Scan,7,1,6
CommitApprovalScanner:CalculateStatistics,8,1,10
CommitApprovalScanner:ReadCommitDetails,6,1,5
CommitApprovalScanner:CheckForNewApprovers,16,2,6
CallbackCommitApprovalMetaStore:Set,3,1,2
CallbackCommitApprovalMetaStore:Get,3,1,1
CallbackCommitApprovalMetaStore:CallbackCommitApprovalMetaStore,39,1,7
CallbackCommitApprovalMetaStore:SleepAwhile,3,1,1
ICommitApprovalMetaStore:Set,1,1,2
ICommitApprovalMetaStore:Get,1,1,1
CommitExtensions:InTheLast,11,3,2
BitbucketApiClient:BitbucketApiClient,6,1,2
BitbucketApiClient:GetCommits,5,1,2
BitbucketApiClient:GetAllCommits,11,4,2
BitbucketApiClient:NextPage,4,1,1
BitbucketApiClient:CommentsFor,5,1,1
BitbucketApiClient:GetDetailsForCommit,5,1,1
BitbucketApiClient:ReadTypedResponse,6,1,1
BitbucketApiClient:ApplyETag,3,1,2
BitbucketApiClient:BasicAuth,3,1,2
IBitbucketApiClient:GetCommits,1,1,2
IBitbucketApiClient:GetAllCommits,1,1,2
IBitbucketApiClient:NextPage,1,1,1
IBitbucketApiClient:CommentsFor,1,1,1
IBitbucketApiClient:GetDetailsForCommit,1,1,1
BitbucketComments:Register,60,1,9
BitbucketComments:CreateCommentMetaStore,5,1,7
BitbucketComments:CreateCommitApprovalMetaStore,5,1,7
BitbucketComments:CreateClient,8,2,2
BitbucketComments:GetHelp,6,1,0
BitbucketComments:RenderApprovedCommitMessages,7,2,3
BitbucketComments:RenderCommentMessage,8,2,3
BitbucketComments:RenderApprovalStatistics,13,4,5
BitbucketComments:RenderCommitAwaitingApproval,4,1,3
BitbucketComments:Mention,3,1,1
BitbucketComments:Mention,3,1,1
CallbackCommentMetaStore:CallbackCommentMetaStore,39,1,7
CallbackCommentMetaStore:SleepAwhile,3,1,1
CallbackCommentMetaStore:Store,17,3,3
CommentChangeScanner:CommentChangeScanner,4,1,2
CommentChangeScanner:ScanForNewComments,21,1,5
CommentChangeScanner:ChangedOrNew,3,1,2
FileCommentMetaStore:FileCommentMetaStore,4,1,1
FileCommentMetaStore:Store,19,3,3
FileCommentMetaStore:ReadFile,8,2,0
FileCommentMetaStore:SaveFile,5,1,0
ICommentMetaStore:Store,1,1,3
Resource:Resource,3,1,0
