Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
BatchFilesProcessor,12,17,0,0,2,639,151,0,0,0.97,22,1
EncoderCharEntityFallback,1,2,2,0,2,22,2,0,0,0.5,1,2
EncoderCharEntityFallbackBuffer,6,5,1,0,5,105,18,0,0,0.97,1,1
Fb2FixStatus,0,0,0,0,0,6,0,0,0,0,0,2
ModificationType,0,0,0,0,0,9,0,0,0,0,0,2
Fb2SchemaResolver,1,2,0,0,2,24,6,0,0,0.5,0,1
FileNamePatternElement,1,6,1,0,4,31,8,14,0,0.83,1,2
AuthorFirstNameElement,1,4,0,0,4,32,8,0,1,0.75,2,1
AuthorMiddleNameElement,1,4,0,0,4,32,8,0,1,0.75,2,1
AuthorLastNameElement,1,4,0,0,4,32,8,0,1,0.75,2,1
AuthorNickNameElement,1,4,0,0,4,32,8,0,1,0.75,2,1
FirstAuthorFirstNameCharElement,1,4,0,0,4,41,12,0,1,0.75,2,1
FirstAuthorMiddleNameCharElement,1,4,0,0,4,41,12,0,1,0.75,2,1
FirstAuthorLastNameCharElement,1,4,0,0,4,41,12,0,1,0.75,2,1
SequenceNameElement,1,4,0,0,4,32,8,0,1,0.75,2,1
SequenceNumberElement,2,4,0,0,4,42,11,0,1,0.88,2,1
BookTitleElement,1,4,0,0,4,28,7,0,1,0.75,1,1
GenreNameElement,1,4,0,0,4,32,8,0,1,0.75,2,1
GenreDescriptionElement,2,4,0,0,4,49,16,0,1,0.75,4,1
GroupPatternElement,1,2,0,0,2,23,5,0,1,0.5,2,1
OptionPatternElement,1,4,0,0,4,19,4,0,1,0.75,1,1
FileNamePattern,3,5,1,0,4,74,11,1,1,0.9,16,1
FileNameProvider,2,2,0,0,2,21,4,0,0,0.75,2,1
Genre,2,3,1,0,3,32,6,0,0,0.5,0,2
GenreTable,4,4,2,0,2,99,6,0,0,0.88,1,3
Fb2TextWriter,5,8,2,0,8,128,41,0,0,0.92,0,1
InvalidFictionBookFormatException,0,4,0,0,4,16,4,0,0,0,0,2
Fb2FixArguments,27,0,0,27,0,61,0,0,0,0,2,3
Program,0,2,0,0,0,81,13,0,0,0,10,0
ReadOnlyDictionary,1,12,4,0,11,83,13,0,0,0.92,0,0
StreamDataSource,1,2,0,0,2,15,3,0,1,0.5,0,1
StringUtils,2,9,0,0,7,208,26,0,0,0,0,1
Unrar,11,32,5,0,14,708,106,0,0,0.98,7,1
NewVolumeEventArgs,2,1,0,2,1,9,1,0,0,1,0,2
MissingVolumeEventArgs,2,1,0,2,1,9,1,0,0,1,0,1
DataAvailableEventArgs,2,1,0,2,1,9,1,0,0,1,0,1
PasswordRequiredEventArgs,2,0,0,2,0,5,0,0,0,0,0,1
NewFileEventArgs,1,1,0,1,1,8,1,0,0,0,1,1
ExtractionProgressEventArgs,5,0,0,5,0,8,0,0,0,0,0,1
RARFileInfo,13,0,1,13,0,26,0,0,0,0,0,2
ArgumentAttribute,5,1,9,0,1,116,1,1,0,1,1,2
ArgumentType,0,0,0,0,0,39,0,0,0,0,0,3
CommandLineParser,5,32,1,0,11,915,114,0,0,0.99,4,1
DefaultArgumentAttribute,0,1,0,0,1,18,1,0,1,0,1,2
NativeMethods,2,4,2,0,1,71,4,0,0,0.75,0,1
CustomConsoleTraceListener,0,6,0,0,6,97,44,0,0,0,0,1
CustomTraceListener,0,13,0,0,13,98,27,0,0,0,0,1
Logger,2,16,2,0,16,120,23,0,0,0,0,2
TraceEventTypes,0,0,0,0,0,15,0,0,0,0,0,2
LogLevel,0,0,0,0,0,9,0,0,0,0,0,1
